id,cle_stable,categorie,offset_ou_pointeur,ligne_script,layout,intervenant,texte_francais,texte_chinois_source,traduction_anglaise_rom_anglaise,confiance_alignement,historique_traduction,naturalise,corrige_d_apres_le_chinois,votre_verdict,votre_commentaire
D0577,MAIN:0x03B2E4,Dialogue en jeu,0x03B2E4,1970,dialogue_19_19,,Impressionnant...,叔叔:我知道你的厉害了...,Haha-ha-choo! Snort,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0578,MAIN:0x03B2F8,Dialogue en jeu,0x03B2F8,1975,dialogue_19_19,,Ma Défense est imbattable !,叔叔:我的防御力是最强的,I love the mountainair!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0579,MAIN:0x03B310,Dialogue en jeu,0x03B310,1984,dialogue_19_19,,"Tu as percé
ma Défense ?!",叔叔:这么强的防御你都破了??,That cleared my head!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0580,MAIN:0x03B329,Dialogue en jeu,0x03B329,1994,dialogue_19_19,,"C'est bizarre...
Où est donc passé
M. Fuji ?",男孩:奇怪?吉野老人不在跑哪去了?,People pay a lot for Cubone skulls.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0581,MAIN:0x03B34F,Dialogue en jeu,0x03B34F,2000,dialogue_19_19,,"M. Fuji recueille
ici les Pokémon
abandonnés.","女孩:这里是吉野老爷爷的家,他人很好哦,照顾那些被丢弃回不了家的精灵们",I saw Cubone's mom die trying to get away from Team Rocket!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0582,MAIN:0x03B390,Dialogue en jeu,0x03B390,2012,dialogue_19_19,,"Pour de l'argent,
la Team Rocket
est prête à tout.",商人:火箭队的混蛋们为了钱什么都干的出来,This town's known as the grave site of Pok@mon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0583,MAIN:0x03B3C2,Dialogue en jeu,0x03B3C2,2031,dialogue_19_19,,Cette Tour apaise l'âme des Pokémon disparus.,修女:幽灵塔是为了安慰死去的精灵之灵而盖的,Did you come to payrespects?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0584,MAIN:0x03B3DF,Dialogue en jeu,0x03B3DF,6605,dialogue_19_19,,"Tu as réussi
à trouver
cet endroit ?",女孩:你居然能找到这里?,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0585,MAIN:0x03B3EB,Dialogue en jeu,0x03B3EB,6606,dialogue_19_19,,On raconte qu'un Pokémon légendaire est apparu par ici. Je suis venue voir.,女孩:我也是听说附近出现了传说中的精灵才来的,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0586,MAIN:0x03B418,Dialogue en jeu,0x03B418,2036,dialogue_19_19,ÉLECTHOR,ÉLECTHOR : ...,闪电鸟:......,Zapdos: Kree!!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0587,MAIN:0x03B427,Dialogue en jeu,0x03B427,2037,dialogue_19_19,EXORCISTE,"EXORCISTE :
Une âme erre
plus haut...",修女:我是祈祷师!我感觉到上面有迷凸的灵魂...,There are spirits up to mischief!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0588,MAIN:0x03B44A,Dialogue en jeu,0x03B44A,2042,dialogue_19_19,,"Mon Mélofée est
mort... Je pleure
encore...",女孩:对已死去的皮皮一直无法忘怀...糟糕又哭了...,Growlith...(Sniff!)I can't stop... crying...,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0589,MAIN:0x03B47A,Dialogue en jeu,0x03B47A,2050,dialogue_19_19,,"Tu viens prier ?
Tu aimes beaucoup
les Pokémon.",女孩:你也是来参拜的吗?真是一位对精灵用情很深的男孩,Pok@mon Tower was built in memory of Pok@mon that have died.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0590,MAIN:0x03B4B9,Dialogue en jeu,0x03B4B9,2070,dialogue_19_19,RÉGIS,"RÉGIS : Sacha ?
Ils sont en vie !
Je peux les mettre
K.O. quand même !","小茂:小智?你怎么也到这里来了,你的精灵死了吗?混蛋不是还活着吗!!小心我把你打的不能站起来!","Why are you here Ash? You're Pok@monlook fine!But,I canat least make them faint! Let's go!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0591,MAIN:0x03B516,Dialogue en jeu,0x03B516,2076,dialogue_19_19,RÉGIS,"RÉGIS : Doucement !
Je t'avais ménagé.
Ton Pokédex ? J'ai
trouvé Osselait,
mais pas Ossatueur.
Je suis pressé.
Salut !","小茂:王八蛋!你对我这么狠!枉我对你这么手下留情!!对了,宠物精灵图鉴怎样了?我发现可拉可拉了但没有发现进化后的嘎拉嘎拉!在这附近一定没有那我要走了!我和你不同我可是个大忙人啊...再见了","How's your Pok@dex pal? I just caught a Cubone! Well, I better get going! I've got a lot to accomplish, Smell ya later!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0592,MAIN:0x03B592,Dialogue en jeu,0x03B592,2094,dialogue_19_19,,"Un Scope Sylphe
pourrait démasquer
les Spectres...",修女:我们也不知道幽灵的真正身份...如果有幽灵眼镜的话说不定就能知道了...,A Silph Scope may be able to identifywayward Ghosts!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0593,MAIN:0x03B5C8,Dialogue en jeu,0x03B5C8,2099,dialogue_19_19,,"Là-haut,
les Pokémon
sont terrifiés...",上面阴森森的...精灵们都很害怕...,Ghost: Get out... Get...Out...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0594,MAIN:0x03B5E8,Dialogue en jeu,0x03B5E8,2104,dialogue_19_19,,Tu sais combien le poison est terrifiant ?,少年:知道毒的恐怖吗?,Such an adorable Pok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0595,MAIN:0x03B604,Dialogue en jeu,0x03B604,2107,dialogue_19_19,,"Le poison réduit
peu à peu tes PV.",少年:他会让你的体力慢慢减少的,Don't be so mean toClefairy!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0596,MAIN:0x03B621,Dialogue en jeu,0x03B621,2113,dialogue_19_19,,Encore toi ?,迷你裙:怎么又见到你了?,I love Nidoran!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0597,MAIN:0x03B631,Dialogue en jeu,0x03B631,2114,dialogue_19_19,,Tu me colles !,迷你裙:你真是阴魂不散啊,That's my favorite Pok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0598,MAIN:0x03B64D,Dialogue en jeu,0x03B64D,2115,dialogue_19_19,,"J'adore Miaouss...
Miaou !",迷你裙:我爱喵喵...喵,Meowth is so cute! Meow!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0599,MAIN:0x03B666,Dialogue en jeu,0x03B666,2119,dialogue_19_19,,Miaouss porte chance !,迷你裙:招财猫能带来好运!,Pidgey and Rattata are cute too!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0600,MAIN:0x03B687,Dialogue en jeu,0x03B687,2120,dialogue_19_19,,Même un Pokémon ordinaire peut être unique.,迷你裙:普通的精灵才不普通,We must look silly standing here like this.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0601,MAIN:0x03B6B3,Dialogue en jeu,0x03B6B3,2121,dialogue_19_19,,"Comme tu es banal,
tes Pokémon le sont
forcément aussi !",迷你裙:像你这种普通的训练师训练的精灵一定普通!,Saffron's guard won't let us pass!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0602,MAIN:0x03B6D9,Dialogue en jeu,0x03B6D9,2126,dialogue_19_19,,Pas de chance aujourd'hui.,职员:今天运气不好,You need a strategyto win!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0603,MAIN:0x03B6F4,Dialogue en jeu,0x03B6F4,2127,dialogue_19_19,,Quelle malchance...,职员:真是运气不好啊,"Go with Grimer, and...and then...",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0604,MAIN:0x03B716,Dialogue en jeu,0x03B716,2128,dialogue_19_19,,Je suis encore jeune !,老爷爷:我还年轻呢,"School is fun, but so are Pok@mon.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0605,MAIN:0x03B739,Dialogue en jeu,0x03B739,2129,dialogue_19_19,,Tu vois ? En pleine forme !,老爷爷:如何?看到我的活力了吧!,I'll just stay withschool.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0606,MAIN:0x03B754,Dialogue en jeu,0x03B754,2138,dialogue_19_19,,Je ne supporte plus tous ces Tadmorv !,职员:我无法忍受我的臭泥军团,How are you with Pok@mon?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0607,MAIN:0x03B770,Dialogue en jeu,0x03B770,2147,dialogue_19_19,,"Merci d'avoir maté
ces Tadmorv !",职员:谢谢你帮我教训了这堆臭泥军团!,Ow! Meltdown!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0608,MAIN:0x03B77E,Dialogue en jeu,0x03B77E,2153,dialogue_19_19,,"Rien de plus beau
que les flammes !",老爷爷:火焰是最美的,I'm a gambling dude,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0609,MAIN:0x03B792,Dialogue en jeu,0x03B792,2159,dialogue_19_19,,Je me suis un peu trop échauffé...,老爷爷:有点过火了...,Came up short!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0610,MAIN:0x03B7A1,Dialogue en jeu,0x03B7A1,2160,dialogue_19_19,,"Regarde
mon Mélofée !",迷你裙:看看我的皮皮吧,All right! Let's go,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0611,MAIN:0x03B7B5,Dialogue en jeu,0x03B7B5,2161,dialogue_19_19,,Tu n'as pas été hypnotisé ?,迷你裙:你没被吹眠吧...,Drat! You're good.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0612,MAIN:0x03B7C8,Dialogue en jeu,0x03B7C8,2167,dialogue_19_19,,"Héhé ! Cette Arène
est terrible !
Y'a plein d'meufs !","裁判:哈哈哈,这个道馆好啊,都是女生!",Welcome to Celadon Pok@mon Gym!,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0613,MAIN:0x03B7E8,Dialogue en jeu,0x03B7E8,2172,dialogue_19_19,,"Pfff ! Erika va
gagner, c'est sûr !",水手:你一定会被佳丽亚打败的!,You're mean!,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0614,MAIN:0x03B7F5,Dialogue en jeu,0x03B7F5,6608,dialogue_19_19,,"La mère d'Osselait
fuyait. J'ai vu
la Team Rocket
la tuer !","女孩:可拉可拉的妈妈就是在逃出来的时候被火箭队杀了,我也看到了!",NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0615,MAIN:0x03B835,Dialogue en jeu,0x03B835,2176,dialogue_19_19,,Réservé aux filles.,女生:喂!这里是只有女孩才能进入的!,You're not allowed in here!,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0616,MAIN:0x03B851,Dialogue en jeu,0x03B851,2177,dialogue_19_19,,"Que des femmes !
Quel ennui mortel !",大姐姐:呀!这里都是女人真是无聊死了!,I was getting bored,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0617,MAIN:0x03B865,Dialogue en jeu,0x03B865,2182,dialogue_19_19,,Quel ennui...,大姐姐:真无聊,My makeup!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0618,MAIN:0x03B870,Dialogue en jeu,0x03B870,2183,dialogue_19_19,,"Les Pokémon Plante
s'élèvent bien !","大姐姐:看,这是我的宠物精灵!草系的好处就是养起来很轻松!",Grass Pok@mon are easy to raise!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0619,MAIN:0x03B892,Dialogue en jeu,0x03B892,2188,dialogue_19_19,,Tu es vraiment fort !,大姐姐:你真强,They also help makeflower arrangements,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0620,MAIN:0x03B8B9,Dialogue en jeu,0x03B8B9,2189,dialogue_19_19,,Tu m'observes ?,女孩:你在看我!?,Don't underestimategirl power!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0621,MAIN:0x03B8D8,Dialogue en jeu,0x03B8D8,2190,dialogue_19_19,,Tu ne matais pas ? Les voyeurs sont partout !,女孩:你真的没有偷看吗?最近有很多这种人哦!,I didn't have my best Pok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0622,MAIN:0x03B8F9,Dialogue en jeu,0x03B8F9,2197,dialogue_19_19,,Pas de Pokémon Insecte ou Feu ici !,"迷你裙:喂,虫系和火系的精灵别带到这里来!",Aren't you the peeping Tom?,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0623,MAIN:0x03B919,Dialogue en jeu,0x03B919,2198,dialogue_19_19,,C'est ça !,迷你裙:就是它!,"Sorry, we get a lotof gawkers.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0624,MAIN:0x03B938,Dialogue en jeu,0x03B938,2199,dialogue_19_19,,"Bienvenue à l'Arène
de Céladopole !
Ne sous-estime pas
les filles !",女孩:欢迎来到彩虹道场!不要以为这里都是女孩子就大意了喔!,Don't bring fire orbug Pok@mon in here,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0625,MAIN:0x03B95F,Dialogue en jeu,0x03B95F,2215,dialogue_19_19,,Pas mal !,女孩:还蛮行的!,Oh! You!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0626,MAIN:0x03B968,Dialogue en jeu,0x03B968,2216,dialogue_19_19,,Qu'aimes-tu faire ?,大姐姐:你的兴趣是?,Nice to meet you.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0627,MAIN:0x03B97A,Dialogue en jeu,0x03B97A,2221,dialogue_19_19,,J'ai un rendez-vous arrangé la semaine prochaine...,大姐姐:下个礼拜要相亲...,I have a blind datesoon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0628,MAIN:0x03B993,Dialogue en jeu,0x03B993,2227,dialogue_19_19,ERIKA,"ERIKA : Quel beau
temps ! Bienvenue
dans mon Arène.
J'aime les fleurs.
Tu veux combattre ?
Je ne perdrai pas !","佳丽亚:今天天气真好!欢迎光临我是彩虹道场的佳丽亚!兴趣是插花哎呀!讨厌,你是来比赛的吗?我是不会输的!","Hello, I am Erika, leader of this gym.You wish to battle me? Very well, but I shall not lose.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0629,MAIN:0x03B9F1,Dialogue en jeu,0x03B9F1,2250,dialogue_19_19,ERIKA,ERIKA : Bravo ! Voici le Badge Prisme. Il permet d'utiliser Force !,"佳丽亚:真是强啊!这个彩虹徽章就奉送给您吧,有了这个徽章就能使用怪力术了!",I concede defeat.I confer to you the Rainbow badge. You can use the HM Strength outside ofbattle.,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0630,MAIN:0x03BA58,Dialogue en jeu,0x03BA58,2260,dialogue_19_19,,Je viens de Carmin sur Mer.,阿姨:我是从枯叶市来的,My sister's so im- mature! She drives me nuts!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0631,MAIN:0x03BA87,Dialogue en jeu,0x03BA87,2267,dialogue_19_19,,"La Poké Flûte
émet un son spécial
inaudible à l'homme
qui réveille
un Pokémon endormi.",大叔:宠物精灵之笛之所以可以叫醒睡着的宠物精灵是因为它可以发出人听不到的特殊声音,I road uphill on Cycling Road from Fuchsia!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0632,MAIN:0x03BAB6,Dialogue en jeu,0x03BAB6,2274,dialogue_19_19,BEIBEI,"BEIBEI : Je sais tout, jeux vidéo compris ! Cet Évoli est pour toi !","蓓蓓:没有我不知道的事,就连电玩里的世界也一样!这只依布就送给你吧!","I'm looking for a good home for my Eevee, would you like him?",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0633,MAIN:0x03BAF9,Dialogue en jeu,0x03BAF9,2284,dialogue_19_19,,Oh ? Un bouton secret derrière l'affiche ! Essayons !,啊?在海报的后面有秘密按钮!按按看吧!,There's a switch! Let's push it.,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0634,MAIN:0x03BB1B,Dialogue en jeu,0x03BB1B,2289,dialogue_19_19,,"T'es qui ? Comment
t'es entré ici ?",火箭队:你是什么人?如何进到这里来的?,You broke into our operation?,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0635,MAIN:0x03BB39,Dialogue en jeu,0x03BB39,2293,dialogue_19_19,,"Tu sous-estimes
la Team Rocket ?!",火箭队:可恶...你竟然小看我们火箭队!,You won't get away with this!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0636,MAIN:0x03BB57,Dialogue en jeu,0x03BB57,2303,dialogue_19_19,TEAM ROCKET,TEAM ROCKET : Qui ose s'infiltrer ici ?,火箭队:悄悄潜入火箭队的是什么家伙?,Who are you? How'd you get here!?,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0637,MAIN:0x03BB79,Dialogue en jeu,0x03BB79,5472,dialogue_19_19,,"Pas si vite !
Tu ne passeras pas.",火箭队:混蛋别想轻松的向前进!,Oww! Beaten!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0638,MAIN:0x03BB86,Dialogue en jeu,0x03BB86,2308,dialogue_19_19,,"Le chef dit qu'un
Scope Sylphe révèle
les fantômes.",火箭队:老大说过使用精灵眼镜可看到平时看不到的幽灵...,Do you really thinkyou can reach our Boss?,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0639,MAIN:0x03BBB2,Dialogue en jeu,0x03BBB2,2315,dialogue_19_19,,Tu te crois tout permis ?!,火箭队:你太嚣张了!!,I surrender!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0640,MAIN:0x03BBBF,Dialogue en jeu,0x03BBBF,2316,dialogue_19_19,,Tu viens faire quoi ici ?,火箭队:你到这里的目的是什么,This won't do!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0641,MAIN:0x03BBCE,Dialogue en jeu,0x03BBCE,2321,dialogue_19_19,,D'accord. Tu peux y aller.,"火箭队:我明白了,请走好",I'll talk! Take theelevator to see my Boss!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0642,MAIN:0x03BBFA,Dialogue en jeu,0x03BBFA,2326,dialogue_19_19,TEAM ROCKET,TEAM ROCKET : Intrus repéré !,火箭队:发现侵入者!,Intruder alert!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0643,MAIN:0x03BC0A,Dialogue en jeu,0x03BC0A,2331,dialogue_19_19,TEAM ROCKET,"TEAM ROCKET :
Le Scope Sylphe ?
Je ne sais rien !",火箭队:在找精灵眼镜吗?我不知道,I don't know where the Silph Scope is!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0644,MAIN:0x03BC31,Dialogue en jeu,0x03BC31,2336,dialogue_19_19,,Défier la Team Rocket est inutile !,火箭队:跟火箭队作对没有前途的!,We heard you were coming!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0645,MAIN:0x03BC4C,Dialogue en jeu,0x03BC4C,2345,dialogue_19_19,,Le Boss a dérobé ce Scope à Nanjing Tech !,火箭队:精灵眼镜不就是老大在南晶开发部中偷的东西!,What? I lost?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0646,MAIN:0x03BC5A,Dialogue en jeu,0x03BC5A,2350,dialogue_19_19,,Tu tombes à pic !,大姐头:来的正好!,Stop meddling in our affairs!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0647,MAIN:0x03BC7A,Dialogue en jeu,0x03BC7A,2351,dialogue_19_19,,"Tu as du cran ?
Va donc trouver
notre Boss !",火箭队:有胆就尽管去找我们老大!!,The Silph Scope's here somwhere.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0648,MAIN:0x03BC9C,Dialogue en jeu,0x03BC9C,2362,dialogue_19_19,,"Je ne sais rien, moi !",火箭队:真的不知道!,"No, Why..?",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0649,MAIN:0x03BCA7,Dialogue en jeu,0x03BCA7,2368,dialogue_19_19,,100e client ! Eau Fraîche offerte !,"营业员:您是我们这里新开店的一百位幸运顾客,本店特别送您一支矿泉水做纪念!!",Hi! Would you care for some lemonade? It'll quench your thirst!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0650,MAIN:0x03BCE8,Dialogue en jeu,0x03BCE8,2369,dialogue_19_19,,Eau Fraîche reçue !,得到矿泉水,Got Lemonade!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0651,MAIN:0x03BCF6,Dialogue en jeu,0x03BCF6,2370,dialogue_19_19,XIAOHONG,"XIAOHONG : C'est moi, la graphiste qui t'a dessiné !","小红:我是绘图师,画你的人就是我喔!",My friend and I aretrading Pok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0652,MAIN:0x03BD1A,Dialogue en jeu,0x03BD1A,2375,dialogue_19_19,KAMEIYU,"KAMEIYU : Le scénario, c'est moi ! Pikachu est mignon, non ?",卡美优:我是写剧本的...比卡丘很可爱吧!,Caught Pok@mon are given ID numbers.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0653,MAIN:0x03BD3F,Dialogue en jeu,0x03BD3F,2378,dialogue_19_19,WEI CUNFU,WEI CUNFU : Je suis le programmeur. Enchanté !,"魏村夫:我吗?我是程序师,多多关照!",My buddy's sending me her Kangaskhan!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0654,MAIN:0x03BD65,Dialogue en jeu,0x03BD65,2379,dialogue_19_19,BOSS,"BOSS : La tâche est
rude : les attraper
tous ! Courage !
Une fois ta quête
achevée, préviens
Kameiyu.","BOSS:哎呀!我是BOSS!要集全所有的宠物精灵很难,不过好好加油吧!如果全部集全的话就去告诉卡美优吧!",I heard you can seeghosts using Silph Co.'s Silph Scope!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0655,MAIN:0x03BD9E,Dialogue en jeu,0x03BD9E,5872,dialogue_19_19,,...,修女:......,Urrg...Awaa...graa,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0656,MAIN:0x03BDB1,Dialogue en jeu,0x03BDB1,2389,dialogue_19_19,,"Qu'ai-je fait ?
Pardon... J'étais
possédée !",修女:啊?我做了什么?对不起!被邪恶的力量附身而暴乱...,Huh?What am I doing,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0657,MAIN:0x03BDC5,Dialogue en jeu,0x03BDC5,2400,dialogue_19_19,,Je ne sais rien !,火箭队:我什么都不知道!,"Are you lost, brat?",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0658,MAIN:0x03BDE2,Dialogue en jeu,0x03BDE2,2402,dialogue_19_19,GIOVANNI,"GIOVANNI : Ha ha !
Bien joué.
Je dirige ce QG
de trafic Pokémon.
Tu vas le payer !","老大:哈哈!你真有办法能到这里!这是将世界上的宠物用来交易的火箭队总部,我就是火箭队的老大,我的名字叫沙奇!!想反抗我只有自讨苦吃","So,I must say, I amimpressed you got here!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0659,MAIN:0x03BE0E,Dialogue en jeu,0x03BE0E,2419,dialogue_19_19,XIAO LI,"XIAO LI : Tu m'as trouvé... Garde ça secret. Tiens, prends ça !","小李:被你发现了...我的事千万不要告诉任何人,这个给你拜托了!","Are you taking the gym challenge too? Here, this'll be helpful!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0660,MAIN:0x03BE50,Dialogue en jeu,0x03BE50,2424,dialogue_19_19,CS02,CS02 : Vol reçue !,得到特技02飞天,Got HM 02 Fly,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0661,MAIN:0x03BE5E,Dialogue en jeu,0x03BE5E,2430,dialogue_19_19,JAMES,"JAMES : Cette fois, tu vas prendre cher !",火箭队:好大的胆子还敢到这里来捣乱!!,"Jesse: Aha! I smella little brat! James:Hold it rightthere, brat! Our Boss is over here! Meowth: You better not disturb him!",high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0662,MAIN:0x03BEE1,Dialogue en jeu,0x03BEE1,2444,dialogue_19_19,JAMES,"JAMES :
T'as pas honte ?",小次郎:真是不要脸,"Like always...Team Rocket, Blast off at the speed of light!...Again...",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0663,MAIN:0x03BF2D,Dialogue en jeu,0x03BF2D,2454,dialogue_19_19,GIOVANNI,"GIOVANNI :
Im... impossible !
Tu tiens vraiment
à tes Pokémon ?
Ça me dépasse...
J'ai fort à faire.
Je pars !","老大:怎...怎么可能?你相当珍惜和爱护宠物精灵啊,我是无法理解...正好我还有要事就不奉陪了!(老大隐掉)",I see you raise Pok@mon with utmostcare. A child like you would never understand what I hope to achieve. I shall step aside this time! I hope we meet again...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0664,MAIN:0x03BFD6,Dialogue en jeu,0x03BFD6,2474,dialogue_19_19,,Scope Sylphe reçu !,得到精灵眼镜,Got Silph Scope!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0665,MAIN:0x03BFE7,Dialogue en jeu,0x03BFE7,5873,dialogue_19_19,,Maudissons-le ensemble...,修女:一起诅咒吧...,Kekeke...Kwaaah!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0666,MAIN:0x03BFF8,Dialogue en jeu,0x03BFF8,2480,dialogue_19_19,,Hein ? Que m'est-il arrivé ?,修女:啊?我是怎么了?,Hwa! I'm saved!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0667,MAIN:0x03C008,Dialogue en jeu,0x03C008,2485,dialogue_19_19,,Ton âme... Donne-la-moi !,修女:把灵魂交...出来!,Begone evil spirit!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0668,MAIN:0x03C01C,Dialogue en jeu,0x03C01C,2490,dialogue_19_19,,Je suis épuisée...,修女:我是累了...,The spirit left.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0669,MAIN:0x03C02D,Dialogue en jeu,0x03C02D,5874,dialogue_19_19,,"Ouh...
Un Spectre...",神婆:呜呜...幽灵...,Kwaaah!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0670,MAIN:0x03C035,Dialogue en jeu,0x03C035,2491,dialogue_19_19,,Hein ? Qu'est-ce que c'est...,神婆:啊?这是...,We need the Silph Scope!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0671,MAIN:0x03C04F,Dialogue en jeu,0x03C04F,5878,dialogue_19_19,,Tu vas gagner ?,修女:你能赢吗?,Huhuhu...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0672,MAIN:0x03C059,Dialogue en jeu,0x03C059,2492,dialogue_19_19,,Hein ? Que m'est-il arrivé ?,修女:啊?我是怎么了?,May the souls of Pok@mon rest in peace...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0673,MAIN:0x03C088,Dialogue en jeu,0x03C088,5479,dialogue_19_19,,Bon sang...,神婆:可恶...,Join...Us...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0674,MAIN:0x03C096,Dialogue en jeu,0x03C096,2493,dialogue_19_19,,"Tout tourne...
Suis-je anémique ?","神婆:晕晕的,我难道贫血吗?",Step in the magic circle to heal yourPok@mon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0675,MAIN:0x03C0C5,Dialogue en jeu,0x03C0C5,2501,dialogue_19_19,,Un zombie...,修女:僵尸啊...,Ghost! Kwaaaaah!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
