record_index,start_hex,end_hex_exclusive,pair,payload_bytes,glyph_codes,unresolved_codes,chinese_text,pointer_targets,pointer_references
667,0x031D59,0x031D60,6,7,2,,"
秘传22",0x031D5A,0x0319E9
668,0x031D61,0x031D68,6,7,2,,"
秘传23",0x031D62,0x0319EB
669,0x031D69,0x031D70,6,7,2,,"
秘传24",0x031D6A,0x0319ED
670,0x031D71,0x031D78,6,7,2,,"
秘传25",0x031D72,0x0319EF
671,0x031D79,0x031D80,6,7,2,,"
秘传26",0x031D7A,0x0319F1
672,0x031D81,0x031D88,6,7,2,,"
秘传27",0x031D82,0x0319F3
673,0x031D89,0x031D90,6,7,2,,"
秘传28",0x031D8A,0x0319F5
674,0x031D91,0x031D98,6,7,2,,"
秘传29",0x031D92,0x0319F7
675,0x031D99,0x031DA0,6,7,2,,"
秘传30",0x031D9A,0x0319F9
676,0x031DA1,0x031DA8,6,7,2,,"
秘传31",0x031DA2,0x0319FB
677,0x031DA9,0x031DB0,6,7,2,,"
秘传32",0x031DAA,0x0319FD
678,0x031DB1,0x031DB8,6,7,2,,"
秘传33",0x031DB2,0x0319FF
679,0x031DB9,0x031DC0,6,7,2,,"
秘传34",0x031DBA,0x031A01
680,0x031DC1,0x031DC8,6,7,2,,"
秘传35",0x031DC2,0x031A03
681,0x031DC9,0x031DD0,6,7,2,,"
秘传36",0x031DCA,0x031A05
682,0x031DD1,0x031DD8,6,7,2,,"
秘传37",0x031DD2,0x031A07
683,0x031DD9,0x031DE0,6,7,2,,"
秘传38",0x031DDA,0x031A09
684,0x031DE1,0x031DE8,6,7,2,,"
秘传39",0x031DE2,0x031A0B
685,0x031DE9,0x031DF0,6,7,2,,"
秘传40",0x031DEA,0x031A0D
686,0x031E6F,0x031E74,6,5,2,,"
小刚",0x031E70,0x031DF6
687,0x031E75,0x031E7A,6,5,2,,"
小霞",0x031E76,0x031DF8
688,0x031E7B,0x031E82,6,7,3,,"
马其斯",0x031E7C,0x031DFA
689,0x031E83,0x031E8A,6,7,3,,"
佳丽亚",0x031E84,0x031DFC
690,0x031E8B,0x031E8E,6,3,1,,"
乔",0x031E8C,0x031DFE
691,0x031E8F,0x031E94,6,5,2,,"
娜梅",0x031E90,0x031E00
692,0x031E95,0x031E9A,6,5,2,,"
阿桂",0x031E96,0x031E02
693,0x031E9B,0x031EA0,6,5,2,,"
老大",0x031E9C,0x031E04
694,0x031EA1,0x031EA6,6,5,2,,"
加纳",0x031EA2,0x031E06
695,0x031EA7,0x031EAC,6,5,2,,"
西巴",0x031EA8,0x031E08
696,0x031EAD,0x031EB2,6,5,2,,"
菊子",0x031EAE,0x031E0A
697,0x031EB3,0x031EBA,6,7,3,,"
瓦它诺",0x031EB4,0x031E0C
698,0x031EBB,0x031EC6,6,11,5,,"
武藏小次郎",0x031EBC,0x031E0E
699,0x031EC7,0x031ECE,6,7,3,,"
卡美优",0x031EC8,0x031E10
700,0x031ECF,0x031ED6,6,7,3,,"
大当家",0x031ED0,0x031E12
701,0x031ED7,0x031EDE,6,7,3,,"
二当家",0x031ED8,0x031E14
702,0x031EDF,0x031EE8,6,9,4,,"
捉虫少年",0x031EE0,0x031E16
703,0x031EE9,0x031EF0,6,7,3,,"
侦察员",0x031EEA,0x031E18
704,0x031EF1,0x031EF8,6,7,3,,"
迷你裙",0x031EF2,0x031E1A
705,0x031EF9,0x031F02,6,9,4,,"
谈判小子",0x031EFA,0x031E1C
706,0x031F03,0x031F0A,6,7,3,,"
火箭队",0x031F04,0x031E1E
707,0x031F0B,0x031F12,6,7,3,,"
火箭队",0x031F0C,0x031E20
708,0x031F13,0x031F1A,6,7,3,,"
研究员",0x031F14,0x031E22
709,0x031F1B,0x031F20,6,5,2,,"
大叔",0x031F1C,0x031E24
710,0x031F21,0x031F28,6,7,3,,"
游泳男",0x031F22,0x031E26
711,0x031F29,0x031F30,6,7,3,,"
游泳女",0x031F2A,0x031E28
712,0x031F31,0x031F36,6,5,2,,"
绅士",0x031F32,0x031E2A
713,0x031F37,0x031F3E,6,7,3,,"
大胖子",0x031F38,0x031E2C
714,0x031F3F,0x031F44,6,5,2,,"
水手",0x031F40,0x031E2E
715,0x031F45,0x031F4A,6,5,2,,"
士兵",0x031F46,0x031E30
716,0x031F4B,0x031F52,6,7,3,,"
老爷爷",0x031F4C,0x031E32
717,0x031F53,0x031F58,6,5,2,,"
女孩",0x031F54,0x031E34
718,0x031F59,0x031F5E,6,5,2,,"
职员",0x031F5A,0x031E36
719,0x031F5F,0x031F64,6,5,2,,"
少年",0x031F60,0x031E38
720,0x031F65,0x031F6A,6,5,2,,"
女生",0x031F66,0x031E3A
721,0x031F6B,0x031F72,6,7,3,,"
大姐姐",0x031F6C,0x031E3C
722,0x031F73,0x031F78,6,5,2,,"
修女",0x031F74,0x031E3E
723,0x031F79,0x031F80,6,7,3,,"
钓鱼者",0x031F7A,0x031E40
724,0x031F81,0x031F88,6,7,3,,"
电气团",0x031F82,0x031E42
725,0x031F89,0x031F90,6,7,3,,"
捉鸟人",0x031F8A,0x031E44
726,0x031F91,0x031F98,6,7,3,,"
暴走族",0x031F92,0x031E46
727,0x031F99,0x031F9E,6,5,2,,"
忍者",0x031F9A,0x031E48
728,0x031F9F,0x031FA6,6,7,3,,"
空手道",0x031FA0,0x031E4A
729,0x031FA7,0x031FAE,6,7,3,,"
跆拳道",0x031FA8,0x031E4C
730,0x031FAF,0x031FB6,6,7,3,,"
超能力",0x031FB0,0x031E4E
731,0x031FB7,0x031FBE,6,7,3,,"
精神师",0x031FB8,0x031E50
732,0x031FBF,0x031FC4,6,5,2,,"
小偷",0x031FC0,0x031E52
733,0x031FC5,0x031FCC,6,7,3,,"
训兽师",0x031FC6,0x031E54
734,0x031FCD,0x031FD2,6,5,2,,"
男孩",0x031FCE,0x031E56
735,0x031FD3,0x031FDA,6,7,3,,"
魔术师",0x031FD4,0x031E58
736,0x031FDB,0x031FE2,6,7,3,,"
大姐头",0x031FDC,0x031E5A
737,0x031FE3,0x031FEA,6,7,3,,"
双胞胎",0x031FE4,0x031E5C
738,0x031FEB,0x031FF0,6,5,2,,"
叔叔",0x031FEC,0x031E5E
739,0x031FF1,0x031FFA,6,9,4,,"
成熟姐姐",0x031FF2,0x031E60
740,0x031FFB,0x032000,6,5,2,,"
神婆",0x031FFC,0x031E62
741,0x032001,0x032008,6,7,3,,"
大婶婶",0x032002,0x031E64
742,0x032009,0x032010,6,7,3,,"
滑雪女",0x03200A,0x031E66
743,0x032011,0x032018,6,7,3,,"
滑雪男",0x032012,0x031E68
744,0x032160,0x03217B,6,27,13,,"
在阳光的照耀下种子慢慢生长",0x032161,0x03201E
745,0x03217C,0x03218F,6,19,9,,"
背部能开出美丽的花",0x03217D,0x032020
746,0x032190,0x0321A3,6,19,9,,"
花的香气让人心情好",0x032191,0x032022
747,0x0321A4,0x0321B9,6,21,10,,"
用尾巴的火焰表达心情",0x0321A5,0x032024
748,0x0321BA,0x0321D9,6,31,15,,"
转动尾巴点燃火焰让周围温度上升",0x0321BB,0x032026
749,0x0321DA,0x0321F5,6,27,13,,"
吐出的高温火焰可以烧化岩石",0x0321DB,0x032028
750,0x0321F6,0x032217,6,33,16,,"
身体有坚硬的外壳可发出强烈的泡沫",0x0321F7,0x03202A
751,0x032218,0x032237,6,31,15,,"
隐藏在水中等待食物游泳速度很快",0x032219,0x03202C
752,0x032238,0x032259,6,33,16,,"
背上喷射口像火箭一样喷射厉害水流",0x032239,0x03202E
753,0x03225A,0x03226B,6,17,8,,"
足虽短但很有力量",0x03225B,0x032030
754,0x03226C,0x032289,6,29,14,,"
外壳变硬前受到攻击会流出液体",0x03226D,0x032032
755,0x03228A,0x03229D,6,19,9,,"
能放出毒粉顺利飞行",0x03228B,0x032034
756,0x03229E,0x0322B9,6,27,13,,"
喜欢吃树叶头上长着坚利的针",0x03229F,0x032036
757,0x0322BA,0x0322D9,6,31,15,,"
自己几乎不移动危险时会变硬保护",0x0322BB,0x032038
758,0x0322DA,0x0322F3,6,25,12,,"
告诉飞行用大的毒针刺敌人",0x0322DB,0x03203A
759,0x0322F4,0x032307,6,19,9,,"
多分布在森林和草地",0x0322F5,0x03203C
760,0x032308,0x032329,6,33,16,,"
拥有属于自己的地盘攻击入侵的敌人",0x032309,0x03203E
761,0x03232A,0x032345,6,27,13,,"
寻找食物的时候贴在水面滑行",0x03232B,0x032040
762,0x032346,0x032357,6,17,8,,"
身体小但移动灵敏",0x032347,0x032042
763,0x032358,0x03236F,6,23,11,,"
移动较慢长着厉害的门牙",0x032359,0x032044
764,0x032370,0x032387,6,23,11,,"
以虫子为食喜欢整理羽毛",0x032371,0x032046
765,0x032388,0x0323A3,6,27,13,,"
有很大的翅膀可以在天空飞行",0x032389,0x032048
766,0x0323A4,0x0323BB,6,23,11,,"
能吞下波波或大嘴雀的蛋",0x0323A5,0x03204A
767,0x0323BC,0x0323D9,6,29,14,,"
样子可怕不用战斗就能吓跑敌人",0x0323BD,0x03204C
768,0x0323DA,0x0323F3,6,25,12,,"
很多聚在一起可以引发闪电",0x0323DB,0x03204E
769,0x0323F4,0x03240D,6,25,12,,"
有很长的尾巴可以保护身体",0x0323F5,0x032050
770,0x03240E,0x032429,6,27,13,,"
喜欢挖洞隐藏吃食物时才出来",0x03240F,0x032052
771,0x03242A,0x03243F,6,21,10,,"
身体团起来时像个刺球",0x03242B,0x032054
772,0x032440,0x032457,6,23,11,,"
身体虽小但有毒牙要小心",0x032441,0x032056
773,0x032458,0x032467,6,15,7,,"
喜欢对战的精灵",0x032459,0x032058
774,0x032468,0x03247F,6,23,11,,"
有坚硬的鳞可以保护身体",0x032469,0x03205A
775,0x032480,0x0324A1,6,33,16,,"
遇到危险身体的刺可以放出强烈的毒",0x032481,0x03205C
776,0x0324A2,0x0324B5,6,19,9,,"
遇到危险时发出攻击",0x0324A3,0x03205E
777,0x0324B6,0x0324CB,6,21,10,,"
能挥动大尾巴攻击敌人",0x0324B7,0x032060
778,0x0324CC,0x0324E1,6,21,10,,"
长的可爱惹很多的喜爱",0x0324CD,0x032062
779,0x0324E2,0x0324F7,6,21,10,,"
胆子小一遇到危险就跑",0x0324E3,0x032064
780,0x0324F8,0x032519,6,33,16,,"
出生只有一条尾巴长大后尾巴会增加",0x0324F9,0x032066
781,0x03251A,0x03252F,6,21,10,,"
尾巴长到九条变的聪明",0x03251B,0x032068
782,0x032530,0x032545,6,21,10,,"
能发出催人入眠的歌声",0x032531,0x03206A
783,0x032546,0x03255F,6,25,12,,"
被激怒身体会吸取意气变大",0x032547,0x03206C
784,0x032560,0x032575,6,21,10,,"
能发出超声波寻找目标",0x032561,0x03206E
785,0x032576,0x032585,6,15,7,,"
专门靠吸血为生",0x032577,0x032070
786,0x032586,0x03259F,6,25,12,,"
身体常常贴在地面慢慢移动",0x032587,0x032072
787,0x0325A0,0x0325B3,6,19,9,,"
能分泌液体吸引食物",0x0325A1,0x032074
788,0x0325B4,0x0325C7,6,19,9,,"
带有很多花粉头很重",0x0325B5,0x032076
789,0x0325C8,0x0325D7,6,15,7,,"
喜欢住在洞穴中",0x0325C9,0x032078
790,0x0325D8,0x0325EF,6,23,11,,"
身体比虫大爱潮湿的地方",0x0325D9,0x03207A
791,0x0325F0,0x032607,6,23,11,,"
在大树下生活爱吃小虫子",0x0325F1,0x03207C
792,0x032608,0x03261D,6,21,10,,"
扇动翅膀放出有毒的粉",0x032609,0x03207E
793,0x03261E,0x032631,6,19,9,,"
在底下一公里处生活",0x03261F,0x032080
794,0x032632,0x032645,6,19,9,,"
挖洞的本领非常强大",0x032633,0x032082
795,0x032646,0x032659,6,19,9,,"
喜欢钱币形状的东西",0x032647,0x032084
796,0x03265A,0x03266F,6,21,10,,"
属于很多人喜欢的生物",0x03265B,0x032086
797,0x032670,0x03267D,6,13,6,,"
有很强的意念",0x032671,0x032088
798,0x03267E,0x03268D,6,15,7,,"
喜欢在水里游泳",0x03267F,0x03208A
799,0x03268E,0x0326A5,6,23,11,,"
平时温和发怒时非常可怕",0x03268F,0x03208C
800,0x0326A6,0x0326B9,6,19,9,,"
生气时追着对手不放",0x0326A7,0x03208E
801,0x0326BA,0x0326D7,6,29,14,,"
保护自己的领地不让任何人靠近",0x0326BB,0x032090
802,0x0326D8,0x0326EB,6,19,9,,"
奔跑速度和风一样快",0x0326D9,0x032092
803,0x0326EC,0x0326FD,6,17,8,,"
在水里生活的精灵",0x0326ED,0x032094
804,0x0326FE,0x03270F,6,17,8,,"
地上水中都能生活",0x0326FF,0x032096
805,0x032710,0x032721,6,17,8,,"
擅长游泳速度惊人",0x032711,0x032098
806,0x032722,0x032737,6,21,10,,"
发现敌人后会乘机逃跑",0x032723,0x03209A
807,0x032738,0x03274F,6,23,11,,"
身体发出射线让敌人头疼",0x032739,0x03209C
808,0x032750,0x03276B,6,27,13,,"
有比超级计算机还灵敏的技能",0x032751,0x03209E
809,0x03276C,0x032779,6,13,6,,"
喜欢锻炼身体",0x03276D,0x0320A0
810,0x03277A,0x032789,6,15,7,,"
力量强大的生物",0x03277B,0x0320A2
811,0x03278A,0x0327A3,6,25,12,,"
有厉害的胳膊可以攻击敌人",0x03278B,0x0320A4
812,0x0327A4,0x0327AF,6,11,5,,"
爱吃小虫子",0x0327A5,0x0320A6
813,0x0327B0,0x0327C7,6,23,11,,"
能喷出毒粉阻止敌人移动",0x0327B1,0x0320A8
814,0x0327C8,0x0327DB,6,19,9,,"
被它攻击后很难生还",0x0327C9,0x0320AA
815,0x0327DC,0x0327E7,6,11,5,,"
在海上漂浮",0x0327DD,0x0320AC
816,0x0327E8,0x032805,6,29,14,,"
触手在刺中食物的时候可以变长",0x0327E9,0x0320AE
817,0x032806,0x032819,6,19,9,,"
多生长在草原和山区",0x032807,0x0320B0
818,0x03281A,0x03282D,6,19,9,,"
常常在山坡地带活动",0x03281B,0x0320B2
819,0x03282E,0x032841,6,19,9,,"
身体像岩石一样坚硬",0x03282F,0x0320B4
820,0x032842,0x032861,6,31,15,,"
蹄比金刚石还坚硬能踩坏任何东西",0x032843,0x0320B6
821,0x032862,0x032873,6,17,8,,"
以惊人的速度飞奔",0x032863,0x0320B8
822,0x032874,0x032885,6,17,8,,"
移动缓慢呆头呆脑",0x032875,0x0320BA
823,0x032886,0x03289D,6,23,11,,"
爱吃其它生物吃剩的食物",0x032887,0x0320BC
824,0x03289E,0x0328AB,6,13,6,,"
能发射电磁波",0x03289F,0x0320BE
825,0x0328AC,0x0328BD,6,17,8,,"
聚集发电厂的能量",0x0328AD,0x0320C0
826,0x0328BE,0x0328D3,6,21,10,,"
嘴上的大葱攻击很厉害",0x0328BF,0x0320C2
827,0x0328D4,0x0328EB,6,23,11,,"
飞行本领差但跑的速度快",0x0328D5,0x0320C4
828,0x0328EC,0x03290B,6,31,15,,"
三个头睡觉时其中一个头是清醒的",0x0328ED,0x0320C6
829,0x03290C,0x032919,6,13,6,,"
头很硬耐攻击",0x03290D,0x0320C8
830,0x03291A,0x032933,6,25,12,,"
身体里具有热的能量很耐冷",0x03291B,0x0320CA
831,0x032934,0x032945,6,17,8,,"
生活在很脏的地方",0x032935,0x0320CC
832,0x032946,0x032959,6,19,9,,"
全身是污泥身体有毒",0x032947,0x0320CE
833,0x03295A,0x032973,6,25,12,,"
坚硬的外壳可抵挡任何攻击",0x03295B,0x0320D0
834,0x032974,0x032991,6,29,14,,"
受到攻击时身体表面的刺会张开",0x032975,0x0320D2
835,0x032992,0x0329A7,6,21,10,,"
可以放出毒气让人昏迷",0x032993,0x0320D4
836,0x0329A8,0x0329B9,6,17,8,,"
很神奇的瓦斯生物",0x0329A9,0x0320D6
837,0x0329BA,0x0329CD,6,19,9,,"
多在月夜时出来活动",0x0329BB,0x0320D8
838,0x0329CE,0x0329E5,6,23,11,,"
身体很结实像金刚石一样",0x0329CF,0x0320DA
839,0x0329E6,0x0329F7,6,17,8,,"
据说能让人做恶梦",0x0329E7,0x0320DC
840,0x0329F8,0x032A13,6,27,13,,"
遇到敌人的时候可以使人沉睡",0x0329F9,0x0320DE
841,0x032A14,0x032A27,6,19,9,,"
钳子是最有力的武器",0x032A15,0x0320E0
842,0x032A28,0x032A3F,6,23,11,,"
巨大的钳子有无穷的力量",0x032A29,0x0320E2
843,0x032A40,0x032A57,6,23,11,,"
多出现在发电厂小心自爆",0x032A41,0x0320E4
844,0x032A58,0x032A71,6,25,12,,"
能聚集很大的能量引发风暴",0x032A59,0x0320E6
845,0x032A72,0x032A87,6,21,10,,"
遇到食物时会聚集同伴",0x032A73,0x0320E8
846,0x032A88,0x032A99,6,17,8,,"
喜欢帖在地面移动",0x032A89,0x0320EA
847,0x032A9A,0x032AB7,6,29,14,,"
很难看到失去母亲的它的真面目",0x032A9B,0x0320EC
848,0x032AB8,0x032ACB,6,19,9,,"
能扔骨头棒打击敌人",0x032AB9,0x0320EE
849,0x032ACC,0x032AE1,6,21,10,,"
飞踢的时候脚可以变长",0x032ACD,0x0320F0
850,0x032AE2,0x032AFB,6,25,12,,"
可以以超人的速度挥动拳头",0x032AE3,0x0320F2
851,0x032AFC,0x032B11,6,21,10,,"
被它的舌头舔到会麻痹",0x032AFD,0x0320F4
852,0x032B12,0x032B2F,6,29,14,,"
能吸取各种毒气经常引发大爆炸",0x032B13,0x0320F6
853,0x032B30,0x032B41,6,17,8,,"
能长时间放出毒气",0x032B31,0x0320F8
854,0x032B42,0x032B5B,6,25,12,,"
骨头很坚硬训练员要小心它",0x032B43,0x0320FA
855,0x032B5C,0x032B73,6,23,11,,"
全身具有坚硬的皮肤保护",0x032B5D,0x0320FC
856,0x032B74,0x032B91,6,29,14,,"
出生地非常少抓住它的人很幸运",0x032B75,0x0320FE
857,0x032B92,0x032BB3,6,33,16,,"
全身长着像海草一样的东西移动很轻",0x032B93,0x032100
858,0x032BB4,0x032BD3,6,31,15,,"
小时候藏在母亲的育儿袋中不出来",0x032BB5,0x032102
859,0x032BD4,0x032BE9,6,21,10,,"
受攻击时可以发射墨汁",0x032BD5,0x032104
860,0x032BEA,0x032C01,6,23,11,,"
移动灵活在海中自由游泳",0x032BEB,0x032106
861,0x032C02,0x032C0F,6,13,6,,"
号称水中女王",0x032C03,0x032108
862,0x032C10,0x032C2B,6,27,13,,"
秋天为了产卵常出现在河流中",0x032C11,0x03210A
863,0x032C2C,0x032C4D,6,33,16,,"
身体的一部分断掉后可以再生长出来",0x032C2D,0x03210C
864,0x032C4E,0x032C65,6,23,11,,"
身体有发出七色光的宝石",0x032C4F,0x03210E
865,0x032C66,0x032C83,6,29,14,,"
遇到攻击会用大脚反复踢打敌人",0x032C67,0x032110
866,0x032C84,0x032C9D,6,25,12,,"
反应灵敏移动灵活爪子锋利",0x032C85,0x032112
867,0x032C9E,0x032CBB,6,29,14,,"
靠晃动身体来移动具有天使之吻",0x032C9F,0x032114
868,0x032CBC,0x032CDD,6,33,16,,"
据说在发电厂消失时引发城市大停电",0x032CBD,0x032116
869,0x032CDE,0x032CEF,6,17,8,,"
喜欢藏在火焰之中",0x032CDF,0x032118
870,0x032CF0,0x032CFF,6,15,7,,"
头上的角很厉害",0x032CF1,0x03211A
871,0x032D00,0x032D19,6,25,12,,"
遇到食物一边攻击一边吞食",0x032D01,0x03211C
872,0x032D1A,0x032D35,6,27,13,,"
看上去很弱但传说过去很厉害",0x032D1B,0x03211E
873,0x032D36,0x032D4D,6,23,11,,"
强大且残暴据说很少出现",0x032D37,0x032120
874,0x032D4E,0x032D5F,6,17,8,,"
背上可以带人游水",0x032D4F,0x032122
875,0x032D60,0x032D79,6,25,12,,"
可以模仿敌人有变身的能力",0x032D61,0x032124
876,0x032D7A,0x032D8D,6,19,9,,"
有很神奇的遗传因子",0x032D7B,0x032126
877,0x032D8E,0x032DA9,6,27,13,,"
生活在水边有像鱼一样的尾巴",0x032D8F,0x032128
878,0x032DAA,0x032DBB,6,17,8,,"
能引发很大的电能",0x032DAB,0x03212A
879,0x032DBC,0x032DD9,6,29,14,,"
身体能聚集火焰体温高达九百度",0x032DBD,0x03212C
880,0x032DDA,0x032DED,6,19,9,,"
生体是用程序制造的",0x032DDB,0x03212E
881,0x032DEE,0x032E0F,6,33,16,,"
灭绝的怪兽后来从化石复活又有了它",0x032DEF,0x032130
882,0x032E10,0x032E25,6,21,10,,"
有尖利的牙喜欢吃贝壳",0x032E11,0x032132
883,0x032E26,0x032E3F,6,25,12,,"
灭绝的怪兽后来从化石复活",0x032E27,0x032134
884,0x032E40,0x032E57,6,23,11,,"
游泳速度很快爪子像镰刀",0x032E41,0x032136
885,0x032E58,0x032E67,6,15,7,,"
很暴的古代精灵",0x032E59,0x032138
886,0x032E68,0x032E7D,6,21,10,,"
吃了睡睡了吃所以很胖",0x032E69,0x03213A
887,0x032E7E,0x032E95,6,23,11,,"
传说中的鸟可以冻僵一切",0x032E7F,0x03213C
888,0x032E96,0x032EB3,6,29,14,,"
传说中的鸟可以引发巨大的闪电",0x032E97,0x03213E
889,0x032EB4,0x032ECB,6,23,11,,"
传说中的鸟可以焚烧一切",0x032EB5,0x032140
890,0x032ECC,0x032EE5,6,25,12,,"
被称为幻影精灵生活在水底",0x032ECD,0x032142
891,0x032EE6,0x032F01,6,27,13,,"
是一种新的生命可以改变天气",0x032EE7,0x032144
892,0x032F02,0x032F1D,6,27,13,,"
很少有人见过智力比人还厉害",0x032F03,0x032146
893,0x032F1E,0x032F3D,6,31,15,,"
科学家经过遗传因子研究出的生物",0x032F1F,0x032148
894,0x032F3E,0x032F57,6,25,12,,"
神奇的精灵几乎没人见过它",0x032F3F,0x03214A
895,0x032F58,0x032F6D,6,21,10,,"
三大法皇之一雷电霸王",0x032F59,0x03214C
896,0x032F6E,0x032F83,6,21,10,,"
三大法皇之一炎之霸王",0x032F6F,0x03214E
897,0x032F84,0x032F99,6,21,10,,"
三大法皇之一水之霸王",0x032F85,0x032150
898,0x032F9A,0x032FAF,6,21,10,,"
生活在海底的神兽精灵",0x032F9B,0x032152
899,0x032FB0,0x032FCF,6,31,15,,"
身体有七彩颜色它的传说源远流长",0x032FB1,0x032154
900,0x032FD0,0x032FEB,6,27,13,,"
宝石大陆的谜之生物海底之王",0x032FD1,0x032156
901,0x032FEC,0x033007,6,27,13,,"
宝石大陆的谜之生物大地之王",0x032FED,0x032158
902,0x033008,0x033023,6,27,13,,"
宝石大陆的谜之生物天空之王",0x033009,0x03215A
903,0x033060,0x033067,6,7,3,,"
居合斩",0x033061,0x033029
904,0x033068,0x03306F,6,7,3,,"
飞天术",0x033069,0x03302B
905,0x033070,0x033077,6,7,3,,"
冲浪术",0x033071,0x03302D
906,0x033078,0x03307F,6,7,3,,"
怪力术",0x033079,0x03302F
907,0x033080,0x033087,6,7,3,,"
闪光术",0x033081,0x033031
908,0x033088,0x03308F,6,7,2,,"
绝传01",0x033089,0x033033
909,0x033090,0x033097,6,7,2,,"
绝传02",0x033091,0x033035
910,0x033098,0x03309F,6,7,2,,"
绝传03",0x033099,0x033037
911,0x0330A0,0x0330A7,6,7,2,,"
绝传04",0x0330A1,0x033039
912,0x0330A8,0x0330AF,6,7,2,,"
绝传05",0x0330A9,0x03303B
913,0x0330B0,0x0330B7,6,7,3,,"
真新镇",0x0330B1,0x03303D
914,0x0330B8,0x0330BF,6,7,3,,"
常青市",0x0330B9,0x03303F
915,0x0330C0,0x0330C9,6,9,4,,"
地鼠山洞",0x0330C1,0x033041
916,0x0330CA,0x0330D1,6,7,3,,"
尼比市",0x0330CB,0x033043
917,0x0330D2,0x0330DB,6,9,4,,"
月见山洞",0x0330D3,0x033045
918,0x0330DC,0x0330E3,6,7,3,,"
华蓝市",0x0330DD,0x033047
919,0x0330E4,0x0330ED,6,9,4,,"
石山矿野",0x0330E5,0x033049
920,0x0330EE,0x0330F5,6,7,3,,"
紫苑镇",0x0330EF,0x03304B
921,0x0330F6,0x0330FD,6,7,3,,"
金黄市",0x0330F7,0x03304D
922,0x0330FE,0x033105,6,7,3,,"
彩虹市",0x0330FF,0x03304F
923,0x033106,0x03310D,6,7,3,,"
枯叶市",0x033107,0x033051
924,0x03310E,0x033115,6,7,3,,"
浅红市",0x03310F,0x033053
925,0x033116,0x03311D,6,7,3,,"
红莲镇",0x033117,0x033055
926,0x03311E,0x033127,6,9,4,,"
冠军之路",0x03311F,0x033057
927,0x033128,0x033131,6,9,4,,"
石英高原",0x033129,0x033059
928,0x0331FE,0x033227,6,41,19,,"
武藏:我们是穿过银河系的即将解散的火箭队!",0x0331FF,0x033137
929,0x033228,0x03324E,6,38,17,,"
小次郎:黑洞,没有明天的黑色在等着我们!",0x033229,0x033139
930,0x03324F,0x03325F,6,16,6,,"
喵喵:就是这样!!",0x033250,0x03313B
931,0x033260,0x033279,6,25,10,,"
小次郎:怎么没次都这样...",0x033261,0x03313D
932,0x03327A,0x033291,6,23,9,,"
武藏:好讨厌的感觉哟...",0x03327B,0x03313F
933,0x033292,0x03329D,6,11,3,,"
喵喵:喵...",0x033293,0x033141
934,0x03329E,0x03331A,6,124,58,,"
小茂:怎么了?小智在这里遇见你还真是偶然啊!你也去宠物精灵联盟啊?徽章也都收集齐了,干的不错嘛!不过在去联盟之前先和我比试一场吧!",0x03329F,0x033143
935,0x03331B,0x033394,6,121,54,,"
小茂:我只是一时太大意了,可恶!不过你这样的水平想称霸精灵联盟...你还是多练习一下比较好!我多管闲事了啊,那我先走了!再会了...",0x03331C,0x033145
936,0x033395,0x0333BC,6,39,17,,"
守卫:啊!你拿的的确是联盟徽章!请通过吧!",0x033396,0x033147
937,0x0333BD,0x0333D3,6,22,10,,"
女孩:能来到这里不简单",0x0333BE,0x033149
938,0x0333D4,0x0333E6,6,18,8,,"
女孩:之后就看你的",0x0333D5,0x03314B
939,0x0333E7,0x033405,6,30,14,,"
男孩:看来你也是来挑战联盟的了",0x0333E8,0x03314D
940,0x033406,0x03341E,6,24,11,,"
男孩:你有机会夺取冠军啊",0x033407,0x03314F
941,0x03341F,0x03343E,6,31,14,,"
空手道:你辛苦了,不过也到此为止",0x033420,0x033151
942,0x03343F,0x033454,6,21,8,,"
空手道:我竟然输了...",0x033440,0x033153
943,0x033455,0x033470,6,27,12,,"
魔术师:你知道什么是魔术吗?",0x033456,0x033155
944,0x033471,0x033484,6,19,7,,"
魔术师:不可思议...",0x033472,0x033157
945,0x033485,0x033493,6,14,6,,"
训兽师:觉悟吧",0x033486,0x033159
946,0x033494,0x0334A9,6,21,9,,"
训兽师:我已经觉悟了!",0x033495,0x03315B
947,0x0334AA,0x0334C1,6,23,10,,"
魔术师:为什么要来这里?",0x0334AB,0x03315D
948,0x0334C2,0x0334DB,6,25,11,,"
魔术师:你的目标的确伟大!",0x0334C3,0x03315F
949,0x0334DC,0x0334F3,6,23,10,,"
女孩:告诉你我要结婚了!",0x0334DD,0x033161
950,0x0334F4,0x033516,6,34,15,,"
女孩:我不想嫁人了,你做我老公好吗?",0x0334F5,0x033163
951,0x033517,0x03352F,6,24,11,,"
男孩:我不会让你再前进的",0x033518,0x033165
952,0x033530,0x03353E,6,14,6,,"
男孩:是天意啊",0x033531,0x033167
953,0x03353F,0x03355C,6,29,13,,"
女孩:为什么我的精灵都不强呢?",0x033540,0x033169
954,0x03355D,0x03357A,6,29,12,,"
女孩:是因为我没有用爱心吧...",0x03355E,0x03316B
955,0x03357B,0x0335EA,6,111,53,,"
裁判:未来的冠军,来到这里真不容易不过挑战四大天王的决胜规则就是将四人一一打败如果输了就从第一人从新打起!加油了!",0x03357C,0x03316D
956,0x0335EB,0x033617,6,44,20,,"
女孩:现在就开始四大天王的对战!朝最强努力吧!",0x0335EC,0x03316F
