code_index,high_hex,low_hex,unicode,resolution_method
1016,0xBA,0xED,伍,exact_hzk16_bitmap
1017,0xBA,0xEE,差,exact_hzk16_bitmap
1018,0xBA,0xEF,愤,exact_hzk16_bitmap
1019,0xBA,0xF0,怒,exact_hzk16_bitmap
1020,0xBA,0xF1,间,exact_hzk16_bitmap
1021,0xBA,0xF2,沟,exact_hzk16_bitmap
1022,0xBA,0xF3,法,contextual_reconstruction
1023,0xBA,0xF4,瓦,contextual_reconstruction
1024,0xBA,0xF5,状,exact_hzk16_bitmap
1025,0xBA,0xF6,态,exact_hzk16_bitmap
1026,0xBA,0xF7,值,exact_hzk16_bitmap
1027,0xBA,0xF8,键,exact_hzk16_bitmap
1028,0xBA,0xF9,盗,exact_hzk16_bitmap
1029,0xBA,0xFA,准,exact_hzk16_bitmap
1030,0xBA,0xFB,备,exact_hzk16_bitmap
1031,0xBA,0xFC,效,exact_hzk16_bitmap
1032,0xBA,0xFD,般,exact_hzk16_bitmap
1033,0xBA,0xFE,拔,exact_hzk16_bitmap
1034,0xBB,0xA1,群,exact_hzk16_bitmap
1035,0xBB,0xA2,损,exact_hzk16_bitmap
1036,0xBB,0xA3,己,exact_hzk16_bitmap
1037,0xBB,0xA4,迅,exact_hzk16_bitmap
1038,0xBB,0xA5,降,exact_hzk16_bitmap
1039,0xBB,0xA6,恭,exact_hzk16_bitmap
1040,0xBB,0xA7,阳,exact_hzk16_bitmap
1041,0xBB,0xA8,射,exact_hzk16_bitmap
1042,0xBB,0xA9,钻,exact_hzk16_bitmap
1043,0xBB,0xAA,蓄,exact_hzk16_bitmap
1044,0xBB,0xAB,舍,exact_hzk16_bitmap
1045,0xBB,0xAC,背,exact_hzk16_bitmap
1046,0xBB,0xAD,岩,exact_hzk16_bitmap
1047,0xBB,0xAE,钢,exact_hzk16_bitmap
1048,0xBB,0xAF,威,exact_hzk16_bitmap
1049,0xBB,0xB0,型,exact_hzk16_bitmap
1050,0xBB,0xB1,率,exact_hzk16_bitmap
1051,0xBB,0xB2,除,exact_hzk16_bitmap
1052,0xBB,0xB3,粉,exact_hzk16_bitmap
1053,0xBB,0xB4,箱,exact_hzk16_bitmap
1054,0xBB,0xB5,七,exact_hzk16_bitmap
1055,0xBB,0xB6,携,exact_hzk16_bitmap
1056,0xBB,0xB7,功,exact_hzk16_bitmap
1057,0xBB,0xB8,撞,exact_hzk16_bitmap
1058,0xBB,0xB9,药,exact_hzk16_bitmap
1059,0xBB,0xBA,喷,exact_hzk16_bitmap
1060,0xBB,0xBB,米,exact_hzk16_bitmap
1061,0xBB,0xBC,绿,exact_hzk16_bitmap
1062,0xBB,0xBD,毛,exact_hzk16_bitmap
1063,0xBB,0xBE,甲,exact_hzk16_bitmap
1064,0xBB,0xBF,蛹,exact_hzk16_bitmap
1065,0xBB,0xC0,巴,exact_hzk16_bitmap
1066,0xBB,0xC1,蝴,exact_hzk16_bitmap
1067,0xBB,0xC2,角,exact_hzk16_bitmap
1068,0xBB,0xC3,壳,exact_hzk16_bitmap
1069,0xBB,0xC4,昆,exact_hzk16_bitmap
1070,0xBB,0xC5,针,exact_hzk16_bitmap
1071,0xBB,0xC6,蜂,exact_hzk16_bitmap
1072,0xBB,0xC7,雕,exact_hzk16_bitmap
1073,0xBB,0xC8,烈,exact_hzk16_bitmap
1074,0xBB,0xC9,雀,exact_hzk16_bitmap
1075,0xBB,0xCA,柏,exact_hzk16_bitmap
1076,0xBB,0xCB,蛇,exact_hzk16_bitmap
1077,0xBB,0xCC,雷,exact_hzk16_bitmap
1078,0xBB,0xCD,兰,exact_hzk16_bitmap
1079,0xBB,0xCE,朗,exact_hzk16_bitmap
1080,0xBB,0xCF,诺,exact_hzk16_bitmap
1081,0xBB,0xD0,尾,exact_hzk16_bitmap
1082,0xBB,0xD1,九,exact_hzk16_bitmap
1083,0xBB,0xD2,丁,exact_hzk16_bitmap
1084,0xBB,0xD3,蝠,exact_hzk16_bitmap
1085,0xBB,0xD4,霸,exact_hzk16_bitmap
1086,0xBB,0xD5,末,exact_hzk16_bitmap
1087,0xBB,0xD6,蛾,exact_hzk16_bitmap
1088,0xBB,0xD7,鸭,exact_hzk16_bitmap
1089,0xBB,0xD8,猴,exact_hzk16_bitmap
1090,0xBB,0xD9,蒂,exact_hzk16_bitmap
1091,0xBB,0xDA,狗,exact_hzk16_bitmap
1092,0xBB,0xDB,风,exact_hzk16_bitmap
1093,0xBB,0xDC,犬,exact_hzk16_bitmap
1094,0xBB,0xDD,蚊,exact_hzk16_bitmap
1095,0xBB,0xDE,香,exact_hzk16_bitmap
1096,0xBB,0xDF,蝌,exact_hzk16_bitmap
1097,0xBB,0xE0,蚪,exact_hzk16_bitmap
1098,0xBB,0xE1,凯,exact_hzk16_bitmap
1099,0xBB,0xE2,胡,exact_hzk16_bitmap
1100,0xBB,0xE3,腕,exact_hzk16_bitmap
1101,0xBB,0xE4,豪,exact_hzk16_bitmap
1102,0xBB,0xE5,喇,exact_hzk16_bitmap
1103,0xBB,0xE6,叭,exact_hzk16_bitmap
1104,0xBB,0xE7,芽,exact_hzk16_bitmap
1105,0xBB,0xE8,袋,exact_hzk16_bitmap
1106,0xBB,0xE9,食,exact_hzk16_bitmap
1107,0xBB,0xEA,玛,exact_hzk16_bitmap
1108,0xBB,0xEB,瑙,exact_hzk16_bitmap
1109,0xBB,0xEC,刺,exact_hzk16_bitmap
1110,0xBB,0xED,呆,exact_hzk16_bitmap
1111,0xBB,0xEE,磁,exact_hzk16_bitmap
1112,0xBB,0xEF,葱,exact_hzk16_bitmap
1113,0xBB,0xF0,狮,exact_hzk16_bitmap
1114,0xBB,0xF1,舌,exact_hzk16_bitmap
1115,0xBB,0xF2,耿,exact_hzk16_bitmap
1116,0xBB,0xF3,素,exact_hzk16_bitmap
1117,0xBB,0xF4,钳,exact_hzk16_bitmap
1118,0xBB,0xF5,蟹,exact_hzk16_bitmap
1119,0xBB,0xF6,顽,exact_hzk16_bitmap
1120,0xBB,0xF7,弹,exact_hzk16_bitmap
1121,0xBB,0xF8,椰,exact_hzk16_bitmap
1122,0xBB,0xF9,犀,exact_hzk16_bitmap
1123,0xBB,0xFA,牛,exact_hzk16_bitmap
1124,0xBB,0xFB,蔓,exact_hzk16_bitmap
1125,0xBB,0xFC,藤,exact_hzk16_bitmap
1126,0xBB,0xFD,墨,exact_hzk16_bitmap
1127,0xBB,0xFE,盘,exact_hzk16_bitmap
1128,0xBC,0xA1,魔,exact_hzk16_bitmap
1129,0xBC,0xA2,螳,exact_hzk16_bitmap
1130,0xBC,0xA3,螂,exact_hzk16_bitmap
1131,0xBC,0xA4,唇,exact_hzk16_bitmap
1132,0xBC,0xA5,肯,exact_hzk16_bitmap
1133,0xBC,0xA6,泰,exact_hzk16_bitmap
1134,0xBC,0xA7,罗,exact_hzk16_bitmap
1135,0xBC,0xA8,乘,exact_hzk16_bitmap
1136,0xBC,0xA9,伊,exact_hzk16_bitmap
1137,0xBC,0xAA,镰,exact_hzk16_bitmap
1138,0xBC,0xAB,刀,exact_hzk16_bitmap
1139,0xBC,0xAC,翼,exact_hzk16_bitmap
1140,0xBC,0xAD,皇,exact_hzk16_bitmap
1141,0xBC,0xAE,帝,exact_hzk16_bitmap
1142,0xBC,0xAF,凤,exact_hzk16_bitmap
1143,0xBC,0xB0,凰,exact_hzk16_bitmap
1144,0xBC,0xB1,顿,exact_hzk16_bitmap
1145,0xBC,0xB2,车,exact_hzk16_bitmap
1146,0xBC,0xB3,圣,exact_hzk16_bitmap
1147,0xBC,0xB4,文,exact_hzk16_bitmap
1148,0xBC,0xB5,枪,exact_hzk16_bitmap
1149,0xBC,0xB6,汁,exact_hzk16_bitmap
1150,0xBC,0xB7,炮,exact_hzk16_bitmap
1151,0xBC,0xB8,槌,exact_hzk16_bitmap
1152,0xBC,0xB9,压,exact_hzk16_bitmap
1153,0xBC,0xBA,泵,exact_hzk16_bitmap
1154,0xBC,0xBB,夹,exact_hzk16_bitmap
1155,0xBC,0xBC,躲,exact_hzk16_bitmap
1156,0xBC,0xBD,伏,exact_hzk16_bitmap
1157,0xBC,0xBE,亿,exact_hzk16_bitmap
1158,0xBC,0xBF,鞭,exact_hzk16_bitmap
1159,0xBC,0xC0,刃,exact_hzk16_bitmap
1160,0xBC,0xC1,催,exact_hzk16_bitmap
1161,0xBC,0xC2,蘑,exact_hzk16_bitmap
1162,0xBC,0xC3,菇,exact_hzk16_bitmap
1163,0xBC,0xC4,孢,exact_hzk16_bitmap
1164,0xBC,0xC5,细,exact_hzk16_bitmap
1165,0xBC,0xC6,结,exact_hzk16_bitmap
1166,0xBC,0xC7,极,exact_hzk16_bitmap
1167,0xBC,0xC8,冷,exact_hzk16_bitmap
1168,0xBC,0xC9,绝,exact_hzk16_bitmap
1169,0xBC,0xCA,零,exact_hzk16_bitmap
1170,0xBC,0xCB,扔,exact_hzk16_bitmap
1171,0xBC,0xCC,浆,exact_hzk16_bitmap
1172,0xBC,0xCD,骨,exact_hzk16_bitmap
1173,0xBC,0xCE,震,exact_hzk16_bitmap
1174,0xBC,0xCF,旋,exact_hzk16_bitmap
1175,0xBC,0xD0,镖,exact_hzk16_bitmap
1176,0xBC,0xD1,裂,exact_hzk16_bitmap
1177,0xBC,0xD2,落,exact_hzk16_bitmap
1178,0xBC,0xD3,封,exact_hzk16_bitmap
1179,0xBC,0xD4,崩,exact_hzk16_bitmap
1180,0xBC,0xD5,萤,exact_hzk16_bitmap
1181,0xBC,0xD6,吐,exact_hzk16_bitmap
1182,0xBC,0xD7,丝,exact_hzk16_bitmap
1183,0xBC,0xD8,烟,exact_hzk16_bitmap
1184,0xBC,0xD9,雾,exact_hzk16_bitmap
1185,0xBC,0xDA,溶,exact_hzk16_bitmap
1186,0xBC,0xDB,液,exact_hzk16_bitmap
1187,0xBC,0xDC,碎,exact_hzk16_bitmap
1188,0xBC,0xDD,低,exact_hzk16_bitmap
1189,0xBC,0xDE,段,exact_hzk16_bitmap
1190,0xBC,0xDF,投,exact_hzk16_bitmap
1191,0xBC,0xE0,割,exact_hzk16_bitmap
1192,0xBC,0xE1,啄,exact_hzk16_bitmap
1193,0xBC,0xE2,翅,exact_hzk16_bitmap
1194,0xBC,0xE3,膀,exact_hzk16_bitmap
1195,0xBC,0xE4,燕,exact_hzk16_bitmap
1196,0xBC,0xE5,返,exact_hzk16_bitmap
1197,0xBC,0xE6,跃,exact_hzk16_bitmap
1198,0xBC,0xE7,瞬,exact_hzk16_bitmap
1199,0xBC,0xE8,移,exact_hzk16_bitmap
1200,0xBC,0xE9,瞑,exact_hzk16_bitmap
1201,0xBC,0xEA,舔,exact_hzk16_bitmap
1202,0xBC,0xEB,惊,exact_hzk16_bitmap
1203,0xBC,0xEC,异,exact_hzk16_bitmap
1204,0xBC,0xED,卷,exact_hzk16_bitmap
1205,0xBC,0xEE,爪,exact_hzk16_bitmap
1206,0xBC,0xEF,鳞,exact_hzk16_bitmap
1207,0xBC,0xF0,追,exact_hzk16_bitmap
1208,0xBC,0xF1,齿,exact_hzk16_bitmap
1209,0xBC,0xF2,咬,exact_hzk16_bitmap
1210,0xBC,0xF3,慧,exact_hzk16_bitmap
1211,0xBC,0xF4,鼾,exact_hzk16_bitmap
1212,0xBC,0xF5,炸,exact_hzk16_bitmap
1213,0xBC,0xF6,尖,exact_hzk16_bitmap
1214,0xBC,0xF7,剪,exact_hzk16_bitmap
1215,0xBC,0xF8,歌,exact_hzk16_bitmap
1216,0xBC,0xF9,唱,exact_hzk16_bitmap
1217,0xBC,0xFA,吻,exact_hzk16_bitmap
1218,0xBC,0xFB,剑,exact_hzk16_bitmap
1219,0xBC,0xFC,撒,exact_hzk16_bitmap
1220,0xBC,0xFD,娇,exact_hzk16_bitmap
1221,0xBC,0xFE,摇,exact_hzk16_bitmap
1222,0xBD,0xA1,挠,exact_hzk16_bitmap
1223,0xBD,0xA2,痒,exact_hzk16_bitmap
1224,0xBD,0xA3,幕,exact_hzk16_bitmap
1225,0xBD,0xA4,鼓,exact_hzk16_bitmap
1226,0xBD,0xA5,吼,exact_hzk16_bitmap
1227,0xBD,0xA6,糖,exact_hzk16_bitmap
1228,0xBD,0xA7,沉,exact_hzk16_bitmap
1229,0xBD,0xA8,半,exact_hzk16_bitmap
1230,0xBD,0xA9,项,exact_hzk16_bitmap
1231,0xBD,0xAA,查,exact_hzk16_bitmap
1232,0xBD,0xAB,纳,exact_hzk16_bitmap
1233,0xBD,0xAC,耀,exact_hzk16_bitmap
1234,0xBD,0xAD,燃,exact_hzk16_bitmap
1235,0xBD,0xAE,周,exact_hzk16_bitmap
1236,0xBD,0xAF,围,exact_hzk16_bitmap
1237,0xBD,0xB0,待,exact_hzk16_bitmap
1238,0xBD,0xB1,乎,exact_hzk16_bitmap
1239,0xBD,0xB2,贴,exact_hzk16_bitmap
1240,0xBD,0xB3,敏,exact_hzk16_bitmap
1241,0xBD,0xB4,羽,exact_hzk16_bitmap
1242,0xBD,0xB5,挥,exact_hzk16_bitmap
1243,0xBD,0xB6,聪,exact_hzk16_bitmap
1244,0xBD,0xB7,泌,exact_hzk16_bitmap
1245,0xBD,0xB8,穴,exact_hzk16_bitmap
1246,0xBD,0xB9,潮,exact_hzk16_bitmap
1247,0xBD,0xBA,湿,exact_hzk16_bitmap
1248,0xBD,0xBB,币,exact_hzk16_bitmap
1249,0xBD,0xBC,形,exact_hzk16_bitmap
1250,0xBD,0xBD,奔,exact_hzk16_bitmap
1251,0xBD,0xBE,擅,exact_hzk16_bitmap
1252,0xBD,0xBF,胳,exact_hzk16_bitmap
1253,0xBD,0xC0,膊,exact_hzk16_bitmap
1254,0xBD,0xC1,浮,exact_hzk16_bitmap
1255,0xBD,0xC2,触,exact_hzk16_bitmap
1256,0xBD,0xC3,坡,exact_hzk16_bitmap
1257,0xBD,0xC4,蹄,exact_hzk16_bitmap
1258,0xBD,0xC5,踩,exact_hzk16_bitmap
1259,0xBD,0xC6,缓,exact_hzk16_bitmap
1260,0xBD,0xC7,剩,exact_hzk16_bitmap
1261,0xBD,0xC8,厂,exact_hzk16_bitmap
1262,0xBD,0xC9,耐,exact_hzk16_bitmap
1263,0xBD,0xCA,具,exact_hzk16_bitmap
1264,0xBD,0xCB,脏,exact_hzk16_bitmap
1265,0xBD,0xCC,污,exact_hzk16_bitmap
1266,0xBD,0xCD,抵,exact_hzk16_bitmap
1267,0xBD,0xCE,昏,exact_hzk16_bitmap
1268,0xBD,0xCF,夜,exact_hzk16_bitmap
1269,0xBD,0xD0,穷,exact_hzk16_bitmap
1270,0xBD,0xD1,伴,exact_hzk16_bitmap
1271,0xBD,0xD2,帖,exact_hzk16_bitmap
1272,0xBD,0xD3,脚,exact_hzk16_bitmap
1273,0xBD,0xD4,肤,exact_hzk16_bitmap
1274,0xBD,0xD5,秋,exact_hzk16_bitmap
1275,0xBD,0xD6,产,exact_hzk16_bitmap
1276,0xBD,0xD7,卵,exact_hzk16_bitmap
1277,0xBD,0xD8,锋,exact_hzk16_bitmap
1278,0xBD,0xD9,晃,exact_hzk16_bitmap
1279,0xBD,0xDA,残,exact_hzk16_bitmap
1280,0xBD,0xDB,模,exact_hzk16_bitmap
1281,0xBD,0xDC,仿,exact_hzk16_bitmap
1282,0xBD,0xDD,遗,exact_hzk16_bitmap
1283,0xBD,0xDE,造,exact_hzk16_bitmap
1284,0xBD,0xDF,焚,exact_hzk16_bitmap
1285,0xBD,0xE0,科,exact_hzk16_bitmap
1286,0xBD,0xE1,颜,exact_hzk16_bitmap
1287,0xBD,0xE2,谜,exact_hzk16_bitmap
1288,0xBD,0xE3,紫,exact_hzk16_bitmap
1289,0xBD,0xE4,苑,exact_hzk16_bitmap
1290,0xBD,0xE5,齐,exact_hzk16_bitmap
1291,0xBD,0xE6,夺,exact_hzk16_bitmap
1292,0xBD,0xE7,此,exact_hzk16_bitmap
1293,0xBD,0xE8,婚,exact_hzk16_bitmap
1294,0xBD,0xE9,嫁,exact_hzk16_bitmap
1295,0xBD,0xEA,规,exact_hzk16_bitmap
1296,0xBD,0xEB,则,exact_hzk16_bitmap
1297,0xBD,0xEC,磨,exact_hzk16_bitmap
1298,0xBD,0xED,竞,exact_hzk16_bitmap
1299,0xBD,0xEE,争,exact_hzk16_bitmap
1300,0xBD,0xEF,束,exact_hzk16_bitmap
1301,0xBD,0xF0,却,exact_hzk16_bitmap
1302,0xBD,0xF1,爬,exact_hzk16_bitmap
1303,0xBD,0xF2,堂,exact_hzk16_bitmap
1304,0xBD,0xF3,予,exact_hzk16_bitmap
1305,0xBD,0xF4,峰,exact_hzk16_bitmap
1306,0xBD,0xF5,巧,exact_hzk16_bitmap
1307,0xBD,0xF6,调,exact_hzk16_bitmap
1308,0xBD,0xF7,及,exact_hzk16_bitmap
1309,0xBD,0xF8,轰,exact_hzk16_bitmap
1310,0xBD,0xF9,接,exact_hzk16_bitmap
1311,0xBD,0xFA,至,exact_hzk16_bitmap
1312,0xBD,0xFB,憾,exact_hzk16_bitmap
1313,0xBD,0xFC,骚,exact_hzk16_bitmap
1314,0xBD,0xFD,日,exact_hzk16_bitmap
1315,0xBD,0xFE,宫,exact_hzk16_bitmap
1316,0xBE,0xA1,砍,exact_hzk16_bitmap
1317,0xBE,0xA2,坛,exact_hzk16_bitmap
1318,0xBE,0xA3,宇,exact_hzk16_bitmap
1319,0xBE,0xA4,宙,exact_hzk16_bitmap
1320,0xBE,0xA5,辆,exact_hzk16_bitmap
1321,0xBE,0xA6,骑,exact_hzk16_bitmap
1322,0xBE,0xA7,娃,exact_hzk16_bitmap
1323,0xBE,0xA8,墓,exact_hzk16_bitmap
1324,0xBE,0xA9,谅,exact_hzk16_bitmap
1325,0xBE,0xAA,亡,exact_hzk16_bitmap
1326,0xBE,0xAB,冥,exact_hzk16_bitmap
1327,0xBE,0xAC,戒,exact_hzk16_bitmap
1328,0xBE,0xAD,严,exact_hzk16_bitmap
1329,0xBE,0xAE,厦,exact_hzk16_bitmap
1330,0xBE,0xAF,崇,exact_hzk16_bitmap
1331,0xBE,0xB0,戏,exact_hzk16_bitmap
1332,0xBE,0xB1,积,exact_hzk16_bitmap
1333,0xBE,0xB2,盒,exact_hzk16_bitmap
1334,0xBE,0xB3,厅,exact_hzk16_bitmap
1335,0xBE,0xB4,楼,exact_hzk16_bitmap
1336,0xBE,0xB5,袭,exact_hzk16_bitmap
1337,0xBE,0xB6,饿,exact_hzk16_bitmap
1338,0xBE,0xB7,虚,exact_hzk16_bitmap
1339,0xBE,0xB8,惨,exact_hzk16_bitmap
1340,0xBE,0xB9,弄,exact_hzk16_bitmap
1341,0xBE,0xBA,唉,exact_hzk16_bitmap
1342,0xBE,0xBB,越,exact_hzk16_bitmap
1343,0xBE,0xBC,根,exact_hzk16_bitmap
1344,0xBE,0xBD,窜,exact_hzk16_bitmap
1345,0xBE,0xBE,秀,exact_hzk16_bitmap
1346,0xBE,0xBF,恋,exact_hzk16_bitmap
1347,0xBE,0xC0,横,exact_hzk16_bitmap
1348,0xBE,0xC1,渡,exact_hzk16_bitmap
1349,0xBE,0xC2,尔,exact_hzk16_bitmap
1350,0xBE,0xC3,握,exact_hzk16_bitmap
1351,0xBE,0xC4,码,exact_hzk16_bitmap
