pointer_reference_hex,chinese_target_hex,chinese_record_index,chinese_text,english_target_hex,english_entry_index,english_offset_hex,english_storage,english_text,fidelity_status,review_note
0x034B1D,0x034F47,1081,"
尼比市的捉虫少年和道馆的小刚不一样!!",0x034F47,770,0x034F38,ascii,Did you check out the Museum?,pending_semantic_review,
0x034B1F,0x034F6D,1082,"
不要让野生的精灵进入花坛",0x034F66,771,0x034F66,ascii,Welcome to Pewter City.,pending_semantic_review,
0x034B21,0x034F87,1083,"
我的精灵是和别人交换的",0x034F7F,772,0x034F7F,ascii,This road leads to Route 3.,pending_semantic_review,
0x034B23,0x034F9F,1084,"
有些精灵不听话...要是有徽章的话!",0x034F9B,773,0x034F9B,ascii,I heard Team Rocketis at Mt.Moon!,pending_semantic_review,
0x034B25,0x034FC1,1085,"
小孩子需要50元,参观吗?",0x034FBD,774,0x034FBD,ascii,Tickets are 50$.,pending_semantic_review,
0x034B27,0x034FD9,1086,"
好的,50元收下了!",0x034FCE,775,0x034FCE,ascii,Enjoy your visit!,pending_semantic_review,
0x034B29,0x034FEB,1087,"
再来啊",0x034FE0,776,0x034FE0,graphical_codes,<B0FB><B0FC><B2AC>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B2B,0x034FF3,1088,"
太好了,找到了龙骨",0x034E1E,762,0x034E1E,ascii,I like this museum.,pending_semantic_review,
0x034B2D,0x035006,1089,"
这个月要去宇宙中",0x034FE7,777,0x034FE7,ascii,Team Rocket is always in the news!,pending_semantic_review,
0x034B2F,0x035018,1090,"
当精灵抓到很多带不了时使用电脑通信存放好",0x03500E,778,0x03500E,ascii,You can carry six Pok@mon at the most,pending_semantic_review,
0x034B31,0x035042,1091,"
能带着的精灵是六只",0x035035,779,0x035035,ascii,See ya around kid!,pending_semantic_review,
0x034B33,0x035056,1092,"
我很害怕...我经常在这里听到奇怪的声音",0x035048,780,0x035048,ascii,Only the Pok@mon champion is allowedin here!,pending_semantic_review,
0x034B35,0x03507D,1093,"
太不幸了,这家人被偷了!是火箭队干的!即使是警察也拿火箭队没办法!",0x03507D,781,0x035077,graphical_codes,"000000<B6C6><B0CE><B8E7><B0F8>,<B0EE><B1BF><B2B5><B1B6><B5EF><B0F8>!<B0C2><B5A2><B5A3><B5A4><B5A5><B0BC>!<B1D8><B1A7><B0C2><B5EC><B4B0><B0F6><B0C6><B5A2><B5A3><B5A4><B2B6><B2B7><B2B8>!",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B37,0x0350BD,1094,"
你也有精灵吗!好好磨练吧!",0x0350BD,782,0x0350BD,ascii,Welcome to Ceruleancity!,pending_semantic_review,
0x034B39,0x0350D7,1095,"
啊...!在完成精灵图鉴吗?太好了",0x0350D6,783,0x0350D6,ascii,Girl:The life of a trainer is tough isn't it?,pending_semantic_review,
0x034B3B,0x0350F6,1096,"
我也想要辆自行车",0x0367EA,1024,0x0367EA,ascii,"If you press B whena Pok@mon is evolving,that will cancel the process.",pending_semantic_review,
0x034B3D,0x035108,1097,"
你好!骑自行车的心情你知道吗?",0x035106,784,0x035106,ascii,I care for injured Pok@mon.,pending_semantic_review,
0x034B3F,0x035126,1098,"
我的自行车很漂亮哦",0x035126,785,0x035122,graphical_codes,0000<B1C2><B0BC><B2F3><B3A9><BCB2><B3F7><B9D3><B7EE><B2DD>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B41,0x03513A,1099,"
火箭队让精灵挖洞一定有什么事!",0x03513A,786,0x03513A,ascii,Why would they do this!?,pending_semantic_review,
0x034B43,0x035159,1100,"
找不到被偷的东西就只有放弃了",0x035154,787,0x035154,ascii,"Those miserable Rockets! They stoleour ""Dig"" TM!",pending_semantic_review,
0x034B45,0x035177,1101,"
家里的爷爷想要交换精灵",0x035878,837,0x035874,ascii,Bill has lots of Pok@mon!,pending_semantic_review,
0x034B47,0x03518F,1102,"
哎...最近没有发生什么事情...",0x03518F,788,0x035188,graphical_codes,0000000<B8F3>...<B3F2><B0CD><B2B6><B0AE><B2F4><B1C9><B2AF><B1E6><B1D5><B7AB>...,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B49,0x0351AD,1103,"
我老是培育不好我的妙娃种子...",0x0351AD,789,0x0351AC,graphical_codes,<0A><B1C2><B2CE><B0C2><B6A3><B6D8><B0CE><B1B4><B1C2><B0BC><B7FC><BEA7><B6AD><B1DF>...,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B4B,0x0351CC,1104,"
让精灵进化图鉴可以增加...",0x0351CC,790,0x0351CB,graphical_codes,<0A><B2CB><B0A1><B0A2><B3DE><B5AB><B2F1><B2F2><B0DE><B0DF><B2FB><B2FC>...,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B4D,0x0351E7,1105,"
听说紫苑镇出现过幽灵精灵呢...",0x0351E7,791,0x0351E6,graphical_codes,<0A><B1F1><B1E7><BDE3><BDE4><B2D6><B0A4><B2F5><B3D4><B8BD><B0A2><B0A1><B0A2><B1EB>...,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B4F,0x035206,1106,"
这里是精灵的墓地,有名的城镇...精灵死的时候都会带到精灵塔",0x035206,792,0x035206,ascii,Pok@mon spirits have been seen in the Pok@mon Tower.,pending_semantic_review,
0x034B51,0x035240,1107,"
最近幽灵塔里好象出现幽灵...好像是被火箭队杀害的精灵的幽灵...",0x03523F,793,0x03523F,ascii,I think they are spirits of Pok@mon the Rockets killed.,pending_semantic_review,
0x034B53,0x03527E,1108,"
你相信有幽灵的存在吗?",0x035279,794,0x035279,ascii,Do you believe in Ghosts?,pending_semantic_review,
0x034B55,0x035295,1109,"
我无法原谅火箭队!他们把逃亡中可拉可拉的妈妈抓了并杀害了!",0x035294,795,0x035294,ascii,May the souls of Pok@mon rest easy.,pending_semantic_review,
0x034B57,0x0352CF,1110,"
精灵塔有很多幽灵居住",0x0352CF,797,0x0352CE,graphical_codes,0<B0A1><B0A2><B8BE><B0AE><B3F7><B0C8><B8BD><B0A2><B1A9><B1C6>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B59,0x0352E5,1111,"
这个紫苑镇最有名的塔也是宠物精灵的墓园...人们将死亡的精灵带到这幽灵塔来祈求冥福",0x0352E5,798,0x0352E4,graphical_codes,<0A><B0EE><B0BA><BDE3><BDE4><B2D6><B3F2><B0AE><B3B1><B0BC><B8BE><B0F6><B0C2><B0C0><B0C1><B0A1><B0A2><B0BC><BEA8><B6FE>...<B2B5><B2EF><B1D2><B8C1><BEAA><B0BC><B0A1><B0A2><B8DD><B0DB><B0EE><B8BD><B0A2><B8BE><B0FC><B8C3><B9D2><BEAB><B6B4>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B5B,0x035336,1112,"
吉野老人可以安慰可拉可拉的灵魂",0x035336,799,0x035335,graphical_codes,<0A><B8B8><B1F8><B2CE><B2B5><B0DE><B0DF><B8BF><B8C0><B0DE><B8BB><B0DE><B8BB><B0BC><B0A2><B8C6>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B5D,0x035356,1113,"
现在戒严中!!",0x0352BA,796,0x0352BA,ascii,Get out of the way!,pending_semantic_review,
0x034B5F,0x035364,1114,"
这些火箭队的人太可恶了...",0x035355,800,0x035355,ascii,Silph Co. is very famous.,pending_semantic_review,
0x034B61,0x03537F,1115,"
你要对抗火箭队?真了不起",0x035370,801,0x035370,ascii,The Rockets just came and took over!,pending_semantic_review,
0x034B63,0x035398,1116,"
我看见了火箭队的老大进了大厦...",0x035397,802,0x035397,ascii,There's two gyms inthis city.,pending_semantic_review,
0x034B65,0x0353B9,1117,"
我很崇拜你,我会为你加油的!",0x0353B5,803,0x0353B5,ascii,That group needs tobe stopped.,pending_semantic_review,
0x034B67,0x0353D5,1118,"
我看过你的对战,你很厉害啊",0x0353D4,804,0x0353D4,ascii,I lost my money betting!,pending_semantic_review,
0x034B69,0x0353F0,1119,"
你听过南晶开发部的卡美优吗?听说他的精灵都是神兽级别的哦...",0x0353F0,805,0x0353F0,ascii,They must have targeted Silph Co. for their Pok@mon products.,pending_semantic_review,
0x034B6B,0x03542C,1120,"
欢迎!通过游戏积累硬币能得到喜欢的奖品,不过你好像没有硬币盒哦...",0x035435,806,0x035433,ascii,Welcome! You can exchange coins for prizes next door.,pending_semantic_review,
0x034B6D,0x03546D,1121,"
我太喜欢游戏了!都忘记时间了...",0x03546D,807,0x03546D,ascii,I'm having a great time!,pending_semantic_review,
0x034B6F,0x03548D,1122,"
你也想玩吗?不行,你没有硬币盒",0x035486,808,0x035486,ascii,A man was guarding that poster there,pending_semantic_review,
0x034B71,0x0354AB,1123,"
您可以用赢得的硬币盒换取精灵哦...不行,你没有硬币盒...",0x0354AB,809,0x0354AB,graphical_codes,"<B7C5><B0DE><B0DF><B1A8><B3F5><B2C1><B0BC><B4B6><BDBB><BEB2><B0F4><B0A3><B0A1><B0A2><B2DD>...<B0CE><B3A9>,<B0C5><B2B6><B0AE><B4B6><BDBB><BEB2>...",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B73,0x0354E2,1124,"
啊...游戏厅的下面好像有地下室",0x03551C,812,0x03551C,ascii,I got my Koffing inCinnabar!,pending_semantic_review,
0x034B75,0x035501,1125,"
我的精灵没有体力时就到商店买药给他",0x035500,811,0x035500,ascii,My Pok@mon keep me company.,pending_semantic_review,
0x034B77,0x035525,1126,"
啊...游戏机很让人着迷啊...",0x034F18,769,0x034F18,ascii,Poliwrath is my best friend!,pending_semantic_review,
0x034B79,0x035541,1127,"
这里真是漂亮的地方啊",0x035541,813,0x035539,graphical_codes,00000000<B0EE><B0BF><B1F5><B0C2><B9D3><B7EE><B0BC><B3BB><B1E2><B2AC>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034B7B,0x035557,1128,"
铁达尼号出发了吗?",0x036876,1027,0x036876,ascii,"Sorry, Lt. Surge isout right now.",pending_semantic_review,
0x034B7D,0x03556A,1129,"
我想在这里盖大楼,但被精灵袭击了",0x03556A,815,0x03556A,ascii,We're careful aboutpollution!,pending_semantic_review,
0x034B7F,0x03558B,1130,"
我的肚子好饿呀...",0x036853,1026,0x036853,ascii,I heard Grimer livein toxic waste.,pending_semantic_review,
0x034B81,0x03559E,1131,"
你的比卡丘很可爱呢",0x036837,1025,0x036837,ascii,Our Chairman loves Pok@mon!,pending_semantic_review,
0x034B83,0x0355B2,1132,"
会长说起精灵来就没完没了啊...",0x03559E,817,0x03559C,ascii,I just adore my Seel!,pending_semantic_review,
0x034B85,0x0355D1,1133,"
你知道吗?臭泥是从海里的污泥出生的呢...",0x0355B7,818,0x0355B7,ascii,Hmph! My Pikachu isbetter than yours!,pending_semantic_review,
0x034B87,0x0355F9,1134,"
狩猎区内有很多特别的精灵哟",0x0355F0,819,0x0355DD,ascii,"The Warden is old, but still active!",pending_semantic_review,
0x034B89,0x035615,1135,"
奇怪,我的波波不知又飞到什么地方去了",0x035615,820,0x035615,ascii,Did you see the ship out there?,pending_semantic_review,
0x034B8B,0x03563A,1136,"
据说狩猎区有人曾经见过传说中的精灵呢...",0x035638,821,0x035638,ascii,You should raise your Pok@mon evenly,pending_semantic_review,
0x034B8D,0x035663,1137,"
听说石英高原的四天王很厉害",0x035588,816,0x035588,ascii,Have you met Bill?,pending_semantic_review,
0x034B8F,0x03567F,1138,"
你有经常看电视吗?",0x03565F,822,0x03565F,ascii,The Warden knows a lot about Pok@mon!,pending_semantic_review,
0x034B91,0x035692,1139,"
这个世上有多少种精灵呢?",0x035685,823,0x035685,ascii,I couldn't under- stand the warden.,pending_semantic_review,
0x034B93,0x0356AB,1140,"
你想要打败这个训练道馆啊...还是放弃吧",0x0356AA,824,0x0356AA,ascii,"We nicknamed the Warden, Slowpoke.",pending_semantic_review,
0x034B95,0x0356D2,1141,"
我今天又胜了...哈哈",0x035558,814,0x035556,ascii,Thanks again kid!,pending_semantic_review,
0x034B97,0x0356E7,1142,"
道场的老头很厉害",0x0356D1,825,0x0356CF,ascii,The Safari Zone hasrare Pok@mon.,pending_semantic_review,
0x034B99,0x0356F9,1143,"
想不到吧,我们在这个小岛生活了好多年呢",0x0356F2,826,0x0356F2,ascii,Scientists conduct experiments in thathouse.,pending_semantic_review,
0x034B9B,0x035720,1144,"
今天好虚啊...太累了...",0x03571F,827,0x03571F,ascii,Blaine's an odd man,pending_semantic_review,
0x034B9D,0x035738,1145,"
火系精灵碰上水系就惨了!",0x035733,828,0x035733,ascii,You can stop evolu-tion by Pushing B.,pending_semantic_review,
0x034B9F,0x035751,1146,"
欢迎带着珍贵精灵的客人来这里",0x035759,829,0x035759,ascii,We study Pok@mon fossils in this lab,pending_semantic_review,
0x034BA1,0x03576F,1147,"
这里每天进行精灵研究",0x03692B,1031,0x03692B,ascii,It never hurts to have extra items!,pending_semantic_review,
0x034BA3,0x035785,1148,"
我曾经在月见山找到的化石居然在这里复活了!!",0x035780,830,0x035780,ascii,Eevee can evolve to1 of 3 Pok@mon.,pending_semantic_review,
0x034BA5,0x0357B1,1149,"
现在的技术真的很先进呢",0x0357A3,831,0x0357A3,ascii,People bring us Pok@mon to examine.,pending_semantic_review,
0x034BA7,0x0357C9,1150,"
对了,伊布能进化的形态据说不只三种呢...",0x0357C7,832,0x0357C7,ascii,Dr.Fuji founded ourlab.,pending_semantic_review,
0x034BA9,0x0357F1,1151,"
你好,未来的冠军...祝你好运!",0x0357DF,833,0x0357DF,ascii,Let me know if you find another fossil,pending_semantic_review,
0x034BAB,0x03580E,1152,"
四天王都很厉害,你要小心啊...",0x035806,834,0x035806,ascii,Victory Road sure was tough!,pending_semantic_review,
0x034BAD,0x03582C,1153,"
龙系的精灵很强...没有什么弱点...",0x03582F,835,0x035824,ascii,This is the final challenge!,pending_semantic_review,
0x034BAF,0x03584E,1154,"
如果胜利的话,就可以进入下一个房间,加油啊",0x03584D,836,0x03584D,ascii,"If you lose, you have to start over.",pending_semantic_review,
0x034BB1,0x035878,1155,"
小茂姐姐:爷爷有任务交给你啊!",0x0366A8,1020,0x0366A8,ascii,"Gary's Sis:Pok@mon are living things! If they get tired, give them a rest!",pending_semantic_review,
0x034BB3,0x035896,1156,"
该怎么吧这家伙弄醒呢?",0x036898,1028,0x036898,ascii,A sleeping Pok@mon blocks the path.,pending_semantic_review,
0x034BB5,0x0358AD,1157,"
触动了一个开关!",0x0358AD,838,0x0358AD,ascii,Hit the button!,pending_semantic_review,
0x034BB7,0x0358BE,1158,"
这么好的化石不要嘛?!",0x0358BE,839,0x0358BD,ascii,Go ahead and choose,pending_semantic_review,
0x034BB9,0x0358D4,1159,"
使用怪兽的人不同,结果就有好有坏!",0x0358D4,840,0x0358D2,graphical_codes,"00<B1A7><B1A8><B0CA><B0CB><B0BC><B2B5><B0CE><B8CF>,<BCC6><B3F6><B2AB><B0AE><B1B4><B0AE><B0F7>!",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BBB,0x0358F6,1160,"
世上有很多人用怪兽作恶,那些混蛋就是火箭团!",0x0358F6,841,0x0358F6,ascii,No! Super Potions are all sold out!,pending_semantic_review,
0x034BBD,0x035922,1161,"
物价太高了,也没人出来管一管,唉!",0x03591B,842,0x03591B,ascii,This shop has many Antidotes.,pending_semantic_review,
0x034BBF,0x035943,1162,"
即使相同等级的怪兽强度也不一样.",0x035939,843,0x035939,ascii,There's a Pok@mon Center in every town ahead.,pending_semantic_review,
0x034BC1,0x035964,1163,"
我的怪兽力量都用尽了......",0x0365D0,1017,0x0365D0,ascii,You can use that PC in the corner over there.,pending_semantic_review,
0x034BC3,0x035980,1164,"
等级越高怪兽越强,但怪兽根据类型也有不擅长作战的对手......",0x03596B,844,0x03596B,ascii,Pok@mon Centers heal your injured Pok@mon for free.,pending_semantic_review,
0x034BC5,0x0359BB,1165,"
不知什么时候草丛里会突然窜出精灵呢",0x0359BB,846,0x0359B7,graphical_codes,0000<B0CE><B2D7><B2AF><B1E6><B0F0><B7CD><B1FB><B1FC><B0BF><B1F9><B5B4><B2AA><BEBD><B0A4><B0A1><B0A2><B1EB>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BC7,0x0359DF,1166,"
到大城市里去会认识很多优秀的训练师",0x0359DF,847,0x0359DE,graphical_codes,<0A><B0DB><B1BE><B3BA><B4D1><B0BF><B0C7><B1F9><B4BA><B0D1><B3F7><B0C8><B8EE><BEBE><B0BC><B2DE><B2C5><B2DF>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BC9,0x035A03,1167,"
你去过金黄市吗,听说那里有很高的大楼",0x035A03,848,0x035A02,graphical_codes,"<0A><B0C5><B0C7><B3D4><B7BB><BAC2><B4D1><B0D7>,<B1F1><B1E7><B0B9><B0BF><B0AE><B3F7><B8AF><B0BC><B1BE><BEB4>",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BCB,0x035A28,1168,"
我也想拥有传说中的精灵,可是到底哪儿才有传说中的精灵呢?",0x035A28,849,0x035A27,graphical_codes,"<0A><B1C2><B0F6><B1D7><B6A9><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2>,<B0DE><B0C2><B0DB><B3D5><B4C2><B7D0><B1F2><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2><B1EB>?",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BCD,0x035A60,1169,"
看你的能力一定是训练师新手吧.告诉你要时刻关心自己的精灵状态哦!",0x035A60,850,0x035A5F,graphical_codes,<0A><B0FD><B0C5><B0BC><B0EC><B0E3><B1D1><B2B1><B0C2><B2DE><B2C5><B2DF><B2D5><B1A3><B0BE>.<B2E6><B2E7><B0C5><B0C3><B0F0><B4E7><B0B3><B0DD><B2F3><BBA3><B0BC><B0A1><B0A2><BAF5><BAF6><B2DD>!,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BCF,0x035AA0,1170,"
有飞行系的精灵就能带我飞向远方的城市了...",0x035AA0,851,0x035A9F,graphical_codes,<0A><B0AE><B1AC><B3A9><B0AF><B0BC><B0A1><B0A2><B2AB><B0EC><B8DD><B1C2><B1AC><B3B7><B5CD><B1E2><B0BC><B3BA><B4D1><B0F8>...,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BD1,0x035ACB,1171,"
今天是个好天气",0x035ACB,852,0x035ACA,graphical_codes,<0A><B6C9><B1AD><B0C2><B0BA><B1B4><B1AD><B4AA>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BD3,0x035ADB,1172,"
心情不错,偷偷告诉你我恋爱了!",0x035ADB,853,0x035ADA,graphical_codes,"<0A><B0DD><B7AB><B0CE><B2DC>,<B5EF><B5EF><B2E6><B2E7><B0C5><B1C2><BEBF><B5DD><B0F8>!",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BD5,0x035AF9,1173,"
大海很宽阔啊,如果会冲浪术的话就能横渡大海了",0x035AF9,854,0x035AF8,graphical_codes,"<0A><B1BE><B6FC><B3F7><B5B6><B5B7><B2AC>,<B1FE><B3F6><B1F9><B1AF><B1B0><B1AE><B0BC><B1EF><B2AB><B0EC><BEC0><BEC1><B1BE><B6FC><B0F8>",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BD7,0x035B26,1174,"
你听过吗?在枯叶市上的铁达尼号上都是有钱的训练师呢",0x035B26,855,0x035B25,graphical_codes,<0A><B0C5><B1F1><B3D4><B0D7>?<B0B8><B6E1><B6E2><B4D1><B1E5><B0BC><B6E4><B6E5><B4B2><B6E6><B1E5><B1C0><B0C2><B0AE><B0FE><B0BC><B2DE><B2C5><B2DF><B1EB>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BD9,0x035B59,1175,"
在月见山上的晚上偶尔会有皮皮出现呢",0x035B59,856,0x035B58,graphical_codes,<0A><B0B8><B6CF><B2CD><B6DC><B1E5><B0BC><B2BC><B1E5><B9E3><BEC2><B1F9><B0AE><B6D3><B6D3><B0A4><B2F5><B1EB>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BDB,0x035B7D,1176,"
宝石大陆你知道吗?我年轻时就是在宝石大陆修行呢",0x035B7D,857,0x035B7C,graphical_codes,<0A><B7B5><B1B2><B1BE><B7B6><B0C5><B2D7><B1A4><B0D7>?<B1C2><B3EA><B8B6><B0F0><B2AB><B0C2><B0B8><B7B5><B1B2><B1BE><B7B6><B4CE><B3A9><B1EB>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BDD,0x035BAC,1177,"
在精灵体力低下的时候要赶紧使用伤药",0x035BAC,858,0x035BAB,graphical_codes,<0A><B0B8><B0A1><B0A2><B0E2><B0E3><BCDD><B0F9><B0BC><B0F0><B7CD><B0C3><B1F3><B1F4><B1A7><B1A8><B9C7><BBB9>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BDF,0x035BD0,1178,"
我不明白怎么照顾精灵,要加紧学习呢",0x035BD0,859,0x035BCF,graphical_codes,"<0A><B1C2><B0CE><B5E6><B5E5><B2D0><B1E6><B6CC><B0DA><B0A1><B0A2>,<B0C3><B2FC><B1F4><B4C3><B2C6><B1EB>",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BE1,0x035BF3,1179,"
我的精灵老是不听我的话,如果有徽章就好了",0x035BF2,860,0x035BF2,ascii,I can't enter the city!,pending_semantic_review,
0x034BE3,0x035C1C,1180,"
在这个地区最强的训练师是石英高原的四大天王",0x035C1C,861,0x035C0B,graphical_codes,00000000000000000<B0B8><B0EE><B0BA><B3BB><B7B8><B3F2><B2C9><B0BC><B2DE><B2C5><B2DF><B0C2><B1B2><B7FE><B8AF><B4EF><B0BC><B1E1><B1BE><B1AD><B4F7>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BE5,0x035C48,1181,"
如果我有只像你的精灵这样听话的精灵就好了",0x035C48,862,0x035C48,ascii,Do you want to see my Pok@mon?,pending_semantic_review,
0x034BE7,0x035C72,1182,"
我想喝水...谁给我水?",0x035C72,863,0x035C67,graphical_codes,00000000000<B1C2><B1D7><B3C1><B5F7>...<B5F1><B0C4><B1C2><B5F7>?,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BE9,0x035C88,1183,"
别动!叫你别动你还动?",0x035C88,864,0x035C87,graphical_codes,<0A><B2CA><B0B2>!<B1C1><B0C5><B2CA><B0B2><B0C5><B2BD><B0B2>?,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BEB,0x035C9E,1184,"
看你的样子一定是个了不起的训练师吧",0x035C9E,865,0x035C9D,graphical_codes,<0A><B0FD><B0C5><B0BC><B2DA><B1DF><B1D1><B2B1><B0C2><B0BA><B0F8><B0CE><B0E8><B0BC><B2DE><B2C5><B2DF><B0BE>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x034BED,0x035CC2,1185,"
洞里太黑了,能掌握一些闪光的法术就好了!",0x037BEF,1119,0x037BEF,ascii,"The cave is pitch black, a Pok@mon could light it up.",pending_semantic_review,
0x034BEF,0x035CEA,1186,"
不知道怎么回事,现在的人都不骑自行车了!",0x035CEA,866,0x035CC1,ascii,"Welcome! 1 bike forjust 1,000,000$!",pending_semantic_review,
0x034BF1,0x035D12,1187,"
那家伙怎么消失了呢?!",0x0354E9,810,0x0354E1,ascii,Where'd that persongo?,pending_semantic_review,
0x034BF3,0x035D28,1188,"
感觉到有一种神秘的力量.....",0x035D0E,867,0x035D0E,ascii,Ash's Pok@mon are fully healed!,pending_semantic_review,
0x034BF5,0x035D45,1189,"
得到一个密码",0x035D42,869,0x035D42,ascii,Found Key to Gym!,pending_semantic_review,
0x034BF7,0x035D53,1190,"
竟然是一把密码锁...",0x035D2F,868,0x035D2F,ascii,The door's locked!,pending_semantic_review,
0x034BF9,0x035D68,1191,"
触动了一个机关...",0x035D54,870,0x035D54,ascii,Opened the door!,pending_semantic_review,
0x034BFB,0x035D7B,1192,"
你的徽章还没收集齐,还是请回吧!",0x035D7A,871,0x035D65,ascii,You don't have all Eight Badges.,pending_semantic_review,
0x034BFD,0x035D9B,1193,"
参观    走人    ",0x035D9B,872,0x035D9B,ascii,Buy Leave,pending_semantic_review,
0x034BFF,0x035DAD,1194,"
对不起,你的钱不够!",0x035DAD,873,0x035DAC,ascii,Not enough money.,pending_semantic_review,
0x03801D,0x03805D,1195,"
南晶公司版权所有",0x03805D,1121,0x03805C,graphical_codes,<0A><B0A7><B0A8><B0A9><B0AA><B0AB><B0AC><B0AD><B0AE>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03801F,0x03806F,1196,"
精灵系统启动...",0x03806F,1122,0x03806F,ascii,Turned on the PC,pending_semantic_review,
0x038021,0x038080,1197,"
精灵系统关闭...!",0x038080,1123,0x038080,ascii,Turned off the PC,pending_semantic_review,
0x038023,0x038092,1198,"
喔...小智在那有个圆圆的球吧,那里有宠物精灵是要给你的!拿去吧!",0x038092,1124,0x038092,ascii,"Go ahead,it's yours",pending_semantic_review,
0x038025,0x0380D0,1199,"
要多和怪兽亲近.",0x0380A6,1125,0x0380A6,ascii,"Ash,take good care of Pikachu.",pending_semantic_review,
0x038027,0x0380E1,1200,"
不打不相识!",0x0380E1,1127,0x0380DD,graphical_codes,0000<B0CE><B0CF><B0CE><B0D0><B0D1>!,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x038029,0x0380EE,1201,"
欢迎!买东西吗?",0x0380C5,1126,0x0380C5,ascii,Hello! May I help you?,pending_semantic_review,
0x03802B,0x0380FE,1202,"
谢谢惠顾",0x0380FD,1129,0x0380FD,ascii,Thank you.,pending_semantic_review,
0x03802D,0x038108,1203,"
欢迎!到精灵中心可以恢复精灵的体力.",0x03F3D2,1843,0x03F3D2,ascii,Welcome to our Pok@mon Center! We heal your Pok@mon back to perfect health!,pending_semantic_review,
0x03802F,0x03812C,1204,"
欢迎光临!",0x038108,1130,0x038108,ascii,We hope to see you again!,pending_semantic_review,
0x038031,0x038137,1205,"
恢复    放弃    ",0x038137,1132,0x038130,ascii,Heal Leave,pending_semantic_review,
0x038033,0x038149,1206,"
对不起,因为机能所限这里暂时不能够对战...",0x038149,1133,0x038149,ascii,"Sorry, the Trading Center is closed.",pending_semantic_review,
0x038035,0x038173,1207,"
交换机器也坏了...下次再来看看吧",0x038173,1134,0x038173,ascii,"Sorry, the Cable Club's closed",pending_semantic_review,
0x038037,0x038194,1208,"
买      不买    ",0x038194,1135,0x038194,ascii,Buy Pass,pending_semantic_review,
0x038039,0x0381A6,1209,"
钱不够!",0x0381A6,1136,0x0381A5,graphical_codes,0<B0FE><B0CE><B0F1>!,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03803B,0x0381AF,1210,"
是      否      ",0x0381AF,1137,0x0381AF,ascii,Yes No,pending_semantic_review,
0x03803D,0x0381C1,1211,"
空手道  跆拳道  ",0x0381C1,1138,0x0381C1,ascii,Left Right,pending_semantic_review,
0x03803F,0x0381D3,1212,"
小智使用了居合斩",0x0381D3,1139,0x0381D2,ascii,Used HM CUT!,pending_semantic_review,
0x038041,0x0381E5,1213,"
小智使用了飞天术",0x0381E5,1140,0x0381E0,graphical_codes,00000<B0B6><B0B7><B1A7><B1A8><B0F8><B1AC><B1AD><B1AE>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x038043,0x0381F7,1214,"
小智使用了冲浪术",0x0381F7,1141,0x0381F6,graphical_codes,<0A><B0B6><B0B7><B1A7><B1A8><B0F8><B1AF><B1B0><B1AE>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x038045,0x038209,1215,"
小智使用了怪力术",0x038209,1142,0x038208,graphical_codes,<0A><B0B6><B0B7><B1A7><B1A8><B0F8><B0CA><B0E3><B1AE>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
