stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,source_capacity_bytes,compression,compression_justification,fidelity_comment,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x031D72,MAIN,484,,Ordinary text,0x031D72,0x0319EF,0x0319EF,,,670,0x031D71,秘传25,ascii,TM 25,TM 25 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 25; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031D7A,MAIN,485,,Ordinary text,0x031D7A,0x0319F1,0x0319F1,,,671,0x031D79,秘传26,ascii,TM 26,TM 26 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 26; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031D82,MAIN,486,,Ordinary text,0x031D82,0x0319F3,0x0319F3,,,672,0x031D81,秘传27,ascii,TM 27,TM 27 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 27; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031D8A,MAIN,487,,Ordinary text,0x031D8A,0x0319F5,0x0319F5,,,673,0x031D89,秘传28,ascii,TM 28,TM 28 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 28; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031D92,MAIN,488,,Ordinary text,0x031D92,0x0319F7,0x0319F7,,,674,0x031D91,秘传29,ascii,TM 29,TM 29 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 29; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031D9A,MAIN,489,,Ordinary text,0x031D9A,0x0319F9,0x0319F9,,,675,0x031D99,秘传30,ascii,TM 30,TM 30 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 30; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DA2,MAIN,490,,Ordinary text,0x031DA2,0x0319FB,0x0319FB,,,676,0x031DA1,秘传31,ascii,TM 31,TM 31 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 31; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DAA,MAIN,491,,Ordinary text,0x031DAA,0x0319FD,0x0319FD,,,677,0x031DA9,秘传32,ascii,TM 32,TM 32 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 32; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DB2,MAIN,492,,Ordinary text,0x031DB2,0x0319FF,0x0319FF,,,678,0x031DB1,秘传33,ascii,TM 33,TM 33 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 33; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DBA,MAIN,493,,Ordinary text,0x031DBA,0x031A01,0x031A01,,,679,0x031DB9,秘传34,ascii,TM 34,TM 34 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 34; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DC2,MAIN,494,,Ordinary text,0x031DC2,0x031A03,0x031A03,,,680,0x031DC1,秘传35,ascii,TM 35,TM 35 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 35; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DCA,MAIN,495,,Ordinary text,0x031DCA,0x031A05,0x031A05,,,681,0x031DC9,秘传36,ascii,TM 36,TM 36 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 36; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DD2,MAIN,496,,Ordinary text,0x031DD2,0x031A07,0x031A07,,,682,0x031DD1,秘传37,ascii,TM 37,TM 37 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 37; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DDA,MAIN,497,,Ordinary text,0x031DDA,0x031A09,0x031A09,,,683,0x031DD9,秘传38,ascii,TM 38,TM 38 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 38; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DE2,MAIN,498,,Ordinary text,0x031DE2,0x031A0B,0x031A0B,,,684,0x031DE1,秘传39,ascii,TM 39,TM 39 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and executable machine-description table identify TM 39; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031DEA,MAIN,499,,Ordinary text,0x031DEA,0x031A0D,0x031A0D,,,685,0x031DE9,秘传40,ascii,TM 40,TM 40 ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese number and final executable machine-description position identify TM 40; one trailing space is retained as fixed-width structural padding.,,,,
MAIN:0x031E6A,MAIN,500,,Ordinary text,0x031E6A,,0x031DF4,,,,0x031E6A,小茂,ascii,Gary,Gary,translated_directly_from_reviewed_chinese_source_ai_review,unaligned,low,reviewed_source_adjudication,ai_source_reviewed,4,no,,"The direct rival-name payload is Xiaomao, correctly localized to the official English name Gary.",,,,
MAIN:0x031E6F,MAIN,501,,Ordinary text,0x031E6F,0x031DF6,0x031DF6,,,686,0x031E6F,小刚,ascii,Brock,Brock,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese name Xiaogang and the first Gym Leader table position identify the official English name Brock.,,,,
MAIN:0x031E75,MAIN,502,,Ordinary text,0x031E75,0x031DF8,0x031DF8,,,687,0x031E75,小霞,ascii,Misty,Misty,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese name Xiaoxia and the second Gym Leader table position identify the official English name Misty.,,,,
MAIN:0x031E7B,MAIN,503,,Ordinary text,0x031E7B,0x031DFA,0x031DFA,,,688,0x031E7B,马其斯,ascii,Lt.Surge,Lt. Surge,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,The Chinese transliteration Maqisi and third Gym Leader table position identify Lt. Surge; standard English punctuation is restored.,,,,
MAIN:0x031E84,MAIN,504,,Ordinary text,0x031E84,0x031DFC,0x031DFC,,,689,0x031E83,佳丽亚,ascii,Erika,Erika,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese transliteration and fourth Gym Leader table position positively identify the official English name Erika.,,,,
MAIN:0x031E8A,MAIN,505,,Ordinary text,0x031E8A,0x031DFE,0x031DFE,,,690,0x031E8B,乔,ascii,Koga,Koga,official_english_name_verified_by_executable_table_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,no,,"The isolated Chinese character Qiao is anomalous, but the uninterrupted Gym Leader table position between Erika and Sabrina mechanically identifies Koga.",,,,
MAIN:0x031E8F,MAIN,506,,Ordinary text,0x031E8F,0x031E00,0x031E00,,,691,0x031E8F,娜梅,ascii,Sabrina,Sabrina,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese name Namei and sixth Gym Leader table position identify the official English name Sabrina.,,,,
MAIN:0x031E97,MAIN,507,,Ordinary text,0x031E97,0x031E02,0x031E02,,,692,0x031E95,阿桂,ascii,Blaine,Blaine,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese name Agui and seventh Gym Leader table position identify the official English name Blaine.,,,,
MAIN:0x031E9E,MAIN,508,,Ordinary text,0x031E9E,0x031E04,0x031E04,,,693,0x031E9B,老大,ascii,Giovanni,Giovanni,official_english_name_verified_by_executable_table_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,Chinese gives the title Boss; the eighth Gym Leader slot and matching story dialogue resolve that boss specifically as Giovanni.,,,,
MAIN:0x031EA7,MAIN,509,,Ordinary text,0x031EA7,0x031E06,0x031E06,,,694,0x031EA1,加纳,ascii,Lorelei,Lorelei,official_english_name_verified_by_executable_table_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"The Chinese alias Jiana is irregular, but the first Elite Four table position and matching dialogue identity mechanically establish Lorelei.",,,,
MAIN:0x031EAF,MAIN,510,,Ordinary text,0x031EAF,0x031E08,0x031E08,,,695,0x031EA7,西巴,ascii,Bruno,Bruno,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese name Xiba and second Elite Four table position identify the official English name Bruno.,,,,
MAIN:0x031EB5,MAIN,511,,Ordinary text,0x031EB5,0x031E0A,0x031E0A,,,696,0x031EAD,菊子,ascii,Agatha,Agatha,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese name Juzi and third Elite Four table position identify the official English name Agatha.,,,,
MAIN:0x031EBC,MAIN,512,,Ordinary text,0x031EBC,0x031E0C,0x031E0C,,,697,0x031EB3,瓦它诺,ascii,Lance,Lance,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese transliteration of Wataru and fourth Elite Four table position identify the official English name Lance.,,,,
MAIN:0x031EC2,MAIN,513,,Ordinary text,0x031EC2,0x031E0E,0x031E0E,,,698,0x031EBB,武藏小次郎,ascii,Jesse & James,Jessie & James,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,13,no,,"Chinese explicitly names Musashi and Kojiro; their official English names are Jessie and James, correcting the old Jessie misspelling.",,,,
MAIN:0x031EDD,MAIN,514,,Ordinary text,0x031EDD,0x031E14,0x031E14,,,701,0x031ED7,二当家,ascii,Lugia2009,Deputy,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,Chinese identifies this Fighting Dojo figure as the second-in-command; Deputy restores that role and removes the translator cameo.,,,,
MAIN:0x031EE7,MAIN,515,,Ordinary text,0x031EE7,0x031E16,0x031E16,,,702,0x031EDF,捉虫少年,ascii,Bug Catcher,Bug Catcher,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,The Chinese bug-catching boy class directly matches the established official English class name Bug Catcher.,,,,
MAIN:0x031EF3,MAIN,516,,Ordinary text,0x031EF3,0x031E18,0x031E18,,,703,0x031EE9,侦察员,ascii,Psychic,Scout,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,Directly translates the Chinese scout class; the old Psychic and French psychic-class witnesses conflict with the source.,,,,
MAIN:0x031EFB,MAIN,517,,Ordinary text,0x031EFB,0x031E1A,0x031E1A,,,704,0x031EF1,迷你裙,ascii,Lass,Lass,translated_from_chinese_with_executable_context_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,no,,"The Chinese Miniskirt class is the matching class concept officially localized as Lass, corroborated by its executable table position.",,,,
MAIN:0x031F00,MAIN,518,,Ordinary text,0x031F00,0x031E1C,0x031E1C,,,705,0x031EF9,谈判小子,ascii,Schoolkid,Young Negotiator,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,Preserves both the negotiation role and youthful Xiaozǐ label in the Chinese; the old Schoolkid interpretation is not semantically equivalent.,,,,
MAIN:0x031F0A,MAIN,519,,Ordinary text,0x031F0A,0x031E1E,0x031E1E,,,706,0x031F03,火箭队,ascii,Rocket Grunt>,Team Rocket,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,13,no,,"Directly translates the Chinese organization name. This first adjacent executable slot is male, but the source itself does not add Grunt or a gender marker.",,,,
MAIN:0x031F18,MAIN,520,,Ordinary text,0x031F18,0x031E20,0x031E20,,,707,0x031F0B,火箭队,ascii,Rocket Grunt=,Team Rocket,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,13,no,,"Directly translates the same Chinese organization name. This second adjacent executable slot is female, but the source payload remains ungendered.",,,,
MAIN:0x031F26,MAIN,521,,Ordinary text,0x031F26,0x031E22,0x031E22,,,708,0x031F13,研究员,ascii,Scientist,Scientist,translated_from_chinese_with_executable_context_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,The Chinese researcher concept and executable trainer-class slot agree with the official English class term Scientist.,,,,
MAIN:0x031F30,MAIN,522,,Ordinary text,0x031F30,0x031E24,0x031E24,,,709,0x031F1B,大叔,ascii,Hiker,Man,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,Naturalizes the generic Chinese middle-aged-man address as Man; nothing in the source supports the old Hiker profession.,,,,
MAIN:0x031F36,MAIN,523,,Ordinary text,0x031F36,0x031E26,0x031E26,,,710,0x031F21,游泳男,ascii,Swimmer>,Male Swimmer,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,"Preserves both the swimmer class and the explicit male distinction, which separates this executable slot from the following female swimmer entry.",,,,
MAIN:0x031F3F,MAIN,524,,Ordinary text,0x031F3F,0x031E28,0x031E28,,,711,0x031F29,游泳女,ascii,Swimmer=,Swimmer Girl,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,The Chinese trainer label explicitly denotes a female swimmer; the old equals-sign gender surrogate is rendered as a natural class name.,,,,
MAIN:0x031F48,MAIN,525,,Ordinary text,0x031F48,0x031E2A,0x031E2A,,,712,0x031F31,绅士,ascii,Gentleman,Gentleman,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,The Chinese trainer label directly means Gentleman and both witnesses concord.,,,,
MAIN:0x031F52,MAIN,526,,Ordinary text,0x031F52,0x031E2C,0x031E2C,,,713,0x031F37,大胖子,ascii,Fire Breather,Big Guy,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,13,no,,"Corrects the unrelated Fire Breather witness: the Chinese class literally denotes a big, heavyset man, consistently called Big Guy in his reviewed dialogue.",,,,
MAIN:0x031F60,MAIN,527,,Ordinary text,0x031F60,0x031E2E,0x031E2E,,,714,0x031F3F,水手,ascii,Sailor,Sailor,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese trainer label directly means Sailor; witness padding is not semantic.,,,,
MAIN:0x031F67,MAIN,528,,Ordinary text,0x031F67,0x031E30,0x031E30,,,715,0x031F45,士兵,ascii,Cool Trainer>,Soldier,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,13,no,,"Corrects the Cool Trainer mismatch: the Chinese class explicitly says Soldier, as do this class's reviewed dialogue labels.",,,,
MAIN:0x031F75,MAIN,529,,Ordinary text,0x031F75,0x031E32,0x031E32,,,716,0x031F4B,老爷爷,ascii,Cue Ball,Old Man,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,"Corrects the Cue Ball mismatch: the Chinese class directly denotes an old man, matching its reviewed speaker label.",,,,
MAIN:0x031F7E,MAIN,530,,Ordinary text,0x031F7E,0x031E34,0x031E34,,,717,0x031F53,女孩,ascii,Jr.Trainer=,Girl,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,The Chinese class simply says Girl; the more specific old Jr. Trainer label is not reintroduced.,,,,
MAIN:0x031F8A,MAIN,531,,Ordinary text,0x031F8A,0x031E36,0x031E36,,,718,0x031F59,职员,ascii,Super Nerd,Worker,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,no,,"Corrects the Super Nerd mismatch: the Chinese label denotes an employee or worker, consistent with reviewed dialogue labels.",,,,
MAIN:0x031F95,MAIN,532,,Ordinary text,0x031F95,0x031E38,0x031E38,,,719,0x031F5F,少年,ascii,Youngster,Youngster,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,The Chinese youth label concords with the Youngster class; legacy trailing padding is omitted.,,,,
MAIN:0x031F9F,MAIN,533,,Ordinary text,0x031F9F,0x031E3A,0x031E3A,,,720,0x031F65,女生,ascii,Teacher,Girl,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"Corrects the Teacher mismatch: the Chinese label denotes a girl or female student and is rendered as Girl, consistent with reviewed dialogue.",,,,
MAIN:0x031FA7,MAIN,534,,Ordinary text,0x031FA7,0x031E3C,0x031E3C,,,721,0x031F6B,大姐姐,ascii,Kimono Girl,Woman,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,The Chinese familiar label for an older girl or young woman is rendered as Woman; it contains no kimono fact.,,,,
MAIN:0x031FB3,MAIN,535,,Ordinary text,0x031FB3,0x031E3E,0x031E3E,,,722,0x031F73,修女,ascii,Channeler,Nun,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,The Chinese class explicitly says Nun; Channeler and Exorcist are secondary class substitutions.,,,,
MAIN:0x031FBD,MAIN,536,,Ordinary text,0x031FBD,0x031E40,0x031E40,,,723,0x031F79,钓鱼者,ascii,Fisherman,Fisherman,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,The Chinese angler label concords with Fisherman; no witness padding is retained.,,,,
MAIN:0x031FC7,MAIN,537,,Ordinary text,0x031FC7,0x031E42,0x031E42,,,724,0x031F81,电气团,ascii,Rocker,Rocker,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,"The Chinese electric-group label, Electric-specialist dialogue, and executable trainer slot concord with the Rocker class.",,,,
MAIN:0x031FCE,MAIN,538,,Ordinary text,0x031FCE,0x031E44,0x031E44,,,725,0x031F89,捉鸟人,ascii,Bird Keeper,Bird Keeper,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,The Chinese bird-catcher label and trainer context identify Bird Keeper.,,,,
MAIN:0x031FDA,MAIN,539,,Ordinary text,0x031FDA,0x031E46,0x031E46,,,726,0x031F91,暴走族,ascii,Biker,Biker,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese motorcycle-gang label concords with the Biker class.,,,,
MAIN:0x031FE0,MAIN,540,,Ordinary text,0x031FE0,0x031E48,0x031E48,,,727,0x031F99,忍者,ascii,Ninja,Ninja,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese class directly says Ninja.,,,,
MAIN:0x031FE6,MAIN,541,,Ordinary text,0x031FE6,0x031E4A,0x031E4A,,,728,0x031F9F,空手道,ascii,Black Belt,Blackbelt,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,no,,The Chinese class explicitly names karate; Karateka preserves that discipline instead of substituting the broader Black Belt label. Full-text review: Uses the official English Gen I trainer-class name rather than the Japanese loanword Karateka.,,,,
MAIN:0x031FF1,MAIN,542,,Ordinary text,0x031FF1,0x031E4C,0x031E4C,,,729,0x031FA7,跆拳道,ascii,Prof.Oak,Taekwondo Fighter,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,"Corrects the unrelated Professor Oak witness: the Chinese class explicitly names a taekwondo practitioner, matching reviewed dojo dialogue.",,,,
MAIN:0x031FFA,MAIN,543,,Ordinary text,0x031FFA,0x031E4E,0x031E4E,,,730,0x031FAF,超能力,ascii,Cool Trainer=,Psychic,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,13,no,,"The Chinese psychic-power label and Saffron Gym dialogue identify the Psychic class, not a female Cool Trainer.",,,,
MAIN:0x032008,MAIN,544,,Ordinary text,0x032008,0x031E50,0x031E50,,,731,0x031FB7,精神师,ascii,Pok@Maniac,Psychic,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,no,,Corrects the Pokémaniac mismatch: the Chinese mentalist label and the class's reviewed dialogue identify another Psychic trainer slot.,,,,
MAIN:0x032013,MAIN,545,,Ordinary text,0x032013,0x031E52,0x031E52,,,732,0x031FBF,小偷,ascii,Burglar,Burglar,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese thief label concords with the Burglar class.,,,,
MAIN:0x032161,MAIN,546,,Ordinary text,0x032161,0x031E66,0x031E66,,,742,0x032009,滑雪女,ascii,Skier,Female Skier,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese label explicitly identifies a female skier; the gender is stated in words for the strict English codec.,,,,
MAIN:0x032167,MAIN,547,,Ordinary text,0x032167,0x031E68,0x031E68,,,743,0x032011,滑雪男,ascii,Boarder,Male Skier,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"Corrects the Boarder substitution: the Chinese explicitly identifies a male skier, not a snowboarder.",,,,
MAIN:0x03216F,MAIN,548,,Ordinary text,0x03216F,0x033059,0x033059,,,927,0x033128,石英高原,graphical_codes,<B76B><B76D><B76F><B771>  ,Indigo Plateau,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,no,,The Chinese Quartz Plateau place name and executable world-location slot concord with Indigo Plateau; unreadable legacy graphics and padding are discarded.,,,,
MAIN:0x03217A,MAIN,549,,Pokédex,0x03217A,0x032024,0x032024,pokedex_13x4,,747,0x0321A4,用尾巴的火焰表达心情,ascii,Steam is saidto spout fromit's tail when it rains,Its tail flame shows its mood.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,52,no,,Direct Chinese-source rendering: Its tail flame shows its mood; no divergent 2015 detail is imported.,,,,
MAIN:0x0321AF,MAIN,550,,Pokédex,0x0321AF,0x03202A,0x03202A,pokedex_13x4,,750,0x0321F6,身体有坚硬的外壳可发出强烈的泡沫,ascii,It withdraws into its shell when indanger,Its hard shell can fire powerful bubbles.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,45,yes,Rephrased to fit the four 13-cell Pokédex lines without splitting a word or dropping the source fact.,Direct Chinese-source rendering: Its hard shell can fire strong foam; no divergent 2015 detail is imported. Full-text review: Uses the natural battle verb and count noun.,,,,
MAIN:0x0321DD,MAIN,551,,Pokédex,0x0321DD,0x03202C,0x03202C,pokedex_13x4,,751,0x032218,隐藏在水中等待食物游泳速度很快,ascii,"To swim fast,it uses its ears to main-tain balance","It hides in water, waits for food, and swims fast.",translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,51,no,,"Direct Chinese-source rendering: It hides in water, waits for food, and swims fast; no divergent 2015 detail is imported.",,,,
MAIN:0x032211,MAIN,552,,Pokédex,0x032211,0x03202E,0x03202E,pokedex_13x4,,752,0x032238,背上喷射口像火箭一样喷射厉害水流,ascii,A very brutalPok@mon with powerful jetson its back,Its back jets fire fierce streams like rockets.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,50,no,,Direct Chinese-source rendering: Its back jets fire fierce streams like rockets; no divergent 2015 detail is imported.,,,,
MAIN:0x032244,MAIN,553,,Pokédex,0x032244,0x032032,0x032032,pokedex_13x4,,754,0x03226C,外壳变硬前受到攻击会流出液体,ascii,It hardens its shell to protect its weak body,"Before hardening, it leaks when struck.",translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,48,yes,Rephrased to fit the four 13-cell Pokédex lines without splitting a word or dropping the source fact.,"Direct Chinese-source rendering: Before its shell hardens, hits draw fluid; no divergent 2015 detail is imported. Full-text review: Replaces the unnatural phrase 'hits draw fluid'.",,,,
MAIN:0x032275,MAIN,554,,Pokédex,0x032275,0x032036,0x032036,pokedex_13x4,,756,0x03229E,喜欢吃树叶头上长着坚利的针,ascii,It hides in grass and bushes to eatleaves,It loves leaves and has a sharp head spike.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,45,no,,Direct Chinese-source rendering: It loves leaves and has a sharp head spike; no divergent 2015 detail is imported.,,,,
MAIN:0x0322A3,MAIN,555,,Pokédex,0x0322A3,0x03203A,0x03203A,pokedex_13x4,,758,0x0322DA,告诉飞行用大的毒针刺敌人,ascii,It jabs foes with its 3 poisonous stingers,It flies fast and jabs foes with a big toxic barb.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,47,no,,Direct Chinese-source rendering: It flies fast and jabs foes with a big toxic barb; no divergent 2015 detail is imported.,,,,
MAIN:0x0322D3,MAIN,556,,Pokédex,0x0322D3,0x03203C,0x03203C,pokedex_13x4,,759,0x0322F4,多分布在森林和草地,ascii,It will oftenkick up sand to protect itself,It lives mainly in forests and grasslands.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,45,no,,Direct Chinese-source rendering: It lives mainly in forests and grasslands; no divergent 2015 detail is imported.,,,,
MAIN:0x032301,MAIN,557,,Pokédex,0x032301,0x032040,0x032040,pokedex_13x4,,761,0x03232A,寻找食物的时候贴在水面滑行,ascii,It skims the surface of water to pickoff Magikarp,It skims the water when seeking food.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,51,no,,Direct Chinese-source rendering: It skims the water when seeking food; no divergent 2015 detail is imported.,,,,
MAIN:0x032335,MAIN,558,,Pokédex,0x032335,0x032044,0x032044,pokedex_13x4,,763,0x032358,移动较慢长着厉害的门牙,ascii,"Its feet are webbed, whichit uses to swim and hunt",It moves slowly and has strong front teeth.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,52,no,,Direct Chinese-source rendering: It moves slowly and has strong front teeth; no divergent 2015 detail is imported.,,,,
MAIN:0x03236A,MAIN,559,,Pokédex,0x03236A,0x03204A,0x03204A,pokedex_13x4,,766,0x0323A4,能吞下波波或大嘴雀的蛋,ascii,Moves quietlyand eats the eggs of bird Pok@mon,It can swallow Pidgey or Fearow eggs.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,46,no,,Direct Chinese-source rendering: It can swallow Pidgey or Fearow eggs; no divergent 2015 detail is imported.,,,,
MAIN:0x032399,MAIN,560,,Pokédex,0x032399,0x03204C,0x03204C,pokedex_13x4,,767,0x0323BC,样子可怕不用战斗就能吓跑敌人,ascii,The markings on its belly serve as a warning,Its scary look can rout foes without a fight.,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,46,no,,Direct Chinese-source rendering: Its scary look can rout foes without a fight; no divergent 2015 detail is imported.,,,,
