stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,source_capacity_bytes,compression,compression_justification,fidelity_comment,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x03C15A,MAIN,1550,D0678,In-game dialogue,0x03C15A,0x03AFD4,0x03AFD4,dialogue_19_19,,1656,0x03C719,修女:我的意识恢复了,ascii,Was I dreaming?,I've come to my senses.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,15,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the idiomatic recovery phrase. Omits the contextual one-speaker label 'NUN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03C16A,MAIN,1551,D0679,In-game dialogue,0x03C16A,0x03AFD6,0x03AFD6,dialogue_19_19,,1657,0x03C72E,修女:康儿...康儿...,ascii,Give me your soul!,Kang'er... Kang'er...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,18,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Preserves the repeated name Kang'er exactly as a source-specific personal reference.,,,,
MAIN:0x03C17D,MAIN,1552,D0680,In-game dialogue,0x03C17D,0x03AFD8,0x03AFD8,dialogue_19_19,,1658,0x03C743,修女:颤抖了...,ascii,I was possessed.,I'm shaking...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,16,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly restores the Nun's trembling rather than the 2015 possession statement.,,,,
MAIN:0x03C18E,MAIN,1553,D0681,In-game dialogue,0x03C18E,0x03AFDE,0x03AFDE,dialogue_19_19,,1661,0x03C785,修女:伤心啊...,ascii,Zombies!,How sad...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,8,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly preserves the Nun's expression of sadness rather than the unrelated zombie exclamation.,,,,
MAIN:0x03C197,MAIN,1554,D0682,In-game dialogue,0x03C197,0x03AFE0,0x03AFE0,dialogue_19_19,,1662,0x03C795,修女:有什么从我身体里飞出...,ascii,Huh? What?,Something flew out of me...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,10,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Corrected against the Chinese source: restores that something flew out of the Nun's body, rather than merely leaving it.",,,,
MAIN:0x03C1A2,MAIN,1555,D0683,In-game dialogue,0x03C1A2,0x03AFDA,0x03AFDA,dialogue_19_19,,1659,0x03C753,神婆:嘻嘻...嘻嘻...,ascii,Urgah...Urff...,Hee... hee...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,15,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Faithfully renders the Medium's repeated giggle rather than the 2015 groans.,,,,
MAIN:0x03C1B2,MAIN,1556,D0684,In-game dialogue,0x03C1B2,0x03AFDC,0x03AFDC,dialogue_19_19,,1660,0x03C768,神婆:嘻嘻...我到底是怎么了?,ascii,I was controlled by evil spirits.,Hee hee... What happened to me?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,35,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Keeps both the giggle and the Medium's confusion about her condition.,,,,
MAIN:0x03C1D6,MAIN,1557,D0685,In-game dialogue,0x03C1D6,0x03AFE2,0x03AFE2,dialogue_19_19,,1663,0x03C7B3,离开!离开这里!...,ascii,Begone...intruders.,Leave! Get out of here!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Preserves the two urgent commands to leave this place without assigning an unsupported speaker. Full-text review: Removes an ellipsis after an exclamation and restores the location.,,,,
MAIN:0x03C1EA,MAIN,1558,D0686,In-game dialogue,0x03C1EA,0x03AFE4,0x03AFE4,dialogue_19_19,,1664,0x03C7C6,使用精灵眼镜看穿幽灵的真正身份!,ascii,The Silph Scope identified the Marowak ghost.,Silph Scope showed the ghost's true form!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,52,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 66 to 43 formatted bytes while retaining every Chinese-source detail named in the fidelity comment.",Compressed directly against the Chinese source. Keeps use of the Silph Scope and the revelation of the ghost's true identity without naming it before the next line does.,,,,
MAIN:0x03C21F,MAIN,1559,D0687,In-game dialogue,0x03C21F,0x03AFE6,0x03AFE6,dialogue_19_19,ASH,1665,0x03C7E7,小智:原来幽灵的真正身份是温柔的可拉可拉的妈妈...,ascii,The Ghost was the restless soul of Cubone's mother! Her soul was calmedand she departed tothe afterlife.,ASH: The ghost was Cubone's kind mother...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,109,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 57 to 47 formatted bytes while retaining every Chinese-source detail named in the fidelity comment.",Compressed directly against the Chinese source. Preserves Ash as speaker and identifies the ghost specifically as Cubone's gentle mother without adding her later fate.,,,,
MAIN:0x03C28D,MAIN,1560,D0688,In-game dialogue,0x03C28D,0x03AFE8,0x03AFE8,dialogue_19_19,JESSIE,1666,0x03C819,火箭队:这个吉野老头真难缠!不打败我们是救不了吉野老头的!,ascii,"Jessie: Stop right there! Meowth: Grampa herewanted to complain,so we're setting him straight. James: So render yourself invisible,or prepare to fight!",JESSIE: Pesky Mr. Fuji! Beat us to save him!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,177,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,,,,
MAIN:0x03C33F,MAIN,1561,D0689,In-game dialogue,0x03C33F,,0x03B002,dialogue_19_19,JAMES,1679,0x03C979,小次郎:你给我记住,ascii,Looks like Team Rocket's blasting off again!,JAMES: You'll pay for this!,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,48,no,,Naturally renders James's remembered threat and replaces the unrelated blasting-off catchphrase.,,,,
MAIN:0x03C370,MAIN,1562,D0690,In-game dialogue,0x03C370,0x03B008,0x03B008,dialogue_19_19,MR. FUJI,1682,0x03C9B0,"吉野:你是来救我的吗?谢谢你...我是来告诫可拉可拉的母亲嘎拉嘎拉之灵而来的,看样子嘎拉嘎拉到天国去了!真要感谢你们特地来这!那现在跟我一起回家",ascii,Fuji:Heh? You came to save me? Thank you. I came here tocalm the soul of Cubone's mother. I think her spirit isat rest and moved on. I must thank you. Follow me to my home.,"MR. FUJI: Did you come to rescue me? Thank you... I came to calm the spirit of Marowak, Cubone's mother. It seems she has gone to heaven. Thank you for coming all this way. Now, come home with me.",adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,179,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology. Full-text review: Restores every source sentence and relation in natural English.,,,,
MAIN:0x03C424,MAIN,1563,D0691,In-game dialogue,0x03C424,0x03B00A,0x03B00A,dialogue_19_19,MR. FUJI,1683,0x03CA3A,"吉野:小智在完成精灵图鉴的时候如果不对精灵们付出爱心想完成是很困难的...也不知该如何帮助你,这给你吧!",ascii,"Here Ash, I think this Pok@Flute willhelp you on your quest.","MR. FUJI: Ash, you'll never finish the Pokédex without loving your Pokémon. This may help!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,63,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Compressed directly against the Chinese source. Keeps Ash's Pokédex goal, love for Pokémon as a requirement, Fuji's uncertainty, and his offered item. Full-text review: Repairs the conditional logic and the gift transition.",,,,
MAIN:0x03C464,MAIN,1564,D0692,In-game dialogue,0x03C464,0x03B00C,0x03B00C,dialogue_19_19,MR. FUJI,1684,0x03CA9E,"吉野:吹起宠物精灵笛就算是熟睡的精灵也会跳起,遇到睡着的精灵使用看看吧!",ascii,The Pok@Flute will wake any sleeping Pok@mon.,MR. FUJI: The Poké Flute wakes even sleeping Pokémon. Use it when you meet one!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,46,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,,,,
MAIN:0x03C493,MAIN,1565,D0693,In-game dialogue,0x03C493,0x03CEFA,0x03CEFA,dialogue_19_19,GUARD,1776,0x03D7CD,守卫:好渴啊...想喝水...什么?这个矿泉水真的要送给我??好吧为了答谢你就特别的放你过去吧...,ascii,"Boy! I'm parched! Huh?I can have thisdrink? Thanks! If you want to go to Saffron, you can goon through.",I'm parched! Fresh Water for me? Thanks! I'll let you pass.,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,106,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,,,,
MAIN:0x03C4FE,MAIN,1566,D0694,In-game dialogue,0x03C4FE,0x03CEFE,0x03CEFE,dialogue_19_19,,1778,0x03D83D,火箭队:在那边的小鬼别到这里徘徊!!,ascii,What are you doing here kid!?,"Hey, kid! Don't loiter here!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,29,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly restores the warning to the child not to loiter in this area.,,,,
MAIN:0x03C51C,MAIN,1567,D0695,In-game dialogue,0x03C51C,0x03CF00,0x03CF00,dialogue_19_19,TEAM ROCKET,1779,0x03D860,火箭队:老大想侵占这栋新力公司...,ascii,Silph Co.will mergewith Team Rocket!,Boss aims to seize Silph Co...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,36,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Corrected against the Chinese source: explicitly restores the Boss's intent to seize Silph Co., not merely want it.",,,,
MAIN:0x03C541,MAIN,1568,D0696,In-game dialogue,0x03C541,0x03CF02,0x03CF02,dialogue_19_19,,1780,0x03D882,火箭队:我就是火箭队四兄弟之一!,ascii,Go home kid!,I'm one of four Rocket Brothers!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,12,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Preserves membership in the explicitly four-man Rocket Brothers group.,,,,
MAIN:0x03C54E,MAIN,1569,D0697,In-game dialogue,0x03C54E,0x03CF04,0x03CF04,dialogue_19_19,,1781,0x03D8A2,火箭队:如果控制了新力就能把宠物精灵卖个好价钱!,ascii,You're good.,"With Silph, we can sell Pokémon for more!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,12,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and auxiliary. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03C55B,MAIN,1570,D0698,In-game dialogue,0x03C55B,0x03CF06,0x03CF06,dialogue_19_19,,1782,0x03D8D2,"火箭队:妨碍我的家伙,太可恶了!!",ascii,Kids aren't allowedin here!,Darn you for getting in my way!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,27,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Replaces an unnatural curse construction with the direct source complaint. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03C577,MAIN,1571,D0699,In-game dialogue,0x03C577,0x03CF08,0x03CF08,dialogue_19_19,,1783,0x03D8F2,火箭队:我错了...,ascii,Why do you fight us?,I was wrong...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,22,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly restores the Rocket member's admission of being wrong.,,,,
MAIN:0x03C58E,MAIN,1572,D0700,In-game dialogue,0x03C58E,0x03CF0A,0x03CF0A,dialogue_19_19,,1784,0x03D904,火箭队:发现可疑的家伙!!,ascii,That's far enough kid!,I've spotted someone suspicious!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,23,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Turns a label fragment into the source alert. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03C5A6,MAIN,1573,D0701,In-game dialogue,0x03C5A6,0x03CF0C,0x03CF0C,dialogue_19_19,TEAM ROCKET,1785,0x03D91D,火箭队:你到底是什么人?,ascii,I work for Silph and Team Rocket!,Who are you?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,35,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Restores the demand for the player's true identity instead of the unrelated dual-employment claim.,,,,
MAIN:0x03C5CA,MAIN,1574,D0702,In-game dialogue,0x03C5CA,0x03CF16,0x03CF16,dialogue_19_19,,1790,0x03D9A5,火箭队:能来到这里你还真有办法...,ascii,"Quit messing with us,kid!",You made it here? Impressive...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,26,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Preserves the reluctant acknowledgment of the player's ability to reach this point.,,,,
MAIN:0x03C5E5,MAIN,1575,D0703,In-game dialogue,0x03C5E5,0x03CF18,0x03CF18,dialogue_19_19,,1791,0x03D9C7,"火箭队:我真要夸奖你能顺利到这来,但社长室可没这么容易让你过去",ascii,I give up!,"Impressive! You've made it this far, but reaching the President's office won't be easy!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,10,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the missing article and a natural contrast. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03C5F0,MAIN,1576,D0704,In-game dialogue,0x03C5F0,0x03CF12,0x03CF12,dialogue_19_19,,1788,0x03D964,火箭队:没见过的家伙,ascii,I was a scientist for Silph.,I've never seen you.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,29,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly restores the Rocket member's observation that the player is unfamiliar.,,,,
MAIN:0x03C60E,MAIN,1577,D0705,In-game dialogue,0x03C60E,0x03CF14,0x03CF14,dialogue_19_19,,1789,0x03D979,火箭队:打倒我你就满足了吗?我是不会让你赢的,ascii,"Team Rocket said ifI helped them, theywould let me study Pok@mon!",Will beating me satisfy you? You won't win!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,65,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Preserves both the taunting question about satisfaction and the refusal to let the player win.,,,,
MAIN:0x03C650,MAIN,1578,D0706,In-game dialogue,0x03C650,0x03CF1A,0x03CF1A,dialogue_19_19,,1792,0x03DA05,火箭队:这个新力公司被我们火箭队占据了!!,ascii,Intruder spotted!,Silph Co. is ours!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,17,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly restores the claim that Team Rocket has seized and occupied Silph Co.,,,,
MAIN:0x03C662,MAIN,1579,D0707,In-game dialogue,0x03C662,0x03CF1C,0x03CF1C,dialogue_19_19,,1793,0x03DA2E,火箭队:火箭队万岁!,ascii,Who are you?,Long live Team Rocket!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,12,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Faithfully restores the Rocket member's celebratory slogan.,,,,
MAIN:0x03C66F,MAIN,1580,D0708,In-game dialogue,0x03C66F,0x03CF0E,0x03CF0E,dialogue_19_19,,1786,0x03D935,火箭队:又是你在这里捣乱!?,ascii,We have control of Silph Co.!,"You again, causing trouble?!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,29,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Keeps recognition of the returning player and accusation of renewed interference.,,,,
MAIN:0x03C68D,MAIN,1581,D0709,In-game dialogue,0x03C68D,0x03CF10,0x03CF10,dialogue_19_19,,1787,0x03D950,火箭队:请随便看...,ascii,Boss has been afterthis place!,Feel free to look...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,30,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Compressed directly against the Chinese source. Directly preserves the Rocket member's permission, likely sarcastic, to look around freely.",,,,
MAIN:0x03C6AC,MAIN,1582,D0710,In-game dialogue,0x03C6AC,0x03CF1E,0x03CF1E,dialogue_19_19,,1794,0x03DA42,火箭队:你想干什么?,ascii,My Pok@mon are my loyal soldiers!,What do you want?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,34,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly restores the demand to know the player's intent.,,,,
MAIN:0x03C6CF,MAIN,1583,D0711,In-game dialogue,0x03C6CF,0x03CF20,0x03CF20,dialogue_19_19,,1795,0x03DA56,火箭队:可恶的家伙,ascii,Darn these weak Pok@mon!,Darn you!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,27,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Naturally renders the Rocket member's insult toward the player without blaming weak Pokémon as in 2015.,,,,
MAIN:0x03C6EB,MAIN,1584,D0712,In-game dialogue,0x03C6EB,0x03CF26,0x03CF26,dialogue_19_19,,1798,0x03DAA3,大姐头:老大已经在这里我们就没有什么好害怕的!!,ascii,Show Team Rocket a little respect!,Boss is here. We fear nothing!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,34,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Compressed directly against the Chinese source. Preserves the female Rocket speaker, the Boss's presence, and the confidence that it removes all fear.",,,,
MAIN:0x03C70E,MAIN,1585,D0713,In-game dialogue,0x03C70E,0x03CF28,0x03CF28,dialogue_19_19,,1799,0x03DAD2,大姐头:我是新力的社员同时也是火箭队的一员,ascii,Disrespectful brat!,I'm a Silph employee and a member of Team Rocket.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the complete official organization name in a natural reveal. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03C722,MAIN,1586,D0714,In-game dialogue,0x03C722,0x03CF22,0x03CF22,dialogue_19_19,,1796,0x03DA69,火箭队:新力已经是我们的了,ascii,There shouldn't be any children here!,Silph is ours!,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,37,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,,,,
MAIN:0x03C748,MAIN,1587,D0715,In-game dialogue,0x03C748,0x03CF24,0x03CF24,dialogue_19_19,,1797,0x03DA84,"火箭队:别打我,我也是被逼的...",ascii,It's a long way to our boss!,Don't hit me! I was forced too...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,28,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Keeps the plea not to be struck and the claim that the Rocket member was also coerced.,,,,
MAIN:0x03C765,MAIN,1588,D0716,In-game dialogue,0x03C765,0x03CF36,0x03CF36,dialogue_19_19,GARY,1806,0x03DBB1,小茂:等你很久了小智!!我就知道在这等你会出现的!好像被火箭队为难了!反正与我无关!!让我看看你底有没有变强!,ascii,"What kept you Ash? Haha! I guess Team Rocket slowed you down! I saw you in Saffron,so I wantedto see if you got better!","GARY: Hahaha! I knew you'd come, Ash! Team Rocket gave you trouble? I don't care! Show me how much stronger you've gotten!",adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,121,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology. Full-text review: Repairs the source questions and the ungrammatical final challenge.,,,,
MAIN:0x03C7DF,MAIN,1589,D0717,In-game dialogue,0x03C7DF,0x03CF38,0x03CF38,dialogue_19_19,GARY,1807,0x03DC19,小茂:开玩笑...那小智我先走了...我还要去精灵联盟挑战最强的四天王啊!!小智你也要加油喔!再见了!!,ascii,"Well,Ash!I'm movingon up,I'm going to the Pok@mon League to boot out the Elite Four! Good luck to ya Ash! Smell ya later!","GARY: Just kidding... I'm off to face the Elite Four! Keep it up, Ash! Smell ya!",adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,129,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,,,,
MAIN:0x03C861,MAIN,1590,D0718,In-game dialogue,0x03C861,0x03CF2A,0x03CF2A,dialogue_19_19,,1800,0x03DAFD,火箭队:我也是火箭队四兄弟其中之一!,ascii,I heard a kid was wandering around.,I'm also one of the four Rocket Brothers!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,36,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the definite article. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03C886,MAIN,1591,D0719,In-game dialogue,0x03C886,0x03CF2C,0x03CF2C,dialogue_19_19,,1801,0x03DB21,"火箭队:算了,我弟弟会为我报仇的!",ascii,Blast it!,Fine. My kid brother will avenge me!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,9,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Keeps the concession and explicit promise that the speaker's younger brother will take revenge.,,,,
MAIN:0x03C890,MAIN,1592,D0720,In-game dialogue,0x03C890,0x03CF32,0x03CF32,dialogue_19_19,,1804,0x03DB88,火箭队:你敢小看我?,ascii,You dare betray us?,You dare mock me?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Compressed directly against the Chinese source. Restores the challenge about being underestimated, not betrayed.",,,,
MAIN:0x03C8A4,MAIN,1593,D0721,In-game dialogue,0x03C8A4,0x03CF34,0x03CF34,dialogue_19_19,,1805,0x03DB9C,火箭队:小看就小看吧,ascii,You traitor!,"Go on, mock me.",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,12,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Directly preserves the Rocket member's resigned invitation to keep underestimating him.,,,,
MAIN:0x03C8B1,MAIN,1594,D0722,In-game dialogue,0x03C8B1,0x03CF2E,0x03CF2E,dialogue_19_19,,1802,0x03DB42,火箭队:刚刚有消息说有小孩在这附近徘徊!,ascii,Oh ho! I smell a rat!,I just heard that a kid is lurking nearby!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,23,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted hearsay subject and complete clause. Omits the contextual one-speaker label 'ROCKET', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03C8C9,MAIN,1595,D0723,In-game dialogue,0x03C8C9,0x03CF30,0x03CF30,dialogue_19_19,,1803,0x03DB6A,火箭队:不要反抗火箭队的好...,ascii,You are a skilled trainer!,Better not oppose us...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,27,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Restores the warning that resisting Team Rocket is unwise.,,,,
