pointer_reference_hex,chinese_record_index,chinese_offset_hex,chinese_text,english_offset_hex,english_storage,english_text,english_translation_status,french_source_offset_hex,french_text,present_in_french,pointer_redirected_for_french
0x0383C1,1405,0x03A61C,"
船员:船已经出发了",0x03A525,ascii,The S.S.ANNE left.,english_ascii_present,0x03A525,L'Océane est partie.,yes,no
0x0383C3,1406,0x03A62F,"
绅士:我是从宝石大陆来的",0x03A1FA,ascii,My Pok@mon are my freinds!,english_ascii_present,0x03A1FA,Je viens de Hoenn.,yes,no
0x0383C5,1407,0x03A648,"
绅士:有空一定要去宝石大陆看看哦",0x03A216,ascii,You should be nice to freinds!,english_ascii_present,0x03A216,"Va donc à Hoenn
un de ces jours !",yes,no
0x0383C7,1408,0x03A669,"
迷你裙:这里的男孩都很害羞呢",0x03A235,ascii,I got Pok@mon from all over!,english_ascii_present,0x03A235,Les garçons d'ici sont tous timides.,yes,no
0x0383C9,1409,0x03A686,"
迷你裙:讨厌你这种小孩子!",0x03A252,ascii,Oh No! You hurt them!,english_ascii_present,0x03A252,"Les gamins comme
toi m'énervent !",yes,no
0x0383CB,1410,0x03A6A0,"
绅士:来到这个方元地区还真是舒服",0x03A296,ascii,"You,pup! How dare you barge in!",english_ascii_present,0x03A296,On se sent vraiment bien à Hoenn.,yes,no
0x0383CD,1411,0x03A6C1,"
绅士:你听说过还有金银地区的传说吗?",0x03A2B7,ascii,Humph! You rude child!,english_ascii_present,0x03A2B7,"Légendes de Johto :
tu connais ?",yes,no
0x0383CF,1412,0x03A6E5,"
大胖子:看我钓上的好货色吧!",0x03A2F8,ascii,I like feisty kids like you!,english_ascii_present,0x03A2F8,Admire ma prise !,yes,no
0x0383D1,1413,0x03A701,"
大胖子:可恶...",0x03A315,ascii,Argh! Lost it!,english_ascii_present,0x03A315,Zut...,yes,no
0x0383D3,1414,0x03A711,"
水手:今天天气好啊",0x03A2D1,ascii,My pride is at stake!,english_ascii_present,0x03A2D1,Quel beau temps !,yes,no
0x0383D5,1415,0x03A724,"
水手:我玩的很开心",0x03A2EB,ascii,You sank me!,english_ascii_present,0x03A2EB,Je me suis bien amusé.,yes,no
0x0383D7,1416,0x03A737,"
水手:天天都努力工作",0x03A394,ascii,Us Sailors have Pok@mon too!,english_ascii_present,0x03A394,Je bosse dur tous les jours.,yes,no
0x0383D9,1417,0x03A74C,"
水手:有没有搞错?",0x03A3B4,ascii,"Ok, You're not bad.",english_ascii_present,0x03A3B4,C'est une blague ?!,yes,no
0x0383DB,1418,0x03A75E,"
谈判小子:你别小看我的精灵",0x03A26B,ascii,I love Pok@mon! Do you?,english_ascii_present,0x03A26B,Ne sous-estime pas mes Pokémon !,yes,no
0x0383DD,1419,0x03A779,"
谈判小子:还欠缺修炼啊",0x03A283,ascii,Wow! You're great!,english_ascii_present,0x03A283,"Je dois encore
m'entraîner...",yes,no
0x0383DF,1420,0x03A790,"
迷你裙:我喜欢大海的感觉",0x03A324,ascii,I never saw you at the party!,english_ascii_present,0x03A324,J'adore l'air marin.,yes,no
0x0383E1,1421,0x03A7A9,"
迷你裙:就像喜欢你一样...",0x03A342,ascii,"Oh, I adore your strong Pok@mon!",english_ascii_present,0x03A342,"Je t'aime presque
autant...",yes,no
0x0383E3,1422,0x03A7C3,"
绅士:明年我要去旅游",0x03A7BD,graphical_codes,0000000<B7B4><B1C5>:<B5E6><B3EA><B1C2><B0C3><B0C7><B7C1><B5FB>,not_translated_in_english,0x03A7BD,Je voyagerai l'an prochain.,yes,no
0x0383E5,1423,0x03A7D8,"
绅士:都一把年纪了,走不动了",0x03A7D8,graphical_codes,"<0A><B7B4><B1C5>:<B1C0><B1D1><B3D3><B3EA><B7C2><B0F8>,<B7C3><B0CE><B0B2><B0F8>",not_translated_in_english,0x03A7D8,Je suis trop vieux pour marcher loin.,yes,no
0x0383E7,1424,0x03A7F4,"
水手:小子,别乱逛!",0x03A7F4,graphical_codes,"<0A><B5F7><B1A3>:<B0B6><B1DF>,<B2CA><B7C4><B5C1>!",not_translated_in_english,0x03A7F4,"Ne traîne pas ici, gamin !",yes,no
0x0383E9,1425,0x03A807,"
水手:我错了,请您随便参观",0x03A807,graphical_codes,"<0A><B5F7><B1A3>:<B1C2><B2DC><B0F8>,<B2D8><B7C5><B5C2><B3A2><B7C6><B6DB>",not_translated_in_english,0x03A807,J'avais tort. Visite à ta guise.,yes,no
0x0383EB,1426,0x03A821,"
双胞胎:你好啊!",0x03A365,ascii,I'm kinda bored.Howabout a battle?,english_ascii_present,0x03A365,Salut !,yes,no
0x0383ED,1427,0x03A831,"
水手:我明白了,你是伟大的训练师",0x03A388,ascii,Good fight!,english_ascii_present,0x03A388,Sacré Dresseur !,yes,no
0x0383EF,1428,0x03A851,"
水手:你是谁?",0x03A3C8,ascii,"Matey, you walk theplank if you lose!",english_ascii_present,0x03A3C8,"T'es qui, toi ?",yes,no
0x0383F1,1429,0x03A85F,"
水手:我又是谁??",0x03A3EE,ascii,Argh! Beaten by a kid!,english_ascii_present,0x03A3EE,"Moi, qui suis-je ?",yes,no
0x0383F3,1430,0x03A870,"
水手:出海愉快!",0x03A406,ascii,Ahoy! Are you sea sick?,english_ascii_present,0x03A406,Bonne traversée !,yes,no
0x0383F5,1431,0x03A880,"
水手:晚饭什么时候开始?",0x03A41F,ascii,I was just careless,english_ascii_present,0x03A41F,À quand le dîner ?,yes,no
0x0383F7,1432,0x03A898,"
大胖子:我正在减肥!",0x03A433,ascii,Hey matey! Let's fight!,english_ascii_present,0x03A433,Je suis au régime !,yes,no
0x0383F9,1433,0x03A8AC,"
大胖子:不过现在又胖了!",0x03A44D,ascii,"Urf, I Feel Ill...",english_ascii_present,0x03A44D,"Et me voilà encore
gros !",yes,no
0x0383FB,1434,0x03A8C4,"
水手:快走开!",0x03A8BE,graphical_codes,0000000<B5F7><B1A3>:<B2EC><B7C3><B1D9>!,not_translated_in_english,0x03A8BE,"Va-t'en, vite !",yes,no
0x0383FD,1435,0x03A8D2,"
水手:刚才我有说话吗?",0x03A8D2,graphical_codes,<0A><B5F7><B1A3>:<B2BF><B1F2><B1C2><B0AE><B1E7><B1EF><B0D7>?,not_translated_in_english,0x03A8D2,"J'ai parlé, là ?",yes,no
0x0383FF,1436,0x03A8E8,"
绅士:我有个女儿现在和你一样大",0x03A8E8,graphical_codes,<0A><B7B4><B1C5>:<B1C2><B0AE><B0BA><B2CF><B7D0><B2F5><B0B8><B0C9><B0C5><B1D1><B2DA><B1BE>,not_translated_in_english,0x03A8E8,Ma fille a ton âge.,yes,no
0x038401,1437,0x03A907,"
绅士:做我女婿吧...",0x03A907,graphical_codes,<0A><B7B4><B1C5>:<B2B4><B1C2><B2CF><B7D1><B0BE>...,not_translated_in_english,0x03A907,Épouse ma fille !,yes,no
0x038403,1438,0x03A91B,"
小茂:小智真没想到会在这里见到你!你也受到了邀请啊?图鉴又增加了吗?我可是收集到四十多种了!让我看看你有没有进步吧!!",0x03A460,ascii,"Bonjour Ash! Were you really invited?How's your Pok@Dex?I already have 40 kinds, pal!",english_ascii_present,0x03A460,"RÉGIS : Sacha !
Toi aussi, invité ?
Mon Pokédex compte
plus de 40 espèces.
Voyons tes progrès.",yes,no
0x038405,1439,0x03A98C,"
小茂:听说居合斩的名人也在船上,看了一下竟然是会晕船的老头!你也去看看吧,再会了!",0x03A4B8,ascii,There's an old man here who can teach CUT! It's really usefull! Smell ya!,english_ascii_present,0x03A4B8,"RÉGIS : À bord,
le maître de Coupe
a le mal de mer !
Va le voir.
À plus !",yes,no
0x038407,1440,0x03A9DB,"
名人:晕船,不行了...好难过",0x03A504,ascii,Urrp! I'm Seasick!,english_ascii_present,0x03A504,"Beurk...
J'ai le mal
de mer !",yes,no
0x038409,1441,0x03A9F6,"
小智:我帮你拍拍!",0x03A9F7,ascii,raw!,english_ascii_present,0x03A9F7,"SACHA :
Je vais vous masser
le dos !",yes,no
0x03840B,1442,0x03AA08,"
名人:嗯,好多了...谢谢你!什么你想看我的居合斩?如果我的身体好点的话就可以表演给你看...对了,这个给你吧!只要教你的精灵那你就随时都可看到居合斩了!",0x03A517,ascii,"(Rub,rub,rub)",english_ascii_present,0x03A517,"Merci, ça va mieux ! Coupe ? Je suis épuisé... Apprends-la plutôt à un Pokémon.",yes,no
0x03840D,1443,0x03AA97,"
得到特技01居合斩",0x03A62F,ascii,"Whew! Thanks! Here,let me give ya thisCUT HM!Your Pok@moncan use it outside of battle to cut down trees! Got HM 01!",english_ascii_present,0x03A62F,CS01 obtenue !,yes,no
0x03840F,1444,0x03AAA9,"
裁判:为来的冠军!马其斯少佐的外号叫闪电美国!使用电系精灵可称的上美国第一!飞行类和水类是不适用的...",0x03A57C,ascii,"Hey Champ! Lt.Surgeloves electric Pok@mon,avoid birds andwater pok@mon! And beware of paralysis",english_ascii_present,0x03A57C,"Hé, Champion ! Major Bob, le Ricain Survolté, a la meilleure équipe Électrik d'Amérique ! Évite Eau et Vol !",yes,no
0x038411,1445,0x03AB0C,"
水手:就算你的精灵有多强都不可能是你这种小孩该来的!",0x03A538,ascii,This is no place for kids!,english_ascii_present,0x03A538,"Même tes Pokémon
ne suffisent pas :
t'es trop jeune !",yes,no
0x038413,1446,0x03AB40,"
水手:有两下子",0x03A61A,ascii,You surprised me!,english_ascii_present,0x03A61A,Pas mal !,yes,no
0x038415,1447,0x03AB4F,"
士兵:能过我这关吗?",0x03A6CC,ascii,There's a secret tothis GYM!,english_ascii_present,0x03A6CC,"Tu crois pouvoir
passer ?",yes,no
0x038417,1448,0x03AB63,"
士兵:请进",0x038891,ascii,Lt.Surge hid a switch inside the cans!,english_ascii_present,0x038891,Tu peux entrer.,yes,no
0x038419,1449,0x03AB6E,"
绅士:马其斯少佐是军人,你也想加入吗?",0x03A6AC,ascii,Lt.Surge was my CO.in the army!,english_ascii_present,0x03A6AC,"Le Major Bob est
militaire. Tu veux
t'engager ?",yes,no
0x03841B,1450,0x03AB93,"
绅士:不想加入吗...",0x038D11,ascii,You're very good!,english_ascii_present,0x038D11,"Tu refuses donc
de nous suivre...",yes,no
0x03841D,1451,0x03ABA7,"
马其斯:哦?宝贝你要挑战啊?哈哈!就凭你那微弱的力量!就想与我挑战?真是有胆量?精灵做的不是这么简单的!让你尝尝苦头!",0x03A6E9,ascii,"Electric Pok@mon saved me in the war! They zapped myenemies,just like I'll do to you!",english_ascii_present,0x03A6E9,"MAJOR BOB :
Tu oses me défier
si faible ?
Quel cran ! Prends
donc ta leçon !",yes,no
0x03841F,1452,0x03AC16,"
马其斯:我输了,那么这个橙色徽章拿去吧,还有这个是我的心意!",0x0380EE,ascii,"Good job, kid!",english_ascii_present,0x0380EE,MAJOR BOB : Battu ! Prends le Badge Foudre et ceci !,yes,no
0x038421,1453,0x03AC50,"
得到技能24",0x03A745,ascii,You're the real deal kid!Here's theThunderbadge! That badge lets you use FLY any time kid! And take this TM aswell!,english_ascii_present,0x03A745,CT24 reçue !,yes,no
0x038423,1454,0x03AC5C,"
女警君莎:那是橙色徽章?你可能是厉害的训练家!!抓到最近老是恶作剧的杰尼龟给你好吗?",0x03A821,ascii,This Squirtle I gotkeeps getting into mischief.I think heneeds a better trainer. Would you like him?,english_ascii_present,0x03A821,AGENT JENNY : Le Badge Foudre ? Tu es fort ! Veux-tu ce Carapuce farceur ?,yes,no
0x038425,1455,0x03ACAD,"
是吗?谁能领养这只杰尼龟呢...",0x03A88A,ascii,Oh...What am I to do now?,english_ascii_present,0x03A88A,Qui veut Carapuce ?,yes,no
0x038427,1456,0x03ACCB,"
拜托了,要好好照顾它哦!",0x03A8A5,ascii,Please treat him well.,english_ascii_present,0x03A8A5,"Prends soin de lui,
s'il te plaît !",yes,no
0x038429,1457,0x03ACE3,"
得到杰尼龟",0x038122,ascii,Got Squirtle!,english_ascii_present,0x038122,Carapuce reçu !,yes,no
0x03842B,1458,0x03ACEF,"
爷爷:听说这个是地鼠挖的山洞,好像能通到常青市的样子",0x03AB27,ascii,"A fainted Pok@mon can't fight,but canstill use HMs.",english_ascii_present,0x03AB27,"D'après la rumeur,
les Taupiqueur ont
creusé ce tunnel
jusqu'à Jadielle !",yes,no
0x03842D,1459,0x03AD23,"
男孩:这个秘传技05你应该用的上,让能学闪光的精灵学会后可以照亮山洞",0x03AB5C,ascii,I'm Prof.Oaks Aide!I was sent to give you an HM05! Here you are Ash!,english_ascii_present,0x03AB5C,Certains Pokémon apprennent Flash avec la CS05. Utile dans les grottes !,yes,no
0x03842F,1460,0x03AD65,"
得到特技05",0x03ABA2,ascii,Got HM05!,english_ascii_present,0x03ABA2,CS05 obtenue !,yes,no
0x038431,1461,0x03AD71,"
谈判小子:我困了...",0x03A94A,ascii,No cheating!,english_ascii_present,0x03A94A,J'ai sommeil...,yes,no
0x038433,1462,0x03AD85,"
谈判小子:干嘛打扰我休息?",0x03A957,ascii,Huh? That's not right!,english_ascii_present,0x03A957,Pourquoi m'empêcher de dormir ?,yes,no
0x038435,1463,0x03AD9F,"
谈判小子:你怎么这么没有礼貌?",0x03A9FC,ascii,I'm the best in my class!,english_ascii_present,0x03A9FC,"Hé ! C'est quoi,
ces manières ?",yes,no
0x038437,1464,0x03ADBD,"
谈判小子:算了,我不和你计较",0x03AA16,ascii,"Darn,I need to makethem stronger!",english_ascii_present,0x03AA16,"Bon, je laisse tomber.",yes,no
0x038439,1465,0x03ADD9,"
老爷爷:我的精灵是无敌的!",0x03A91B,ascii,"Win, Lose, or Draw!",english_ascii_present,0x03A91B,Mes Pokémon sont invincibles !,yes,no
0x03843B,1466,0x03ADF3,"
老爷爷:在我家是无敌的...",0x03A92F,ascii,To live is to gamble!,english_ascii_present,0x03A92F,Enfin... seulement chez moi.,yes,no
0x03843D,1467,0x03AE0D,"
双胞胎:我们脸上有东西吗?",0x03A971,ascii,"I'm new,but I thinkI can win!",english_ascii_present,0x03A971,On a quelque chose sur le visage ?,yes,no
0x03843F,1468,0x03AE27,"
双胞胎:说你呢,你还看!!",0x03A98F,ascii,My Pok@mon couldn't,english_ascii_present,0x03A98F,"Oui, toi ! Arrête de nous dévisager !",yes,no
0x038441,1469,0x03AE3F,"
马沙:谢谢......",0x03AE43,ascii,Thanks again!,english_ascii_present,0x03AE43,LÉO : Merci...,yes,no
0x038443,1470,0x03AE50,"
名人:......",0x03AE51,graphical_codes,<B3B1><B2B5>:......,not_translated_in_english,0x03AE51,...,yes,no
0x03AE62,1471,0x03B079,"
 老爷爷:被打败了",0x03A9EA,ascii,Luck of the draw!,english_ascii_present,0x03A9EA,Tu m'as battu.,yes,no
0x03AE64,1472,0x03B08B,"
 侦察员:无论如何都别想过我这关",0x03AA6E,ascii,Competition! I can not get enough!,english_ascii_present,0x03AA6E,Tu ne passeras pas.,yes,no
0x03AE66,1473,0x03B0AB,"
 侦察员:我当没看见,你走吧",0x03AA91,ascii,I had a chance!,english_ascii_present,0x03AA91,"Je n'ai rien vu. Allez, file !",yes,no
0x03AE68,1474,0x03B0C6,"
 老爷爷:对精灵要有爱心",0x03A9A3,ascii,I have never won before.,english_ascii_present,0x03A9A3,Traite tes Pokémon avec amour.,yes,no
0x03AE6A,1475,0x03B0DE,"
 老爷爷:少年人不错",0x03A9BE,ascii,I saw this coming.,english_ascii_present,0x03A9BE,"Pas mal, petit !",yes,no
0x03AE6C,1476,0x03B0F2,"
 谈判小子:你怎么可以这样?",0x03AA38,ascii,My Pok@mon should be ready!,english_ascii_present,0x03AA38,Comment peux-tu faire ça ?,yes,no
0x03AE6E,1477,0x03B10D,"
 谈判小子:我什么都没说",0x03AA55,ascii,I should get betterones.,english_ascii_present,0x03AA55,Je n'ai rien dit.,yes,no
0x03AE70,1478,0x03B125,"
 老爷爷:今天来决一胜负吧",0x03AAA1,ascii,Careful! I am on fire!,english_ascii_present,0x03AAA1,Réglons ça aujourd'hui !,yes,no
0x03AE72,1479,0x03B13F,"
 老爷爷:算你走运...",0x03AABA,ascii,I've burnt out...,english_ascii_present,0x03AABA,"Tu as eu
de la chance...",yes,no
0x03AE74,1480,0x03B154,"
谈判小子:你完蛋了!",0x03AACC,ascii,There's a huge Pok@mon that sleepsback this way.,english_ascii_present,0x03AACC,Tu es fichu !,yes,no
0x03AE76,1481,0x03B168,"
谈判小子:今天肚子疼,不和你计较",0x03AB01,ascii,I think you need a Flute to wake him.,english_ascii_present,0x03AB01,"J'ai mal au ventre.
Pas de dispute
aujourd'hui.",yes,no
0x03AE78,1482,0x03B188,"
我终于明白了好好照顾宠物精灵,妙蛙种子很有精神,其实精灵也在找训练师,你能不能帮我照顾这只妙蛙种子呢?",0x03B188,ascii,This Pok@mon needs a strong trainer totake care of it. Would you take careof this Bulbasaur?,english_ascii_present,0x03B188,"Bulbizarre va bien.
Il lui faut un bon
Dresseur.
Tu le veux ?",yes,no
0x03AE7A,1483,0x03B1EC,"
是吗?那真是太可惜了...",0x03B1E7,ascii,Take good care of him!,english_ascii_present,0x03B1E7,Ah bon ? Dommage...,yes,no
0x03AE7C,1484,0x03B204,"
那拜托你了!",0x03B1FF,ascii,Got Bulbasaur!,english_ascii_present,0x03B1FF,"Alors, prends soin
de Bulbizarre !",yes,no
0x03AE7E,1485,0x03B211,"
得到妙蛙种子",0x03B20E,ascii,Oh...too bad...,english_ascii_present,0x03B20E,Bulbizarre reçu !,yes,no
0x03AE80,1486,0x03B21F,"
女孩:你还长的蛮英俊的嘛",0x03ABAC,ascii,You have Pok@Mon? You're mine!You deceived me!,english_ascii_present,0x03ABAC,"Dis donc, tu es plutôt mignon !",yes,no
0x03AE82,1487,0x03B238,"
女孩:有实力我欣赏",0x03ABCB,ascii,You deceived me!,english_ascii_present,0x03ABCB,"Tu es fort, j'aime ça !",yes,no
0x03AE84,1488,0x03B24B,"
大胖子:有碰见你了",0x03AD02,ascii,Aren't you a littletoughie!,english_ascii_present,0x03AD02,Encore toi !,yes,no
0x03AE86,1489,0x03B25E,"
大胖子:又输了...",0x03AD1E,ascii,Too tough!,english_ascii_present,0x03AD1E,Encore perdu...,yes,no
0x03AE88,1490,0x03B270,"
谈判小子:我们商量一下,把你的比卡丘让给我吧",0x03ABDC,ascii,I'm taking Rock Tunnel to go to Lavender Town.,english_ascii_present,0x03ABDC,"On négocie ?
Ton Pikachu,
donne-le-moi !",yes,no
0x03AE8A,1491,0x03B29C,"
谈判小子:我知道错了",0x03AC11,ascii,Are you going too?,english_ascii_present,0x03AC11,J'avais tort.,yes,no
0x03AE8C,1492,0x03B2B1,"
谈判小子:再怎么努力也不是我的对手!",0x03ACCD,ascii,Who's that with those cool Pok@mon?,english_ascii_present,0x03ACCD,"Tous tes efforts
sont vains.
Je suis trop fort !",yes,no
0x03AE8E,1493,0x03B2D5,"
谈判小子:怎么可能呢?",0x03ACF4,ascii,Keep walking!,english_ascii_present,0x03ACF4,"Mais... C'est pas
possible !",yes,no
0x03AE90,1494,0x03B2EB,"
大叔:有意思...",0x03AC70,ascii,Great! I was bored!,english_ascii_present,0x03AC70,Intéressant...,yes,no
0x03AE92,1495,0x03B2FB,"
大叔:这回完蛋了...",0x03AC84,ascii,You sure got guts!,english_ascii_present,0x03AC84,"Cette fois, je suis
fichu...",yes,no
0x03AE94,1496,0x03B30F,"
捉虫少年:没想到又见到你了",0x03AC24,ascii,"Go,my bug Pok@mon!",english_ascii_present,0x03AC24,Te revoir ici ? Quelle surprise !,yes,no
0x03AE96,1497,0x03B32A,"
捉虫少年:你的实力又提升了呢",0x03AC37,ascii,You bug me!,english_ascii_present,0x03AC37,Encore plus fort !,yes,no
0x03AE98,1498,0x03B347,"
谈判小子:别说我没忠告你,快逃吧",0x03AC97,ascii,Don't you dare condescend me!,english_ascii_present,0x03AC97,Un conseil : fuis !,yes,no
0x03AE9A,1499,0x03B367,"
谈判小子:有两下子...",0x03ACB9,ascii,No! You're to much!,english_ascii_present,0x03ACB9,Pas mal...,yes,no
0x03AE9C,1500,0x03B37D,"
大叔:小心我对你不客气!",0x03AC43,ascii,"Haha! Come on,dude!",english_ascii_present,0x03AC43,"Attention, ou ça va
mal finir !",yes,no
0x03AE9E,1501,0x03B395,"
大叔:您好吗?哈哈...",0x03AC57,ascii,Haha! You beat me fair!,english_ascii_present,0x03AC57,"Alors, comment vas-tu ? Ha ha...",yes,no
0x03AEA0,1502,0x03B3AA,"
女孩:让姐姐看看你",0x03AD29,ascii,I got up early to train!,english_ascii_present,0x03AD29,Laisse-moi te voir.,yes,no
0x03AEA2,1503,0x03B3BD,"
女孩:不要不给面子吧!",0x03AD43,ascii,I need to train more.,english_ascii_present,0x03AD43,Tu aurais pu y aller mollo !,yes,no
0x03AEA4,1504,0x03B3D3,"
女孩:你居然能找到这里?",0x03B3DF,graphical_codes,<B0EC><B1EA><B0DB><B0EE><B0BF>?,not_translated_in_english,0x03B3DF,"Tu as réussi
à trouver
cet endroit ?",yes,no
0x03AEA6,1505,0x03B3EB,"
女孩:我也是听说附近出现了传说中的精灵才来的",0x03B3EB,graphical_codes,<0A><B2CF><B1DE>:<B1C2><B0F6><B0C2><B1F1><B1E7><B3C8><B0CD><B0A4><B2F5><B0F8><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2><B1F2><B0FC><B0BC>,not_translated_in_english,0x03B3EB,On raconte qu'un Pokémon légendaire est apparu par ici. Je suis venue voir.,yes,no
0x03AEA8,1506,0x03B418,"
闪电鸟:......",0x03B418,ascii,Zapdos: Kree!!,english_ascii_present,0x03B418,ÉLECTHOR : ...,yes,no
0x03AEAA,1507,0x03B427,"
职员:这么暗你也敢来",0x03AD5C,ascii,I've never won a badge yet.,english_ascii_present,0x03AD5C,"Tu as osé venir
dans ce noir !",yes,no
0x03AEAC,1508,0x03B43C,"
职员:佩服你的勇气",0x03AD7A,ascii,I blew it again.,english_ascii_present,0x03AD7A,Quel courage !,yes,no
0x03AEAE,1509,0x03B44F,"
职员:我的东西掉了",0x03AD8B,ascii,This cave is long!,english_ascii_present,0x03AD8B,J'ai perdu quelque chose.,yes,no
0x03AEB0,1510,0x03B462,"
职员:一定要找出来",0x03AD9E,ascii,Doh! You won kid!,english_ascii_present,0x03AD9E,Je dois le trouver.,yes,no
0x03AEB2,1511,0x03B475,"
女孩:人家好害怕哦",0x03ADD0,ascii,You have Pok@Mon! Let's start!,english_ascii_present,0x03ADD0,J'ai vraiment très peur...,yes,no
0x03AEB4,1512,0x03B488,"
女孩:你保护我好吗?",0x03ADF0,ascii,You play hard!,english_ascii_present,0x03ADF0,"Tu me protèges, d'accord ?",yes,no
0x03AEB6,1513,0x03B49C,"
职员:我不怕黑暗",0x03ADB0,ascii,I'll leave ya cryinkid!,english_ascii_present,0x03ADB0,"Moi, je n'ai pas peur du noir.",yes,no
0x03AEB8,1514,0x03B4AD,"
职员:你也不是等闲之辈",0x03ADC8,ascii,I give!,english_ascii_present,0x03ADC8,Tu n'es pas n'importe qui.,yes,no
0x03AEBA,1515,0x03B4C4,"
大叔:山里才能锻炼身体",0x03B09D,ascii,Pok@mon fight! Go!,english_ascii_present,0x03B09D,"La montagne, ça endurcit !",yes,no
0x03AEBC,1516,0x03B4DB,"
大叔:果然是这样",0x03B0B0,ascii,Game over!,english_ascii_present,0x03B0B0,Je m'en doutais !,yes,no
0x03AEBE,1517,0x03B4EC,"
大叔:你好!",0x03B257,ascii,Do you Cosplay?,english_ascii_present,0x03B257,Bonjour !,yes,no
0x03AEC0,1518,0x03B4F8,"
大叔:认识你很高兴",0x03B267,ascii,We dress as Pok@monfor fun!,english_ascii_present,0x03B267,Ravi d'avoir fait ta connaissance.,yes,no
0x03AEC2,1519,0x03B50B,"
大叔:别乱走动",0x03B233,ascii,Can you beat me?,english_ascii_present,0x03B233,Ne te balade pas partout.,yes,no
0x03AEC4,1520,0x03B51A,"
大叔:小心山塌下来,我们都完了",0x03B244,ascii,Oops! Out-muscled!,english_ascii_present,0x03B244,"Si ça s'écroule,
on est fichus !",yes,no
0x03AEC6,1521,0x03B538,"
大叔:我觉得石头类的精灵是最强的!",0x03B117,ascii,Maybe I'm lost in here...,english_ascii_present,0x03B117,"Les Pokémon Roche
sont imbattables !",yes,no
0x03AEC8,1522,0x03B55A,"
大叔:我想错了吗?",0x03B132,ascii,Which way is out?,english_ascii_present,0x03B132,Je me trompais ?,yes,no
0x03AECA,1523,0x03B56C,"
大叔:你想知道吗",0x03B0DF,ascii,I like drawing Pok@mon!,english_ascii_present,0x03B0DF,Tu veux savoir ?,yes,no
0x03AECC,1524,0x03B57D,"
大叔:精灵会随着等级提高而进化的!",0x03B0FB,ascii,"I'm an artist,not afighter.",english_ascii_present,0x03B0FB,Les Pokémon peuvent évoluer en gagnant des niveaux !,yes,no
0x03AECE,1525,0x03B59F,"
女孩:我想找个男朋友",0x03B0BB,ascii,I'll fight you!,english_ascii_present,0x03B0BB,Je cherche un petit ami.,yes,no
0x03AED0,1526,0x03B5B4,"
女孩:你呀,不合我胃口!",0x03B0CB,ascii,I like tiny Pok@mon,english_ascii_present,0x03B0CB,Pas mon genre !,yes,no
0x03AED2,1527,0x03B5CB,"
大叔:你在这里干什么??",0x03ADFF,ascii,Give it your best shot!,english_ascii_present,0x03ADFF,Que fais-tu ici ?,yes,no
0x03AED4,1528,0x03B5E2,"
大叔:对不起,好象我管不着",0x03AE18,ascii,Fired away!,english_ascii_present,0x03AE18,"Désolé...
Je m'en mêle pas.",yes,no
0x03AED6,1529,0x03B5FC,"
职员:整天都无聊的在干活",0x03AE24,ascii,You have a Pok@dex?I want one!,english_ascii_present,0x03AE24,Je passe mes journées à travailler ici. Quel ennui !,yes,no
0x03AED8,1530,0x03B615,"
职员:明天该轻松了吧",0x03B058,ascii,I'm so jealous!,english_ascii_present,0x03B058,"Demain, ça ira
mieux... pas vrai ?",yes,no
0x03AEDA,1531,0x03B62A,"
男孩:刚和女朋友分手了",0x03B144,ascii,I came this far forPok@mon!,english_ascii_present,0x03B144,Je viens de rompre avec ma copine.,yes,no
0x03AEDC,1532,0x03B641,"
男孩:心情不好",0x03B160,ascii,You looked harmless,english_ascii_present,0x03B160,Je suis de mauvaise humeur.,yes,no
0x03AEDE,1533,0x03B650,"
女孩:你可别乱摸我哦",0x03B068,ascii,Hikers use twigs astrail markers.,english_ascii_present,0x03B068,Pas touche !,yes,no
0x03AEE0,1534,0x03B665,"
女孩:都叫你别乱摸了!!",0x03B08A,ascii,I want to go home!,english_ascii_present,0x03B08A,Je t'avais prévenu. Pas touche !,yes,no
0x03AEE2,1535,0x03B67C,"
男孩:你碰到我了",0x03B174,ascii,Eek!Don't scare me!,english_ascii_present,0x03B174,Tu m'as bousculé !,yes,no
0x03AEE4,1536,0x03B68D,"
男孩:是误会,对不起",0x03B21F,ascii,It's too dark here!,english_ascii_present,0x03B21F,"Désolé, je me suis trompé !",yes,no
0x03AEE6,1537,0x03B6A1,"
谈判小子:和你没得商量!",0x03B283,ascii,Wanna see my Pok@ mon?,english_ascii_present,0x03B283,Rien à négocier !,yes,no
0x03AEE8,1538,0x03B6B9,"
谈判小子:你想说什么都可以",0x03B29B,ascii,Oh no! My Pok@mon!,english_ascii_present,0x03B29B,"Bon, vas-y, parle.",yes,no
0x03AEEA,1539,0x03B6D4,"
女孩:我最爱打人了",0x03B2AE,ascii,That's a tough hike,english_ascii_present,0x03B2AE,J'adore distribuer des coups !,yes,no
0x03AEEC,1540,0x03B6E7,"
女孩:我下次不敢了...",0x03B2C2,ascii,I'm not up to it!,english_ascii_present,0x03B2C2,Je ne recommencerai plus...,yes,no
0x03AEEE,1541,0x03B6FD,"
叔叔:你想知道我的厉害吗?",0x03B2D4,ascii,Ha-hahah-ah-ha!,english_ascii_present,0x03B2D4,Tu veux voir de quoi je suis capable ?,yes,no
