stable_key,record_type,offset_hex,layout,max_len,chinese_text,source_en,fr_text,source_alignment
MAIN:0x03900E,MAIN,0x03900E,dialogue_19_19,95,"
小刚:在这世上什么人都有,有人养精灵有人利用精灵战斗,在这有训练宠物精灵养成的修行!如果你以训练家为目标的话你该去华蓝市的道场试试!",You seem to be verygifted as a        trainer.Go to the  GYM in Cerulean andtest your strength.,"PIERRE : Élevage ou combat, chacun sa voie. Pour progresser, va défier l'Arène d'Azuria !",unique
MAIN:0x03906E,MAIN,0x03906E,dialogue_19_19,47,"
裁判:真不愧是强手!就是这样一来朝宠物精灵联盟冠军前进!","Just as I thought, you're Champion    Material!",Je le savais ! Tu as l'étoffe d'un Champion !,unique
MAIN:0x03909E,MAIN,0x03909E,dialogue_19_19,30,"
迷你裙:那边的人!你刚在看我吧!","You looked at me,  didn't you?",Hé ! Tu me fixais ?,unique
MAIN:0x0390BD,MAIN,0x0390BD,dialogue_19_19,12,"
迷你裙:算了...不过你再继续看的话我会打人的喔!",You're mean!,"Arrête de fixer,
ou je te frappe !",unique
MAIN:0x0390CA,MAIN,0x0390CA,dialogue_19_19,35,"
捉虫少年:你不是在常青森林遇到的家伙吗?",Hey! I met you in  Viridian Forest!,"Hé ! On s'est vus
dans la Forêt
de Jade !",unique
MAIN:0x0390EE,MAIN,0x0390EE,dialogue_19_19,18,"
捉虫少年:在这附近可以抓到和森林不一样的精灵!",You beat me again!,"Ici, les Pokémon
diffèrent de ceux
de la forêt.",unique
MAIN:0x039101,MAIN,0x039101,dialogue_19_19,31,"
谈判小子:穿短裤活动方便很好啊!你要不要穿穿看?",Are you a Pok@mon  Trainer too?,"Les shorts, c'est
pratique ! Essaie !",unique
MAIN:0x039121,MAIN,0x039121,dialogue_19_19,37,"
谈判小子:你有用电脑通信吗?捕抓到的妖怪超过六个会自动记录到电脑中",Are you storing    Pok@mon on the PC?,"Après six Pokémon, les suivants sont envoyés au PC.",unique
MAIN:0x039147,MAIN,0x039147,dialogue_19_19,31,"
捉虫少年:你是训练家?那就立刻跟我比一下!",You can fight my   new Pok@mon!,"Tu es Dresseur ?
Alors, en garde !",unique
MAIN:0x039167,MAIN,0x039167,dialogue_19_19,43,"
捉虫少年:还真是搞笑...",Trained Pok@mon arestronger than wild ones.,Quelle blague...,unique
MAIN:0x039193,MAIN,0x039193,dialogue_19_19,30,"
谈判小子:什么嘛!没有穿短裤嘛",Hey! You're don't  have shorts,Hé ! Pas de short ?,unique
MAIN:0x0391B2,MAIN,0x0391B2,dialogue_19_19,31,"
谈判小子:输了输了...",Even in winter I   wear shorts!,Encore perdu...,unique
MAIN:0x0391D2,MAIN,0x0391D2,dialogue_19_19,27,"
捉虫少年:用刚抓到的宠物精灵跟我打吧!",Do you like bug    Pok@mon?,"Ma nouvelle prise
va t'affronter !",unique
MAIN:0x0391EE,MAIN,0x0391EE,dialogue_19_19,38,"
捉虫少年:你很厉害呢",Bug types evolve   faster than others.,T'es très fort !,unique
MAIN:0x039215,MAIN,0x039215,dialogue_19_19,23,"
迷你裙:呀!你刚才有摸我身体吗?",Eek! Did you touch me!?,Aah ! Tu m'as touchée ?!,unique
MAIN:0x03922D,MAIN,0x03922D,dialogue_19_19,35,"
迷你裙:原来是误会啊...",Route 4 is at the  foot of Mt.Moon.,"Ah, je m'étais trompée...",unique
MAIN:0x039251,MAIN,0x039251,dialogue_19_19,38,"
迷你裙:你的视线!真的很令人在意!","The look you gave  me,it's intriguing!","Ton regard...
Ça me gêne !",unique
MAIN:0x039278,MAIN,0x039278,dialogue_19_19,45,"
迷你裙:如果不想打架的话就不要让视力交会",Don't let people   see you to avoid   fights!,"Pas de combat ?
Évite les regards !",unique
MAIN:0x0392A6,MAIN,0x0392A6,dialogue_19_19,62,"
大爷:只告诉你一个好消息...!秘密的鲤鱼王只卖500元!你买不买?",Have I got a deal  for you! How about a Magikarp for just500$?,"Bonjour l'ami !
J'ai une super
affaire !
Un Magicarpe :
juste 500 $ !
Qu'en dis-tu ?",unique
MAIN:0x0392E5,MAIN,0x0392E5,dialogue_19_19,10,"
是吗?真是可惜",Too bad...,Ah bon ? Dommage...,unique
MAIN:0x0392F0,MAIN,0x0392F0,dialogue_19_19,18,"
得到鲤鱼王",Recieved Magikarp!,Magicarpe reçu !,unique
MAIN:0x039303,MAIN,0x039303,dialogue_19_19,48,"
捉虫少年:可疑男人在洞内徘徊你是...",I saw suspicious   men this cave.What about you?,"Un homme suspect
rôde dans le coin.
Et toi, t'es qui ?",unique
MAIN:0x039334,MAIN,0x039334,dialogue_19_19,36,"
捉虫少年:被骗了,没错!我看到的家伙他是火箭队的人!",I'm sure they're   from Team Rocket!,"On m'a bien eu !
C'était un membre
de la Team Rocket !",unique
MAIN:0x039359,MAIN,0x039359,dialogue_19_19,43,"
迷你裙:干嘛啊?我是在这里等洞里分散的朋友啦",I'm waiting for my friends to find me here.,Quoi ? J'attends mes amis perdus dans la grotte !,unique
MAIN:0x039385,MAIN,0x039385,dialogue_19_19,43,"
迷你裙:我是听说这个洞里有很棒的化石才来的",I heard there are  very rare fossils  here.,"Je suis venue
pour les fossiles
rares cachés ici.",unique
MAIN:0x0393B1,MAIN,0x0393B1,dialogue_19_19,36,"
火箭队:宠物精灵黑手党组织火箭队!是又恐怖又强的!","We,Team Rocket,are Pok@mon gansters!","TEAM ROCKET :
Mafia Pokémon,
forte et redoutée !",unique
MAIN:0x0393D6,MAIN,0x0393D6,dialogue_19_19,22,"
火箭队:你比我更恐怖...",Darn it all! I blewit!,Tu me fais encore plus peur...,unique
MAIN:0x0393ED,MAIN,0x0393ED,dialogue_19_19,22,"
迷你裙:洞隆里相当的宽阔呢",Mt.Moon's big isn'tit?,Cette grotte est immense !,unique
MAIN:0x039404,MAIN,0x039404,dialogue_19_19,27,"
迷你裙:这么大哪边是出口都搞不清楚",How do you get out of here?,C'est immense... Où est la sortie ?,unique
MAIN:0x039420,MAIN,0x039420,dialogue_19_19,31,"
谈判小子:你也是来这里探险的吗?",Did you come to    explore too?,Tu explores aussi ?,unique
MAIN:0x039440,MAIN,0x039440,dialogue_19_19,34,"
谈判小子:到底哪里有珍奇的精灵呢?",I came here to showoff my Pok@mon.,"Mais où sont donc
les Pokémon rares ?",unique
MAIN:0x039463,MAIN,0x039463,dialogue_19_19,19,"
大叔:原来是小孩子啊!吓我一跳",Whoa!You scared me!,"Oh ! Un gamin !
Tu m'as fait peur !",unique
MAIN:0x039477,MAIN,0x039477,dialogue_19_19,37,"
大叔:小孩子不可以到这么阴暗的地方闲逛!!",Kids like you      shouldn't be here!,"Il fait trop sombre
pour un enfant !",unique
MAIN:0x03949D,MAIN,0x03949D,dialogue_19_19,37,"
火箭队:我们正在做重要的工作!小孩子赶快回家!",We're pulling a bigjob here!Get lost!,"On a du travail !
Rentre chez toi,
gamin !",unique
MAIN:0x0394C3,MAIN,0x0394C3,dialogue_19_19,44,"
火箭队:蛮厉害的嘛,加入我们火箭队吧!",If you see a fossilgive it to me and  scram!,"Pas mal ! Rejoins
la Team Rocket !",unique
MAIN:0x0394F0,MAIN,0x0394F0,dialogue_19_19,35,"
火箭队:随便闯入大人的世界可是很危险的!",Kids should leave  grown-ups alone!,"Fourrer ton nez
dans les affaires
des adultes,
c'est dangereux !",unique
MAIN:0x039514,MAIN,0x039514,dialogue_19_19,43,"
火箭队:真令人生气!",Pok@mon lived here long before people came.,Ça m'énerve !,unique
MAIN:0x039540,MAIN,0x039540,dialogue_19_19,43,"
研究员:等一下!这化石是我发现的,两个都是我的!",Stop!I found these fossils! They're   mine!,Stop ! J'ai trouvé ces deux fossiles. Ils sont à moi !,unique
MAIN:0x03956C,MAIN,0x03956C,dialogue_19_19,28,"
研究员:哇!什么啊!不要突然跟我说话!",What! Don't sneak  up on me!,"Ne me surprends pas
comme ça !",unique
MAIN:0x039589,MAIN,0x039589,dialogue_19_19,36,"
研究员:......",I have to find     stronger Pok@mon.,...,unique
MAIN:0x0395AE,MAIN,0x0395AE,dialogue_19_19,54,"
研究员:好吧,就分你一个好了,我和你各拿一个化石,一个人独吞是不行的哟","Okay,I'll share!   We'll each take 1! No being greedy!","Bon, partageons :
un fossile chacun.
Pas question
de tout garder !",unique
MAIN:0x0395E5,MAIN,0x0395E5,dialogue_19_19,122,"
研究员:听说离这里很远的红莲岛上有宠物精灵的研究所能让化石复活的研究...",Then this is mine! On Cinnabar island there's a Pok@mon  research lab that  does research on   reviving fossilizedPok@mon!,"À Cramois'Île,
un labo redonne
vie aux Pokémon
tirés de fossiles.",unique
MAIN:0x039660,MAIN,0x039660,dialogue_19_19,55,"
火箭队:等一下!化石是我们火箭队的东西!",Jesse:Stop right   there!That fossil  is Team Rocket's!,TEAM ROCKET : Hop là ! Ce fossile est à la Team Rocket ! Rends-toi ou mange ta baffe !,unique
MAIN:0x039698,MAIN,0x039698,dialogue_19_19,44,"
小智:你们是?",James:Surrender nowor prepare to      fight!,"SACHA :
Qui êtes-vous ?",unique
MAIN:0x0396C5,MAIN,0x0396C5,dialogue_19_19,32,"
武藏:既然你诚心诚意的问了",Meowth: Meeouth!   That's right!,"JESSIE :
Nous revoilà !",unique
MAIN:0x0396E6,MAIN,0x0396E6,dialogue_19_19,22,"
小次郎:没想到会输...",Jesse:A brat beat  us?,TEAM ROCKET : ??? Ce mioche a gagné ?,unique
MAIN:0x0396FD,MAIN,0x0396FD,dialogue_19_19,29,"
武藏:好讨厌的感觉哟...",James:Such a dread-ful twerp!,"TEAM ROCKET :
La Team Rocket...",unique
MAIN:0x03971B,MAIN,0x03971B,dialogue_19_19,84,"
喵喵:喵...","Jesse&James:Team   Rocket,blast off atthe speed of light!Meouth:Hey!Wait formeeowth!","À la vitesse
de la lumière...",unique
MAIN:0x039770,MAIN,0x039770,dialogue_19_19,119,"
警察:真是可怜!家里糟了小偷,我知道犯人是谁!是火箭队,警察也对他们很头疼呢!","These people were  robbed, we believe it's Team Rocket's doing! Even our    Police force has   trouble with that  gang!","POLICIER : Ces gens
ont été volés.
Le coupable ?
La Team Rocket !
Même la police
peine face à eux !",unique
MAIN:0x0397E8,MAIN,0x0397E8,dialogue_19_19,120,"
裁判:未来的冠军给你一些建议吧!这里的馆长阿霞是使用水系的精灵!如果用植物系的怪物来吸取水份或用电系来使之麻痹也行","Yo Champ!The LeaderMisty, is a pro whouses water Pok@mon!Try to zap them    with electric, or  you can use grass  types.","Hé, Champion !
Ondine utilise
des Pokémon Eau.
Plante absorbe
l'eau.
Électrik paralyse !",unique
MAIN:0x039861,MAIN,0x039861,dialogue_19_19,19,"
游泳男:你的对手是我",I'm 1st!Let's do it,"Ton adversaire ?
C'est moi !",unique
MAIN:0x039875,MAIN,0x039875,dialogue_19_19,36,"
游泳男:阿霞会成为一位很强的训练家!才不会输给你呢!",Misty won't lose tosomeone like you!,Ondine est forte. Elle ne perdra pas contre toi !,unique
MAIN:0x03989A,MAIN,0x03989A,dialogue_19_19,34,"
游泳女:对付你我就够了!用不着阿霞亲自动手!",I'm more than good enough for you!,Je peux te battre seule. Pas besoin d'Ondine !,unique
MAIN:0x0398BD,MAIN,0x0398BD,dialogue_19_19,19,"
游泳女:失败了...",You overwhelmed me.,J'ai perdu...,unique
MAIN:0x0398D1,MAIN,0x0398D1,dialogue_19_19,101,"
小霞:你在培养精灵时有什么策略吗?我的策略就是让它成为水系的精灵!让我这个世界第一美少女来成为你的对手吧!",Misty:Pro Trainers have a policy aboutPok@mon.Mine is an all-out offensive  approach! What's   yours?,"ONDINE : Ma méthode
est simple : miser
sur le type Eau !
À toi d'affronter
la plus belle fille
du monde !",unique
MAIN:0x039937,MAIN,0x039937,dialogue_19_19,164,"
小霞:是我输了?没办法!蓝色徽章就给你吧!拥有蓝色徽章就算不是在战斗中也能使用居合斩喔!特技11也送给你吧,特技11是泡沫光线让水系的精灵学吧!",Misty: You're too  much! Here's the   Cascade Badge to   show you beat me!  Now you can use theCUT HM!And you can have TM11 too. It  teaches BubbleBeam!Use it well!,"ONDINE : Battue...
Prends le Badge
Cascade ! Coupe
marche hors combat.
Apprends la CT11
Bulles d'O
à un Pokémon Eau !",unique
MAIN:0x0399DC,MAIN,0x0399DC,dialogue_19_19,71,"
小茂:嗨!小智,你还为那种事困惑啊?我都抓到又强又棒的精灵!什么什么?你抓了什么啊?让我看看嘛!",Yo Ash!You're stillstruggling along?  Me?I'm doing great!I'll show you!,"RÉGIS : Sacha ! Moi, j'ai de super Pokémon. Montre-moi les tiens !",unique
MAIN:0x039A24,MAIN,0x039A24,dialogue_19_19,161,"
小茂:嗨嗨,我到马沙家他给我看了许多珍贵的宠物精灵耶!托他的福,我的精灵图鉴又增加了好几页呢,总之马沙是一位有名的宠物精灵收集家!电脑通信的精灵保管系统也是他做的,如果你也有使用真应该去向他道谢呢","Okay,you won! Hey  guess what! I went to Bill's.You know he invented the PC system we use? You should go thank    him. Well,I better get rolling! Smell ya later!","RÉGIS : Léo m'a
montré ses Pokémon
rares. Ce célèbre
collectionneur a
enrichi mon Pokédex
et créé le stockage
PC. Tu l'utilises ?
Remercie-le !",unique
MAIN:0x039AC6,MAIN,0x039AC6,dialogue_19_19,46,"
捉虫少年:如果你能连续打败五人,将可得到丰富的奖品你能胜利吗?",Beat us 5 trainers and win a prize!   I'm 1st!,"Bats 5 Dresseurs !
Un prix t'attend.
Tu peux gagner ?",unique
MAIN:0x039AF5,MAIN,0x039AF5,dialogue_19_19,35,"
捉虫少年:不错,但你能全部胜过我们吗?","I did my best, I   have no regrets.",Pas mal ! Tu peux tous nous battre ?,unique
MAIN:0x039B19,MAIN,0x039B19,dialogue_19_19,18,"
迷你裙:第二人正是我!现在才是真正的战斗!",I'm 2nd! Let's go!,"Je suis deuxième !
Le vrai combat
commence !",unique
MAIN:0x039B2C,MAIN,0x039B2C,dialogue_19_19,24,"
迷你裙:我是第四人,你不就是为了引人注目才来的吗?",No.3! I won't be   easy!,Quatrième ! Tu veux te faire remarquer ?,unique
MAIN:0x039B45,MAIN,0x039B45,dialogue_19_19,19,"
谈判小子:第三人登场!我不会给你太好过",I'm No.4!Tired Yet?,"Troisième ! Tu vas
en baver !",unique
MAIN:0x039B59,MAIN,0x039B59,dialogue_19_19,16,"
侦察员:我就是最后的第五人了!来吧!!",No.5! Get ready!,"Je suis cinquième
et dernier !
En garde !",unique
MAIN:0x039B6A,MAIN,0x039B6A,dialogue_19_19,27,"
火箭队:太精彩了,按照约定这个礼物给你吧",Congrats!You earneda prize!,"Bravo ! Le cadeau
promis est à toi !",unique
MAIN:0x039B86,MAIN,0x039B86,dialogue_19_19,14,"
得到月之石",Got Moonstone!,Pierre Lune reçue !,unique
MAIN:0x039B95,MAIN,0x039B95,dialogue_19_19,62,"
火箭队:加入火箭队吧,我们是专门使用宠物精灵扩充地皮的集团","By the way, want tojoin TEAM ROCKET?  Fine! You'll regretthis!",La Team Rocket utilise les Pokémon pour étendre son territoire. Rejoins-nous !,unique
MAIN:0x039BD4,MAIN,0x039BD4,dialogue_19_19,19,"
火箭队:你还真是强劲!有这样的技术不加入火箭队太可惜了...",Arrgh!You are good!,"Quel gâchis !
Tu aurais brillé
chez la Team Rocket",unique
MAIN:0x039BE8,MAIN,0x039BE8,dialogue_19_19,30,"
侦察员:我在草堆里都看到了你的表现",I saw you fight at the bridge!,Je t'ai vu combattre depuis les hautes herbes.,unique
MAIN:0x039C07,MAIN,0x039C07,dialogue_19_19,15,"
侦察员:你狠...",You are good...,T'es coriace...,unique
MAIN:0x039C17,MAIN,0x039C17,dialogue_19_19,74,"
男孩:我不会培育宠物精灵,觉的它怪可怜的正想放生这只小火龙...如果你能好好照顾他的话,我就把它送给你如何?",I'm looking for a  good home for my   Charmander.Can you take care of him?,"Je l'élève mal.
Je vais relâcher
ce Salamèche...
Si tu t'en occupes,
il est à toi.",unique
MAIN:0x039C62,MAIN,0x039C62,dialogue_19_19,26,"
是吗?那我只好放生了...","Oh,I'll release himthen...","Alors, je vais
le relâcher...",unique
MAIN:0x039C7D,MAIN,0x039C7D,dialogue_19_19,17,"
真的?太谢谢你了!",Take care of him.,C'est vrai ? Merci beaucoup !,unique
MAIN:0x039C8F,MAIN,0x039C8F,dialogue_19_19,33,"
大叔:刚刚从观月山下来的还很有精神啊!",I'm still fired up after Mt.Moon!,Encore en forme après avoir franchi le Mont Sélénite ?,unique
MAIN:0x039CB1,MAIN,0x039CB1,dialogue_19_19,14,"
大叔:厉害!",You work hard!,Quelle force !,unique
MAIN:0x039CC0,MAIN,0x039CC0,dialogue_19_19,31,"
谈判小子:这片森林是附近的训练家训练的场所!",Trainers come here to practice!,"Ici, les Dresseurs
s'entraînent !",unique
MAIN:0x039CE0,MAIN,0x039CE0,dialogue_19_19,17,"
谈判小子:做的不错嘛",You trained well!,Pas mal !,unique
MAIN:0x039CF2,MAIN,0x039CF2,dialogue_19_19,37,"
大叔:你要去马沙的小屋吗?那去之前先与我比试一下!",Goin' to see Bill? Let's fight first!,Tu vas chez Léo ? Affronte-moi d'abord !,unique
MAIN:0x039D18,MAIN,0x039D18,dialogue_19_19,24,"
迷你裙:我是迷你裙!","Hi, My boyfriend iscool!","La Minijupe, c'est moi !",unique
MAIN:0x039D31,MAIN,0x039D31,dialogue_19_19,9,"
大叔:我输了...",Ya got me,J'ai perdu...,unique
MAIN:0x039D3B,MAIN,0x039D3B,raw,17,"
迷你裙:我承认你了",<B4D3><B0C5><B4D4>:<B1C2><B6C3><B4BA><B0C5><B0F8>,Prends-en soin !,unique
MAIN:0x039D4E,MAIN,0x039D4E,dialogue_19_19,17,"
大叔:算你狠!",You're somethin'.,T'es coriace !,unique
MAIN:0x039D60,MAIN,0x039D60,raw,18,,00<B1C2><B0CE><B1F9><B0C4><B0C5><B6C6><B1B4><B3D4>,Aide Salamèche !,non_aligne
MAIN:0x039D74,MAIN,0x039D74,dialogue_19_19,15,"
谈判小子:有两下子
---

得到小火龙",Got Charmander!,Salamèche reçu !,multiple
MAIN:0x039D84,MAIN,0x039D84,dialogue_19_19,35,"
谈判小子:枯叶港的铁达尼号的舞会,我和爸爸去过!羡慕吧",I went to a party  on the S.S.ANNE!,"Au bal de l'Océane
avec mon père !
Jaloux ?",unique
MAIN:0x039DA8,MAIN,0x039DA8,dialogue_19_19,28,"
迷你裙:我今后就关注你吧
---

铁达尼号上可是有很多厉害的训练师哦!",I saw trainers fromall over!,L'Océane est pleine de Dresseurs redoutables !,multiple
MAIN:0x039DC5,MAIN,0x039DC5,dialogue_19_19,31,"
迷你裙:喜欢迷你裙!",I wish he was as   good as you!,Vive la minijupe !,unique
MAIN:0x039DE5,MAIN,0x039DE5,dialogue_19_19,19,"
侦察员:你是第一个打败我们的
---

大叔:想过去,先打败我",I'm off to see Bill,Tu veux passer ? Alors bats-moi !,multiple
MAIN:0x039DF9,MAIN,0x039DF9,dialogue_19_19,19,"
侦察员:我是侦察员",I got a girlfriend!,Je suis un Scout !,unique
MAIN:0x039E0D,MAIN,0x039E0D,dialogue_19_19,19,"
侦察员:哈哈哈...",She'll cheer me up.,Ha ha ha...,unique
MAIN:0x039E21,MAIN,0x039E21,dialogue_19_19,29,"
谈判小子:我有预感,你会与我战斗",I knew I had to    fight you!,"Je pressentais
qu'on se battrait.",unique
MAIN:0x039E3F,MAIN,0x039E3F,dialogue_19_19,19,"
谈判小子:我有预感会输...",I knew I'd lose too,"Je pressentais
que je perdrais...",unique
MAIN:0x039E53,MAIN,0x039E53,dialogue_19_19,37,"
迷你裙:朋友们都拥有可爱的精灵...可恨",I'm jealous of my  friend's Clefairy!,"Mes amies ont
de jolis Pokémon...
C'est pas juste !",unique
MAIN:0x039E79,MAIN,0x039E79,dialogue_19_19,23,"
迷你裙:从观月山来的吗?我想要皮皮...",Do you have one    too?,"Du Mont Sélénite ?
Moi, je veux
un Mélofée...",unique
MAIN:0x039E91,MAIN,0x039E91,dialogue_19_19,160,"
马沙:大家好,我是马沙!大家都叫我精灵迷!你那是什么眼神?不相信的样子...我是实验失败才和精灵粘在一起的你能救我吗?我要进入传送机里,分离程序就拜托你了!对,就是那部电脑!",Hiya!I'm a Pok@Mon!I'm not. I'm Bill! I messed up an exp-eriment and turned into a Pok@mon! Canyou help me out?Youjust go to my PC   and start the cell program!,"LÉO : Salut !
Moi, Léo,
le Pokémaniac !
Tu doutes ?
Une expérience
ratée m'a fusionné
avec un Pokémon.
Aide-moi.
Je prends place
au Téléporteur.
Sur ce PC, lance
la séparation !",unique
MAIN:0x039F32,MAIN,0x039F32,dialogue_19_19,12,"
马沙获救了",Run Program.,Léo est sauvé !,unique
MAIN:0x039F3F,MAIN,0x039F3F,dialogue_19_19,60,"
马沙:谢谢你,你是来看我的收集品的是吗?对了这是给你的谢礼","Yeehah!Thanks bud!Ihave to thank you! Here, maybe this'lldo.","LÉO : Merci !
Tu viens voir
ma collection ?
Tiens, prends ça !",unique
MAIN:0x039F7C,MAIN,0x039F7C,dialogue_19_19,15,"
得到船票",Got S.S.Ticket!,Passe Bateau obtenu !,unique
MAIN:0x039F8C,MAIN,0x039F8C,dialogue_19_19,104,"
马沙:现在枯叶市枯叶港来了一搜铁达尼号听说也来了许多训练家呢,我有一张船票但我不喜欢派对,你去玩玩吧","They invited me,   but I can't stand  fancy do's. So, whydon't you go? All  the passengers are trainers!","LÉO : L'Océane est
à Carmin, pleine
de Dresseurs.
J'ai une invitation
mais je hais
les fêtes.
Vas-y à ma place !",unique
MAIN:0x039FF5,MAIN,0x039FF5,dialogue_19_19,9,"
马沙:对了,给你看一下我的收藏品吧.传说现在被发现的精灵种类在这个世界上有150种之多,但实际数量可能要比这还多,我一直在这个海边就是要等传说中的精灵出现...",Have fun!,"LÉO : Ma collection ! 150 espèces sont connues, peut-être plus. J'attends ici un Pokémon légendaire...",unique
MAIN:0x039FFF,MAIN,0x039FFF,dialogue_19_19,60,"
火箭队:喂!不可以随便进入别人的花园!...我?我只是一个过路人,可不是一个奇怪的人!什么?我很可疑?",What! I'm just an  innocent bystander!Don't you believe  me?,"Hé ! Défense d'entrer ! Moi, louche ? Je ne fais que passer.",unique
MAIN:0x03A03C,MAIN,0x03A03C,dialogue_19_19,27,"
火箭队:我再也不敢了...饶了我吧!那么...我就闪人了...拜拜!",Ok! I'll leave     quietly!,Pitié ! Je ne recommencerai plus ! Je file...,unique
MAIN:0x03A058,MAIN,0x03A058,dialogue_19_19,47,"
警卫:我是尽责的警卫,好渴喔!喂喂!现在这里是禁止通行!","I'm on guard duty. Gee, I'm thirsty   though...","Je monte la garde.
Mais j'ai soif !
Passage interdit !",unique
MAIN:0x03A088,MAIN,0x03A088,dialogue_19_19,36,"
捉虫少年:我看你不惯!","I've never seen youaround, you good?",Ta tête m'agace !,unique
MAIN:0x03A0AD,MAIN,0x03A0AD,dialogue_19_19,16,"
捉虫少年:现在看你顺眼了...",You're too good!,Tu me plais déjà davantage...,unique
MAIN:0x03A0BE,MAIN,0x03A0BE,dialogue_19_19,19,"
侦察员:想见识一下吗?",You want to battle?,Tu veux me tester ?,unique
MAIN:0x03A0D2,MAIN,0x03A0D2,dialogue_19_19,18,"
侦察员:反而让我见识了!",I didn't start it!,"Cette fois, tu m'as
donné une leçon !",unique
MAIN:0x03A0E5,MAIN,0x03A0E5,dialogue_19_19,17,"
女孩:我长的可爱吧","Me? Ok,I'll play!","Je suis mignonne, non ?",unique
MAIN:0x03A0F7,MAIN,0x03A0F7,dialogue_19_19,17,"
女孩:我喜欢你!",Just didn't work!,Je t'aime bien !,unique
MAIN:0x03A109,MAIN,0x03A109,dialogue_19_19,29,"
捉虫少年:我捉到好精灵了,比试一下吧",There aren't many  bugs here.,"J'ai capturé
un super Pokémon.
Viens te battre !",unique
MAIN:0x03A127,MAIN,0x03A127,dialogue_19_19,35,"
捉虫少年:还是欠缺训练...",I'm going back to  Viridian Forest.,"Je dois encore
m'entraîner...",unique
MAIN:0x03A14B,MAIN,0x03A14B,dialogue_19_19,29,"
女孩:你在看哪里?",Excuse me! I'm on  the phone!,Tu regardes où ?,unique
MAIN:0x03A169,MAIN,0x03A169,dialogue_19_19,19,"
女孩:是个误会",(Whisper Whisper..),"C'était un simple
malentendu.",unique
MAIN:0x03A17D,MAIN,0x03A17D,dialogue_19_19,23,"
侦察员:现在我的心情不好!",I just lost to somekid!,"Je suis de mauvais
poil !",unique
MAIN:0x03A195,MAIN,0x03A195,dialogue_19_19,17,"
侦察员:心情更糟了...",I just can't win.,"Ça m'énerve
encore plus...",unique
MAIN:0x03A1A7,MAIN,0x03A1A7,dialogue_19_19,28,"
船员:铁达尼号一年才进一次枯叶港",Welcome to the     S.S.Anne!,"L'Océane accoste
à Carmin sur Mer
une fois par an.",unique
MAIN:0x03A1C4,MAIN,0x03A1C4,dialogue_19_19,33,"
船员:欢迎来到铁达尼号!请等一等,客人你的票呢?","Excuse me, do you  have a ticket?",MATELOT : Bienvenue sur l'Océane ! Votre passe ?,unique
MAIN:0x03A1E6,MAIN,0x03A1E6,dialogue_19_19,19,"
船员:谢谢,欢迎你上船!","Ok, Welcome aboard!","Merci !
Bienvenue à bord !",unique
MAIN:0x03A1FA,MAIN,0x03A1FA,dialogue_19_19,27,"
绅士:我是从宝石大陆来的",My Pok@mon are my  freinds!,Je viens de Hoenn.,unique
MAIN:0x03A216,MAIN,0x03A216,dialogue_19_19,30,"
绅士:有空一定要去宝石大陆看看哦",You should be nice to freinds!,"Va donc à Hoenn
un de ces jours !",unique
MAIN:0x03A235,MAIN,0x03A235,dialogue_19_19,28,"
迷你裙:这里的男孩都很害羞呢",I got Pok@mon from all over!,Les garçons d'ici sont tous timides.,unique
MAIN:0x03A252,MAIN,0x03A252,dialogue_19_19,24,"
迷你裙:讨厌你这种小孩子!",Oh No! You hurt    them!,"Les gamins comme
toi m'énervent !",unique
MAIN:0x03A26B,MAIN,0x03A26B,dialogue_19_19,23,"
谈判小子:你别小看我的精灵",I love Pok@mon! Do you?,Ne sous-estime pas mes Pokémon !,unique
MAIN:0x03A283,MAIN,0x03A283,dialogue_19_19,18,"
谈判小子:还欠缺修炼啊",Wow! You're great!,"Je dois encore
m'entraîner...",unique
MAIN:0x03A296,MAIN,0x03A296,dialogue_19_19,32,"
绅士:来到这个方元地区还真是舒服","You,pup! How dare  you barge in!",On se sent vraiment bien à Hoenn.,unique
MAIN:0x03A2B7,MAIN,0x03A2B7,dialogue_19_19,25,"
绅士:你听说过还有金银地区的传说吗?",Humph! You rude    child!,"Légendes de Johto :
tu connais ?",unique
MAIN:0x03A2D1,MAIN,0x03A2D1,dialogue_19_19,25,"
水手:今天天气好啊",My pride is at     stake!,Quel beau temps !,unique
MAIN:0x03A2EB,MAIN,0x03A2EB,dialogue_19_19,12,"
水手:我玩的很开心",You sank me!,Je me suis bien amusé.,unique
MAIN:0x03A2F8,MAIN,0x03A2F8,dialogue_19_19,28,"
大胖子:看我钓上的好货色吧!",I like feisty kids like you!,Admire ma prise !,unique
MAIN:0x03A315,MAIN,0x03A315,dialogue_19_19,14,"
大胖子:可恶...",Argh! Lost it!,Zut...,unique
MAIN:0x03A324,MAIN,0x03A324,dialogue_19_19,29,"
迷你裙:我喜欢大海的感觉",I never saw you at the party!,J'adore l'air marin.,unique
MAIN:0x03A342,MAIN,0x03A342,dialogue_19_19,34,"
迷你裙:就像喜欢你一样...","Oh, I adore your   strong Pok@mon!","Je t'aime presque
autant...",unique
MAIN:0x03A365,MAIN,0x03A365,dialogue_19_19,34,"
双胞胎:你好啊!",I'm kinda bored.Howabout a battle?,Salut !,unique
MAIN:0x03A388,MAIN,0x03A388,dialogue_19_19,11,"
水手:我明白了,你是伟大的训练师",Good fight!,Sacré Dresseur !,unique
