stable_key,dialogue_id,chinese_text,previous_english_v2,revised_english_v2,reference_priority,disposition,source_url,source_revision,reason
MAIN:0x03D933,D0853,"大当家:我是这个道馆的大当家,你会后悔的!",MASTER: I lead this dojo. You'll regret it!,I'm this dojo's Master. You'll regret challenging me!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03D9EC,D0857,裁判:未来的冠军!娜梅的精灵是使用超能力的...格斗系的攻击是没用的!,REF: Future Champ! Sabrina's psychic Pokémon nullify Fighting attacks!,Future Champ! Sabrina uses psychic power. Fighting Pokémon are weak to it!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03DA73,D0860,精神师:你知道吗?精灵只靠力量是不会赢的!,PSY: Know this? Pokémon can't win on strength alone!,You know that power alone isn't enough!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03DB75,D0868,超能力:你想见娜梅吧,PSY: Want to see Sabrina?,You want to see Sabrina?,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03DBE1,D0872,"娜梅:我有预感你会来,我是超能力少女,我不喜欢战斗,不过我可以让你看看我的厉害!","SABRINA: I foresaw you. I'm psychic, hate battle, but see my power!","SABRINA: I foresaw you! I'm psychic. I dislike fighting, but I'll show my power!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03DEDF,D0899,博士:我一直都在研究珍贵的化石你有不错的化石吗?,DOC: I study rare fossils. Have a good one?,Hiya! I study rare Pokémon fossils. Have one?,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03E1BB,D0915,裁判:未来的冠军!热情的阿桂是炎系的行家,"REF: Future Champ! Fiery Blaine, Fire expert!",Future Champ! Hot-headed Blaine is a Fire Pokémon pro!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03EAB4,D0959,小次郎:那我就大发慈悲的告诉你们!,JAMES: Then I'll kindly tell you!,JAMES: And make it double!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
MAIN:0x03EC46,D0962,武藏:为了防止世界被破坏,JESSIE: Stop world destruction!,JESSIE: To protect the world from devastation!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
MAIN:0x03F27B,D0965,"妈妈:是嘛男孩子都是志在四方嘛!...嗯,电视上都是这么说的!对了,隔壁的大木博士在找你呢","MOM: That's right. Boys are meant to go out into the world! Well, that's what they say on TV. Professor Oak next door is looking for you.",Right. All boys leave home someday. It said so on TV. Professor Oak next door is looking for you.,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03F2EE,D0966,"大木:喔?小茂你已经来啦?我不是叫你稍后再来嘛...既然来啦就再等一下吧!喔...小智在那有个圆圆的球吧,那里有宠物精灵是要给你的!拿去吧!","PROF. OAK: Oh? Gary, you're here already? Didn't I tell you to come later?... Since you're here, wait a little longer! Oh... Ash, see that round ball over there? It holds a Pokémon for you! Go ahead and take it!","OAK: Hmm? Gary? Why are you here already? I told you to come later... Ah, whatever! Wait there. Look, Ash! See that round ball? It holds a Pokémon for you. Go on, take it!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03F3D2,D0967,欢迎!到精灵中心可以恢复精灵的体力.,Welcome! Pokémon Center heals Pokémon.,Welcome! We heal Pokémon to perfect health!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
RESTORED:0x0331B3,D0981,武藏:既然你诚心诚意的问了,JESSIE: Since you asked so earnestly...,JESSIE: Prepare for trouble!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x0331B5,D0982,小次郎:那我就大发慈悲的告诉你们!,JAMES: Then I'll be generous and tell you!,JAMES: And make it double!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x0331B7,D0983,武藏:为了防止世界被破坏,JESSIE: To prevent the world's destruction!,JESSIE: To protect the world from devastation!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x0331B9,D0984,小次郎:为了维护世界的和平.,JAMES: To protect the peace of the world.,JAMES: To unite all peoples in peace!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x0331BB,D0985,武藏:坚持爱与真实的罪恶,JESSIE: To uphold the evil of love and truth!,JESSIE: To denounce the evils of truth and love!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x0331BD,D0986,小次郎:最有魅力的反派人物!,JAMES: The most charming villains!,JAMES: Charming villains reaching for the stars!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x0331C3,D0989,武藏:我们是穿过银河系的南晶队!,"JESSIE: We are Team Nanjing, crossing the galaxy!",JESSIE: Team Nanjing blasts across the galaxy!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x0331C5,D0990,"小次郎:白洞,白色的明天在等着我们!",JAMES: A white hole! A white tomorrow awaits us!,JAMES: A white hole and bright tomorrow await!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x0331C7,D0991,喵喵:说的对!喵...,MEOWTH: That's right! Meow...,MEOWTH: Meowth! That's right!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x038313,D0994,小次郎:那我就大发慈悲的告诉你们!,JAMES: I'll kindly tell you!,JAMES: And make it double!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x038315,D0995,武藏:为了防止世界被破坏,JESSIE: Stop world destruction!,JESSIE: To protect the world from devastation!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x038317,D0996,小次郎:为了维护世界的和平.,JAMES: Guard world peace!,JAMES: To unite all peoples in peace!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x038319,D0997,武藏:坚持爱与真实的罪恶,JESSIE: Uphold evil of love and truth!,JESSIE: To denounce the evils of truth and love!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03831B,D0998,小次郎:最有魅力的反派人物!,JAMES: Most charming villains!,JAMES: Charming villains reaching for the stars!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x038321,D1001,武藏:我们是穿过银河系的火箭队!,JESSIE: Team Rocket crosses the galaxy!,JESSIE: Team Rocket blasts across the galaxy!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x038323,D1002,"小次郎:白洞,白色的明天在等着我们!",JAMES: White hole! White tomorrow awaits us!,JAMES: A white hole and bright tomorrow await!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x038325,D1003,喵喵:说的对!喵...,MEOWTH: Right! Meow...,MEOWTH: Meowth! That's right!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AF96,D1009,武藏:既然你诚心诚意的问了,JESSIE: Since you asked earnestly...,JESSIE: Prepare for trouble!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AF98,D1010,小次郎:那我就大发慈悲的告诉你们!,JAMES: I'll kindly tell you!,JAMES: And make it double!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AF9A,D1011,武藏:为了防止世界被破坏,JESSIE: Stop world destruction!,JESSIE: To protect the world from devastation!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AF9C,D1012,小次郎:为了维护世界的和平.,JAMES: Guard world peace!,JAMES: To unite all peoples in peace!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AF9E,D1013,武藏:坚持爱与真实的罪恶,JESSIE: Uphold evil of love and truth!,JESSIE: To denounce the evils of truth and love!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFA0,D1014,小次郎:最有魅力的反派人物!,JAMES: Most charming villains!,JAMES: Charming villains reaching for the stars!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFA6,D1017,武藏:我们是穿过银河系的火箭队!,JESSIE: Team Rocket crosses the galaxy!,JESSIE: Team Rocket blasts across the galaxy!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFA8,D1018,"小次郎:白洞,白色的明天在等着我们!",JAMES: White hole! White tomorrow awaits us!,JAMES: A white hole and bright tomorrow await!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFAA,D1019,喵喵:说的对!喵...,MEOWTH: Right! Meow...,MEOWTH: Meowth! That's right!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFEC,D1024,武藏:既然你诚心诚意的问了,JESSIE: Since you asked earnestly...,JESSIE: Prepare for trouble!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFEE,D1025,小次郎:那我就大发慈悲的告诉你们!,JAMES: I'll kindly tell you!,JAMES: And make it double!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFF0,D1026,武藏:为了防止世界被破坏,JESSIE: Stop world destruction!,JESSIE: To protect the world from devastation!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFF2,D1027,小次郎:为了维护世界的和平.,JAMES: Guard world peace!,JAMES: To unite all peoples in peace!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFF4,D1028,武藏:坚持爱与真实的罪恶,JESSIE: Uphold evil of love and truth!,JESSIE: To denounce the evils of truth and love!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFF6,D1029,小次郎:最有魅力的反派人物!,JAMES: Most charming villains!,JAMES: Charming villains reaching for the stars!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFFC,D1032,武藏:我们是穿过银河系的火箭队!,JESSIE: Team Rocket crosses the galaxy!,JESSIE: Team Rocket blasts across the galaxy!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03AFFE,D1033,"小次郎:白洞,白色的明天在等着我们!",JAMES: White hole! White tomorrow awaits us!,JAMES: A white hole and bright tomorrow await!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03B000,D1034,喵喵:说的对!喵...,MEOWTH: Right! Meow...,MEOWTH: Meowth! That's right!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF3E,D1037,武藏:既然你诚心诚意的问了,JESSIE: Since you asked so sincerely...,JESSIE: Prepare for trouble!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF40,D1038,小次郎:那我就大发慈悲的告诉你们!,JAMES: Then I'll be generous and tell you!,JAMES: And make it double!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF42,D1039,武藏:为了防止世界被破坏,JESSIE: To prevent the world from being destroyed!,JESSIE: To protect the world from devastation!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF44,D1040,小次郎:为了维护世界的和平.,JAMES: To protect world peace!,JAMES: To unite all peoples in peace!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF46,D1041,武藏:坚持爱与真实的罪恶,JESSIE: To uphold the evil of love and truth!,JESSIE: To denounce the evils of truth and love!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF48,D1042,小次郎:最有魅力的反派人物!,JAMES: We're the most charming villains!,JAMES: Charming villains reaching for the stars!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF4E,D1045,武藏:我们是穿过银河系的火箭队!,"JESSIE: We are Team Rocket, crossing the galaxy!",JESSIE: Team Rocket blasts across the galaxy!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF50,D1046,"小次郎:白洞,白色的明天在等着我们!",JAMES: A white hole! A white tomorrow awaits us!,JAMES: A white hole and bright tomorrow await!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03CF52,D1047,喵喵:说的对!喵...,MEOWTH: That's right! Meow...,MEOWTH: Meowth! That's right!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03D07A,D1051,小次郎:为了维护世界的和平.,JAMES: To protect world peace!,JAMES: To unite all peoples in peace!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03D07C,D1052,武藏:坚持爱与真实的罪恶,JESSIE: To uphold the evil of love and truth!,JESSIE: To denounce the evils of truth and love!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
RESTORED:0x03D07E,D1053,小次郎:最有魅力的反派人物!,JAMES: We're the most charming villains!,JAMES: Charming villains reaching for the stars!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
