stable_key,record_type,dialogue_id,category,layout,speaker,source_offset_or_pointer,chinese_text,english_2015,french_v2_gloss,english_v2,official_reference_class,reference_disposition,reference_url,reference_revision,changed_during_official_reference_pass,english_before_reference_pass,reference_reason,compression,compression_justification,fidelity_comment,alignment_confidence,source_resolution,ai_review_status,human_review_status,human_reviewer,human_review_notes
MAIN:0x038108,MAIN,D0259,In-game dialogue,dialogue_19_19,,0x038108,欢迎光临!,We hope to see you again!,Bienvenue !,Welcome!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly restores the greeting; the 2015 line instead bids the customer farewell.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038122,MAIN,D0260,In-game dialogue,dialogue_19_19,,0x038122,得到杰尼龟,Got Squirtle!,Carapuce reçu !,Got Squirtle!,Not identified as a Gen I scene,n/a,,,No,,,no,,The 2015 acquisition message exactly matches the Chinese event after normalizing the official Squirtle name and punctuation.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038130,MAIN,D0261,In-game dialogue,dialogue_19_19,,0x038130,恢复    放弃,Heal Leave,Soigner  Partir,HEAL    LEAVE,Not identified as a Gen I scene,n/a,,,No,,,no,,"The two 2015 menu branches, Heal and Leave, positively match the Chinese recovery and abandon choices.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038149,MAIN,D0262,In-game dialogue,dialogue_19_19,,0x038149,"对不起,因为机能所限这里暂时不能够对战...","Sorry, the Trading Center is closed.","Désolé, impossible de combattre ici pour le moment...","Sorry, battles aren't available here yet...",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Preserves the temporary battle restriction and its stated system limitation; it is not recast as a closed Trading Center. Full-text review: Replaces the unidiomatic phrase 'system can't battle'.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038173,MAIN,D0263,In-game dialogue,dialogue_19_19,,0x038173,交换机器也坏了...下次再来看看吧,"Sorry, the Cable Club's closed","Même la machine
d'échange est
en panne...
Reviens plus tard.",The trade machine is broken too. Try again later.,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Keeps the additional broken trading machine and the instruction to return another time. Full-text review: Restores the missing article and auxiliary verb.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038194,MAIN,D0264,In-game dialogue,dialogue_19_19,,0x038194,买      不买,Buy Pass,Acheter  Annuler,BUY    CANCEL,Not identified as a Gen I scene,n/a,,,No,,,no,,"Preserves the Buy and Do Not Buy menu branches, with Cancel as the natural English interface wording.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0381A5,MAIN,D0265,In-game dialogue,dialogue_19_19,,0x0381A5,钱不够!,0<B0FE><B0CE><B0F1>!,Pas assez d'argent !,Not enough money!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly restores the insufficient-money message from the graphical Chinese payload.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0381AF,MAIN,D0266,In-game dialogue,dialogue_19_19,,0x0381AF,是      否,Yes No,Oui     Non,YES    NO,Not identified as a Gen I scene,n/a,,,No,,,no,,The 2015 Yes and No branches exactly match the two Chinese choices; capitalization is normalized for the menu.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0381C1,MAIN,D0267,In-game dialogue,dialogue_19_19,,0x0381C1,空手道  跆拳道,Left Right,Karaté  Taekwondo,KARATE    TAEKWONDO,Not identified as a Gen I scene,n/a,,,No,,,no,,Restores the actual Karate and Taekwondo branches; the 2015 Left and Right choices describe different options.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0381D2,MAIN,D0268,In-game dialogue,dialogue_19_19,,0x0381D2,小智使用了居合斩,Used HM CUT!,"Sacha utilise
Coupe !",ASH used CUT!,Not identified as a Gen I scene,n/a,,,No,,,no,,"Preserves Ash as the user and Cut as the technique, using the matching official English move name.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0381E0,MAIN,D0269,In-game dialogue,dialogue_19_19,,0x0381E0,小智使用了飞天术,00000<B0B6><B0B7><B1A7><B1A8><B0F8><B1AC><B1AD><B1AE>,Sacha utilise Vol !,ASH used FLY!,Not identified as a Gen I scene,n/a,,,No,,,no,,"Preserves Ash as the user and Fly as the technique, using the matching official English move name.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0381F6,MAIN,D0270,In-game dialogue,dialogue_19_19,,0x0381F6,小智使用了冲浪术,<0A><B0B6><B0B7><B1A7><B1A8><B0F8><B1AF><B1B0><B1AE>,Sacha utilise Surf !,ASH used SURF!,Not identified as a Gen I scene,n/a,,,No,,,no,,"Preserves Ash as the user and Surf as the technique, using the matching official English move name.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038208,MAIN,D0271,In-game dialogue,dialogue_19_19,,0x038208,小智使用了怪力术,<0A><B0B6><B0B7><B1A7><B1A8><B0F8><B0CA><B0E3><B1AE>,Sacha utilise Force !,ASH used STRENGTH!,Not identified as a Gen I scene,n/a,,,No,,,no,,"Preserves Ash as the user and Strength as the technique, using the matching official English move name.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03821A,MAIN,D0272,In-game dialogue,dialogue_19_19,,0x03821A,这块石头好像能被推动,<0A><B0EE><B1B1><B1B2><B1B3><B1B4><B1B5><B0EC><B1B6><B1B7><B0B2>,"On peut sans doute
pousser ce rocher.",This boulder may move.,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 45 to 24 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.",Compressed directly against the Chinese source. Directly preserves the observation that the boulder appears movable by pushing.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038230,MAIN,D0273,In-game dialogue,dialogue_19_19,,0x038230,这棵树苗好像能被斩断,This tree can be cut!,"Cet arbre peut être
coupé !",This tree can be cut down!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Corrected against the Chinese source: the tree only seems cuttable; the line does not assert certainty. Full-text review: Uses the official Gen I field-action wording instead of 'cuttable'.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038445,MAIN,D0274,In-game dialogue,dialogue_19_19,PROF. OAK,0x038445,"你好!欢迎你光临宠物精灵的世界!大家都叫我大木博士,在这世界住着被称为宠物精灵的生物!这生物被视为宠物,或使用于对战等等.而我是研究这宠物精灵的!小智,一个将属于你的故事,梦想即将开始!"," <B0C5><B1B4>!<B0D2><B0D3><B0C5><B0E4><B0E5><B0C0><B0C1><B0A1><B0A2><B0BC><B1BC><B1BD>!<B1BE><B1BF><B1C0><B1C1><B1C2><B1BE><B1C3><B1C4><B1C5>,<B0B8><B0EE><B1BC><B1BD><B1C6><B1C7><B1B6><B1C8><B0EA><B0C0><B0C1><B0A1><B0A2><B0BC><B1C9><B0C1>!<B0EE><B1C9><B0C1><B1B6><B1CA><B0EA><B0C0><B0C1>,<B1CB><B1A7><B1A8><B1CC><B0E7><B0F2><B1CD><B1CD>.<B1CE><B1C2><B0C2><B1CF><B1D0><B0EE><B0C0><B0C1><B0A1><B0A2><B0BC>!<B0B6><B0B7>,<B1D1><B0BA><B1D2><B1D3><B1CC><B0C5><B0BC><B1D4><B1D5>,<B1D6><B1D7><B1D8><B1D2><B1D9><B1DA>!","PROF. CHEN :
Bien le bonjour !
Bienvenue !
Voici le monde
magique
des Pokémon !
Mon nom est Chen,
le Prof Pokémon !
Des Pokémon
vivent partout.
Certains sont
nos compagnons.
D'autres les font
combattre.
Moi, je les étudie.
Sacha !
Ta quête commence !
Rêves et aventures
t'attendent !","PROF. OAK: Hello there! Welcome to the world of Pokémon! I'm Oak, the Pokémon Prof.! Pokémon live here as pets or fighters. I study them! Ash, your own Pokémon story and dreams begin now!",Red/Blue/Yellow shared,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Yes,"PROF. OAK: Hello! Welcome to the world of Pokémon! Everyone calls me Professor Oak. This world is home to creatures called Pokémon! Some are kept as pets, while others are used in battle. I study these Pokémon! Ash, your own story and dreams are about to begin!",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,low,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x0384F8,MAIN,D0275,In-game dialogue,dialogue_19_19,GARY,0x0384F8,"小茂:嗨!小智,你要找大木爷爷的话,他不在喔!我也是听他说要给宠物精灵才赶紧来的...",YO ASH! Gramps isn't around!,"RÉGIS : Hé, Sacha !
Pépé n'est pas là !
Pour un Pokémon,
j'ai rappliqué !","GARY: Yo, Ash! Gramps isn't around! I ran here 'cos he said he had a Pokémon for me.",Pokémon Yellow,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Yes,"GARY: Hey, Ash! If you're looking for Gramps, he's not here! I rushed over too when I heard he was giving out Pokémon...",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x038519,MAIN,D0276,In-game dialogue,dialogue_19_19,PROF. OAK,0x038519,大木:真是危险!野生精灵会从草丛中跳出来的!你如有宠物精灵是可与他对战...对了!跟我来一下吧!,"Hey! Wait! Don't goout! It's unsafe! Wild Pok@mon live in tall grass! You need your own Pok@mon for safety.I know! Here, come with me!","PROF. CHEN :
Ne sors pas !
Des Pokémon rôdent
dans les herbes.
Il t'en faut un.
Suis-moi !","PROF. OAK: It's dangerous! Wild Pokémon jump out of the grass! If you had your own Pokémon, you could battle them... That's it! Come with me!",Red/Blue/Yellow shared,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,no,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x0385A7,MAIN,D0277,In-game dialogue,dialogue_19_19,GARY,0x0385A7,"小茂:爷爷,你回来了!",Gary:Hey Gramps! I'm fed up with waiting!,"RÉGIS : Pépé !
Te voilà !","GARY: Gramps, you're back!",Not identified as a Gen I scene,n/a,,,No,,,no,,Restores Gary's simple greeting on Oak's return and removes the unsupported complaint about waiting.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x0385D6,MAIN,D0278,In-game dialogue,dialogue_19_19,GARY,0x0385D6,小茂:啊!...啊!偏心!爷爷我也要!,Hey! Gramps! What about me?,RÉGIS : Pépé ! C'est pas juste ! Et moi ?,"GARY: Hey! That's not fair! Gramps, I want one too!",Pokémon Yellow,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,no,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x0385F3,MAIN,D0279,In-game dialogue,dialogue_19_19,PROF. OAK,0x0385F3,大木:小茂你急什么!我等一下也会给你的,"Be patient Gary, I'll give you one later.","PROF. CHEN :
Patience, Régis.
Tu l'auras bientôt.","OAK: Be patient, Gary. I'll give you one later.",Pokémon Yellow,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Yes,"PROF. OAK: What's the rush, Gary? I'll give you one later too.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x038620,MAIN,D0280,In-game dialogue,dialogue_19_19,GARY,0x038620,小茂:哼!我一定能拿到比你好的!,"Humph! I'll get a better Pok@mon thanyou,Ash!",RÉGIS : Pff ! J'aurai un meilleur Pokémon que toi !,GARY: Humph! I'll get a better Pokémon than you!,Pokémon Yellow,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Yes,GARY: Hmph! I'll get a better Pokémon than yours!,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x03864F,MAIN,D0281,In-game dialogue,dialogue_19_19,GARY,0x03864F,"小茂:小智,这个可是我的!",No way Ash! I want this Pok@mon!,"RÉGIS : Non !
Il est à moi !","GARY: Ash, this one is mine!",Pokémon Yellow,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,no,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x038670,MAIN,D0282,In-game dialogue,dialogue_19_19,PROF. OAK,0x038670,大木:喂!什么!你在做什么!,Gary! What are you doing?,"PROF. CHEN :
Régis !
Que fais-tu ?",OAK: Gary! What are you doing?,Pokémon Yellow,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Yes,OAK: Hey! What are you doing?,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03868A,MAIN,D0283,In-game dialogue,dialogue_19_19,GARY,0x03868A,小茂:爷爷!人家就是想要这个嘛!,"Gramps,I want this one!","RÉGIS :
Pépé, je le veux !","GARY: Gramps, I want this one!",Pokémon Yellow,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Yes,"GARY: Gramps, I want it!",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0386A2,MAIN,D0284,In-game dialogue,dialogue_19_19,PROF. OAK,0x0386A2,"大木:真是拿你没办法,好吧!那个宠物精灵就给你吧!反正是早晚的是...小智,你来一下好吗?","Oak:But, I...Oh,allright then. That Pok@mon is yours. Iwas going to give you one anyway... Ash,come over here.","PROF. CHEN :
Bon, d'accord.
Il est à toi.
Je comptais déjà
t'en donner un.
Sacha, viens ici !","OAK: All right! That Pokémon is yours. You'd get one anyway... Ash, come.",Pokémon Yellow,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Yes,"OAK: Fine! Take it; you'd get one anyway. Ash, come.",Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038715,MAIN,D0285,In-game dialogue,dialogue_19_19,PROF. OAK,0x038715,大木:这里还有一只是刚刚抓的.和人还不是能亲近的,"Oak:Ash, this is a Pok@mon I caught earlier.","PROF. CHEN :
Je l'ai capturé.
Il craint encore
les humains.",OAK: I just caught this one. It isn't tame yet.,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Corrected against the Chinese source: restores that another Pokémon remains, was just caught, and is not yet accustomed to people. Full-text review: Replaces two compressed fragments with complete sentences.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038744,MAIN,D0286,In-game dialogue,dialogue_19_19,,0x038744,得到比卡丘,You can have it.,Pikachu reçu !,Got Pikachu!,Pokémon Yellow,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,no,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038755,MAIN,D0287,In-game dialogue,dialogue_19_19,GARY,0x038755,小茂:刚得到精灵就当我的对手练习练习吧!,"Gary:Wait Ash! Let's check out ourPok@mon! Come on, I'll take you on!","RÉGIS : Sacha !
Testons-les.
Je te défie !","GARY: Wait, Ash! Let's test our new Pokémon! I'll take you on!",Pokémon Yellow,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Yes,GARY: Just got one; practice on me!,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0387A0,MAIN,D0288,In-game dialogue,dialogue_19_19,GARY,0x0387A0,"小茂:这不是开玩笑吗,你的精灵这么强??好吧,那我就去找别的精灵对战!好让我的精灵更强!小智.爷爷,再见了!",Okay! I'll make my Pok@mon fight to toughen it up! Ash!Gramps! Smell you later!,"RÉGIS : Ton Pokémon est fort ! Je vais entraîner le mien ailleurs. À plus, Sacha ! Salut, Papy !","GARY: So strong? I'll fight others to train mine. Bye, Ash! Bye, Gramps!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 150 to 74 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.","Compressed directly against the Chinese source. Keeps Gary's shock at the opponent's strength, new training plan through other battles, and separate farewells to Ash and Grandpa.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0387F3,MAIN,D0289,In-game dialogue,dialogue_19_19,,0x0387F3,"店员:你是从真新镇来的吧?你知道大木博士吧.这是他要的东西,请转交给他!","Hey! You came from Pallet Town? You know ProfOak,right?His order came in, can you take it to him? Thank you.",Bourg Palette ? Porte la commande du Prof. Chen !,"You're from Pallet Town, right? You know Prof. Oak? Please deliver this order to him.",Red/Blue/Yellow shared,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Yes,CLERK: Pallet? Know Oak? Give him his order!,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores every source question and the delivery request in natural English. Omits the contextual one-speaker label 'CLERK', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038862,MAIN,D0290,In-game dialogue,dialogue_19_19,,0x038862,"老爷爷:你等等,听听我的话","00000<B2CE><B1EE><B1EE>:<B0C5><B1CD><B1CD>,<B1F1><B1F1><B1C2><B0BC><B1EF>",Attends un peu. Écoute-moi.,Wait! Hear me out.,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the idiomatic request. Omits the contextual one-speaker label 'OLD MAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038880,MAIN,D0291,In-game dialogue,dialogue_19_19,,0x038880,老爷爷:你还去?,<0A><B2CE><B1EE><B1EE>:<B0C5><B2BD><B0C7>?,"Tu veux quand même
y aller ?",Going on?,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compressed directly against the Chinese source. Preserves the old man's short follow-up question about continuing onward.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038891,MAIN,D0292,In-game dialogue,dialogue_19_19,,0x038891,士兵:请进,Lt.Surge hid a switch inside the cans!,Tu peux entrer.,Come in.,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Replaces the unnatural one-word command 'Enter'. Omits the contextual one-speaker label 'SOLDIER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0388BD,MAIN,D0293,In-game dialogue,dialogue_19_19,PROF. OAK,0x0388BD,"大木:嗨!小智,怎样啊?与我给你的精灵好像相处的不错哦,你有宠物精灵训练师的才能喔!","Oh,Ash! How is Pikachu?",PROF. CHEN : Pikachu t'apprécie. Tu feras un bon Dresseur !,"OAK: Ash, you two get along! You have the makings of a Trainer!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Compressed directly against the Chinese source. Preserves Oak's greeting, assessment of Ash's bond with the given Pokémon, and praise for his Trainer talent. Full-text review: Restores the source's assessment in idiomatic English.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0388DE,MAIN,D0294,In-game dialogue,dialogue_19_19,PROF. OAK,0x0388DE,大木:啊?有东西要交给我?,He seems to like you...Hm? you have something for me?,"PROF. CHEN : Quoi ?
C'est pour moi ?",OAK: Oh? Something for me?,Red/Blue/Yellow shared,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Yes,OAK: Something for me?,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038916,MAIN,D0295,In-game dialogue,dialogue_19_19,,0x038916,小智将包裹交给博士了!,Ah! This is the custom Pok@ball I ordered!,"Sacha remet
le Colis Chen
au Prof. Chen !",ASH delivered Oak's parcel!,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Compressed directly against the Chinese source. Restores the narrated handoff from Ash to the professor; the 2015 line belongs to Oak's following reaction. Full-text review: Uses the official-style delivery formula and natural possessive item name.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038945,MAIN,D0296,In-game dialogue,dialogue_19_19,OAK,0x038945,"大木:这不就是我订的特制精灵球吗?谢谢你,对了!忘了告诉你有事要拜托你",Thank you!,CHEN : Ma Poké Ball spéciale ! Merci. J'ai une mission.,OAK: My custom Poké Ball! Thanks. I have a favor to ask...,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Compressed directly against the Chinese source. Preserves identification of the ordered custom Poké Ball, Oak's thanks, and his remembered request for a favor. Full-text review: Makes the final request explicit and grammatical.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x038950,MAIN,D0297,In-game dialogue,dialogue_19_19,GARY,0x038950,小茂:爷爷!我的精灵成长了!快来看啊,Gary:Gramps! What did you call me for?,"RÉGIS : Papy !
Mon Pokémon a
grandi ! Regarde !","GARY: Gramps, look! It grew!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses shorter direct clauses and removes English-only scaffolding, reducing this entry from 47 to 27 formatted bytes while retaining every Chinese-source detail identified in the fidelity comment.",Compressed directly against the Chinese source. Restores Gary's excited report that his Pokémon has grown and his invitation to Grandpa to look.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03897B,MAIN,D0298,In-game dialogue,dialogue_19_19,,0x03897B,得到图鉴,Received Pok@dex!,Pokédex obtenu !,Got Pokédex!,Red/Blue/Yellow shared,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,No,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,yes,"Drops only the optional English determiner in the acquisition formula, reducing this entry from 16 to 12 formatted bytes; the exact acquired item Pokédex remains explicit.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x03898D,MAIN,D0299,In-game dialogue,dialogue_19_19,PROF. OAK,0x03898D,"大木:我的梦想就是制作一本完整的图鉴,但我已经老了不行了!现在希望由你们替我完成梦想!这是能在宠物精灵历史留名的工作,你们该出发了!",Gary:Okay Gramps! Leave it all to me!,"PROF. CHEN :
Mon rêve : finir
le Pokédex complet.
Je suis trop vieux.
Prenez le relais !","OAK: I dream of a full Pokédex, but I'm too old. I want you two to finish it and make Pokémon history! Now go!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Compressed directly against the Chinese source. Preserves Oak's complete-Pokédex dream, age, charge to both youths, promise of a place in Pokémon history, and order to depart. Full-text review: Uses complete clauses while preserving every source beat.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
MAIN:0x0389B4,MAIN,D0300,In-game dialogue,dialogue_19_19,GARY,0x0389B4,"小茂:爷爷!就交给我一个人就好了,小智真可惜没有你出场的份!对了我要去向姐姐借城镇地图去,我要叫他不要借给你,小智!哈哈,你去也没用的!","Ash, I hate to say it, but I don't need you! I know! I'll borrow a Town Map from my Sis! I'll tell her not to lend you one, Ash! Hahaha!","RÉGIS : Papy,
confie-moi tout !
Dommage pour Sacha.
Je prends la Carte
chez ma sœur. Toi,
tu ne l'auras pas !
Ha ha !","GARY: Leave it to me, Gramps! I don't need your help, Ash! I'll borrow Sis's map and tell her not to lend you one! Ha! Your trip is pointless!",Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Corrected against the Chinese source: explicitly restores Gary's future plan to borrow his sister's map and tell her not to lend one to Ash, alongside his solo boast and taunt. Full-text review: Uses the official-scene voice while preserving Gary's taunt, map plan, and source-only final insult.",high,dialogue_inventory_overlay,ai_source_reviewed,To review,,
