surface,stable_key,domain,source_text,previous_english,reviewed_english,status,review_class,reason,encoded_length,layout
catalogue,MAIN:0x0368F1,fixed_or_dynamic,最近幽灵塔里好象出现幽灵...,It seems ghosts have appeared in Pokémon Tower lately...,It seems ghosts have appeared in Pokémon Tower lately...,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",56,raw
catalogue,MAIN:0x03692B,dialogue,这里每天进行精灵研究,Pokémon researched here daily.,We study Pokémon here every day.,corrected,natural_english,Restores the omitted subject and natural adverb placement.,34,dialogue_19_19
catalogue,MAIN:0x036950,pokedex,背部能开出美丽的花,Beautiful flowers bloom on its back.,Beautiful flowers bloom on its back.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",38,pokedex_13x4
catalogue,MAIN:0x036978,pokedex,花的香气让人心情好,Its flower's scent cheers people up.,Its flower's scent cheers people up.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",36,pokedex_13x4
catalogue,MAIN:0x0369AA,pokedex,转动尾巴点燃火焰让周围温度上升,It spins its tail to spark fire and raise heat.,It spins its tail to spark fire and raise heat.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",50,pokedex_13x4
catalogue,MAIN:0x0369DE,pokedex,吐出的高温火焰可以烧化岩石,Its hot flames can melt rock.,Its hot flames can melt rock.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",36,pokedex_13x4
catalogue,MAIN:0x036A13,pokedex,足虽短但很有力量,Its short feet are very strong.,Its short feet are very strong.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",33,pokedex_13x4
catalogue,MAIN:0x036A46,pokedex,能放出毒粉顺利飞行,It releases toxic powder and flies well.,It releases toxic powder and flies well.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",44,pokedex_13x4
catalogue,MAIN:0x036A79,pokedex,自己几乎不移动危险时会变硬保护,It barely moves; danger makes it hard for safety.,It hardens to guard itself from danger.,corrected,pokedex_prose,Replaces the malformed phrase 'danger makes it hard for safety'.,38,pokedex_13x4
catalogue,MAIN:0x036AA9,pokedex,拥有属于自己的地盘攻击入侵的敌人,It has territory and attacks intruders.,It has territory and attacks intruders.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",49,pokedex_13x4
catalogue,MAIN:0x036AD5,pokedex,身体小但移动灵敏,It is small but moves nimbly.,It is small but moves nimbly.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",33,pokedex_13x4
catalogue,MAIN:0x036B09,pokedex,以虫子为食喜欢整理羽毛,It eats bugs and loves preening its feathers.,It eats bugs and loves preening its feathers.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",48,pokedex_13x4
catalogue,MAIN:0x036B3D,pokedex,有很大的翅膀可以在天空飞行,Its huge wings let it fly in the sky.,Its huge wings carry it through the sky.,corrected,pokedex_prose,Removes the redundant phrase 'fly in the sky'.,47,pokedex_13x4
catalogue,MAIN:0x036B71,pokedex,很多聚在一起可以引发闪电,Many together can trigger lightning.,Many together can trigger lightning.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",36,pokedex_13x4
catalogue,MAIN:0x036BA6,pokedex,身体团起来时像个刺球,"Curled up, its body looks like a spiked ball.","Curled up, its body looks like a spiked ball.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",51,pokedex_13x4
catalogue,MAIN:0x036BD3,pokedex,喜欢对战的精灵,It loves to battle.,It loves to battle.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",20,pokedex_13x4
catalogue,MAIN:0x036C06,pokedex,有坚硬的鳞可以保护身体,Hard scales protect its body.,Hard scales protect its body.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",31,pokedex_13x4
catalogue,MAIN:0x036C3A,pokedex,遇到危险身体的刺可以放出强烈的毒,Its spines release potent poison in danger.,Its spines emit potent poison when threatened.,corrected,pokedex_prose,Uses natural verb and adjective order.,50,pokedex_13x4
catalogue,MAIN:0x036C6B,pokedex,胆子小一遇到危险就跑,It is timid and flees at any danger.,It is timid and flees at any danger.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",37,pokedex_13x4
catalogue,MAIN:0x036CA0,pokedex,尾巴长到九条变的聪明,"At nine tails, it grows clever.","At nine tails, it grows clever.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",39,pokedex_13x4
catalogue,MAIN:0x036CD4,pokedex,能发出催人入眠的歌声,Its song can lull others to sleep.,Its song can lull others to sleep.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",35,pokedex_13x4
catalogue,MAIN:0x036D04,pokedex,专门靠吸血为生,It lives solely by drinking blood.,It lives solely by drinking blood.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",45,pokedex_13x4
catalogue,MAIN:0x036D39,pokedex,身体常常贴在地面慢慢移动,It hugs the ground and moves slowly.,It hugs the ground and moves slowly.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",39,pokedex_13x4
catalogue,MAIN:0x036D6B,pokedex,能分泌液体吸引食物,It secretes fluid to lure food.,It secretes fluid to lure food.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",31,pokedex_13x4
catalogue,MAIN:0x036D97,pokedex,身体比虫大爱潮湿的地方,Its body is bigger than a bug and loves damp places.,"Larger than most bugs, it likes damp places.",corrected,pokedex_prose,Clarifies the comparison and joins the clauses naturally.,46,pokedex_13x4
catalogue,MAIN:0x036DCC,pokedex,在大树下生活爱吃小虫子,It loves tiny bugs and lives under big trees.,It loves tiny bugs and lives under big trees.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",49,pokedex_13x4
catalogue,MAIN:0x036E00,pokedex,在底下一公里处生活,It lives one kilometer underground.,It lives one kilometer underground.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",38,pokedex_13x4
catalogue,MAIN:0x036E33,pokedex,喜欢钱币形状的东西,It likes coin-shaped objects.,It likes coin-shaped objects.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",34,pokedex_13x4
catalogue,MAIN:0x036E68,pokedex,属于很多人喜欢的生物,Many people like this creature.,Many people love this creature.,corrected,pokedex_prose,Uses concise idiomatic English for widespread popularity.,35,pokedex_13x4
catalogue,MAIN:0x036E9D,pokedex,喜欢在水里游泳,It loves swimming in water.,It loves swimming in water.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",32,pokedex_13x4
catalogue,MAIN:0x036ECD,pokedex,生气时追着对手不放,"When angry, it won't stop chasing its foe.","When angry, it won't stop chasing its foe.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",43,pokedex_13x4
catalogue,MAIN:0x036EFF,pokedex,保护自己的领地不让任何人靠近,It guards its territory and lets no one near.,It guards its territory and lets no one near.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",44,pokedex_13x4
catalogue,MAIN:0x036F30,pokedex,在水里生活的精灵,This Pokémon lives in water.,This Pokémon lives in water.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",32,pokedex_13x4
catalogue,MAIN:0x036F64,pokedex,擅长游泳速度惊人,A skilled and amazingly fast swimmer.,"It is a skilled, amazingly fast swimmer.",corrected,pokedex_prose,Turns a noun fragment into a complete sentence.,52,pokedex_13x4
catalogue,MAIN:0x036F94,pokedex,发现敌人后会乘机逃跑,It spots a foe and flees when it can.,It spots a foe and flees when it can.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",38,pokedex_13x4
catalogue,MAIN:0x036FC8,pokedex,有比超级计算机还灵敏的技能,Its skills beat any computer.,Its abilities surpass any computer.,corrected,pokedex_prose,Matches the source ability comparison rather than inventing reaction speed.,35,pokedex_13x4
catalogue,MAIN:0x036FFD,pokedex,力量强大的生物,A creature of immense strength.,A creature of immense strength.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",35,pokedex_13x4
catalogue,MAIN:0x037032,pokedex,爱吃小虫子,It loves eating tiny bugs.,It loves eating tiny bugs.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",31,pokedex_13x4
catalogue,MAIN:0x037067,pokedex,能喷出毒粉阻止敌人移动,It sprays poison powder to halt foes.,It sprays poison powder to halt foes.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",39,pokedex_13x4
catalogue,MAIN:0x037094,pokedex,在海上漂浮,It drifts on the sea.,It drifts on the sea.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",21,pokedex_13x4
catalogue,MAIN:0x0370C6,pokedex,触手在刺中食物的时候可以变长,Its tentacles lengthen when they pierce food.,Its tentacles lengthen when they pierce food.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",44,pokedex_13x4
catalogue,MAIN:0x0370FB,pokedex,常常在山坡地带活动,It often roams on hillsides.,It often roams on hillsides.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",36,pokedex_13x4
catalogue,MAIN:0x037130,pokedex,蹄比金刚石还坚硬能踩坏任何东西,"Its hooves, harder than diamond, crush all.",Its diamond-hard hooves crush anything.,corrected,pokedex_prose,Replaces the incomplete object 'crush all'.,48,pokedex_13x4
catalogue,MAIN:0x037160,pokedex,移动缓慢呆头呆脑,It is both slow and dim-witted.,It is both slow and dim-witted.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",37,pokedex_13x4
catalogue,MAIN:0x037191,pokedex,爱吃其它生物吃剩的食物,It loves food left by other creatures.,It loves food left by other creatures.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",36,pokedex_13x4
catalogue,MAIN:0x0371C3,pokedex,聚集发电厂的能量,It gathers energy from power plants.,It gathers energy from power plants.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",39,pokedex_13x4
catalogue,MAIN:0x0371F3,pokedex,飞行本领差但跑的速度快,It flies poorly but runs fast.,It flies poorly but runs fast.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",36,pokedex_13x4
catalogue,MAIN:0x037224,pokedex,头很硬耐攻击,Its hard head withstands attacks.,Its hard head withstands attacks.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",34,pokedex_13x4
catalogue,MAIN:0x037259,pokedex,生活在很脏的地方,It lives in filthy places.,It lives in filthy places.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",33,pokedex_13x4
catalogue,MAIN:0x037287,pokedex,坚硬的外壳可抵挡任何攻击,Its shell is hard and blocks all attacks.,Its shell is hard and blocks all attacks.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",47,pokedex_13x4
catalogue,MAIN:0x0372BA,pokedex,受到攻击时身体表面的刺会张开,Its body spikes spread under attack.,Its body spikes spread under attack.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",39,pokedex_13x4
catalogue,MAIN:0x0372EB,pokedex,可以放出毒气让人昏迷,Its poison gas can knock people out.,Its poison gas can knock people out.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",37,pokedex_13x4
catalogue,MAIN:0x03731E,pokedex,身体很结实像金刚石一样,Its body is as hard as diamond.,Its body is as hard as diamond.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",34,pokedex_13x4
catalogue,MAIN:0x037351,pokedex,遇到敌人的时候可以使人沉睡,"When it meets foes, it puts them to sleep.","When it meets foes, it puts them to sleep.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",45,pokedex_13x4
catalogue,MAIN:0x037385,pokedex,巨大的钳子有无穷的力量,Its huge pincers have endless strength.,Its huge pincers have endless strength.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",48,pokedex_13x4
catalogue,MAIN:0x0373B6,pokedex,能聚集很大的能量引发风暴,It gathers huge energy to cause storms.,It gathers huge energy to cause storms.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",46,pokedex_13x4
catalogue,MAIN:0x0373E6,pokedex,喜欢帖在地面移动,It likes to move along the ground.,It likes to move along the ground.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",37,pokedex_13x4
catalogue,MAIN:0x03741A,pokedex,能扔骨头棒打击敌人,It hurls its bone club at foes.,It hurls its bone club at foes.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",31,pokedex_13x4
catalogue,MAIN:0x03744B,pokedex,飞踢的时候脚可以变长,Its leg stretches during a flying kick.,Its leg stretches during a flying kick.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",51,pokedex_13x4
catalogue,MAIN:0x03747C,pokedex,可以以超人的速度挥动拳头,It swings its fists at superhuman speed.,It swings its fists at superhuman speed.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",45,pokedex_13x4
catalogue,MAIN:0x0374B0,pokedex,被它的舌头舔到会麻痹,Its tongue paralyzes those it licks.,Its tongue paralyzes those it licks.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",45,pokedex_13x4
catalogue,MAIN:0x0374E1,pokedex,能吸取各种毒气经常引发大爆炸,"It absorbs poison gases, often causing huge blasts.","It absorbs poison gases, often causing huge blasts.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",51,pokedex_13x4
catalogue,MAIN:0x037516,pokedex,能长时间放出毒气,It emits poison gas for a long time.,It emits poison gas for a long time.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",44,pokedex_13x4
catalogue,MAIN:0x037546,pokedex,移动灵活在海中自由游泳,It moves nimbly and swims freely at sea.,It moves nimbly and swims freely at sea.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",46,pokedex_13x4
catalogue,MAIN:0x03757B,pokedex,秋天为了产卵常出现在河流中,"In fall, it is often seen spawning in rivers.","In fall, it is often seen spawning in rivers.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",46,pokedex_13x4
catalogue,MAIN:0x0375B0,pokedex,身体有发出七色光的宝石,Its gem shines in seven colors.,Its gem shines in seven colors.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",39,pokedex_13x4
catalogue,MAIN:0x0375E5,pokedex,反应灵敏移动灵活爪子锋利,"It reacts fast, moves well and has sharp claws.","It reacts fast, moves well and has sharp claws.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",51,pokedex_13x4
catalogue,MAIN:0x037618,pokedex,喜欢藏在火焰之中,It likes to hide in flames.,It likes to hide in flames.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",33,pokedex_13x4
catalogue,MAIN:0x037646,pokedex,头上的角很厉害,The horn on its head is fearsome.,The horn on its head is fearsome.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",35,pokedex_13x4
catalogue,MAIN:0x037675,pokedex,看上去很弱但传说过去很厉害,"Looks weak, but legends say it once was mighty.","Looks weak, but legends say it once was mighty.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",50,pokedex_13x4
catalogue,MAIN:0x0376A7,pokedex,背上可以带人游水,It carries people on its back while swimming.,It carries people on its back while swimming.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",48,pokedex_13x4
catalogue,MAIN:0x0376DA,pokedex,可以模仿敌人有变身的能力,It transforms to mimic its foe.,It transforms to mimic its foe.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",30,pokedex_13x4
catalogue,MAIN:0x03770E,pokedex,能引发很大的电能,It can generate vast electric power.,It can generate vast electric power.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",45,pokedex_13x4
catalogue,MAIN:0x03773F,pokedex,生体是用程序制造的,Its living body was made by a program.,Its living body was made by a program.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",39,pokedex_13x4
catalogue,MAIN:0x037771,pokedex,有尖利的牙喜欢吃贝壳,It has sharp teeth and likes eating shells.,It has sharp teeth and likes eating shells.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",46,pokedex_13x4
catalogue,MAIN:0x0377A6,pokedex,游泳速度很快爪子像镰刀,It swims fast and has sickle-like claws.,It swims fast and has sickle-like claws.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",45,pokedex_13x4
catalogue,MAIN:0x0377D9,pokedex,很暴的古代精灵,A ferocious ancient Pokémon.,A ferocious ancient Pokémon.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",34,pokedex_13x4
catalogue,MAIN:0x03780A,pokedex,传说中的鸟可以引发巨大的闪电,A legendary bird summons fierce lightning.,A legendary bird summons fierce lightning.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",49,pokedex_13x4
catalogue,MAIN:0x037838,pokedex,传说中的鸟可以焚烧一切,A legendary bird can burn anything.,A legendary bird can burn anything.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",35,pokedex_13x4
catalogue,MAIN:0x037869,pokedex,很少有人见过智力比人还厉害,Few have seen it. Its mind surpasses a human's.,Few have seen it. Its mind surpasses a human's.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",47,pokedex_13x4
catalogue,MAIN:0x03789A,pokedex,神奇的精灵几乎没人见过它,A wondrous Pokémon almost no one has seen.,A wondrous Pokémon almost no one has seen.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",48,pokedex_13x4
catalogue,MAIN:0x0378C9,pokedex,三大法皇之一炎之霸王,"One of the three great kings, lord of fire.","One of the three great kings, lord of fire.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",47,pokedex_13x4
catalogue,MAIN:0x0378F6,pokedex,三大法皇之一水之霸王,"One of the three great kings, lord of water.","One of the three great kings, lord of water.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",48,pokedex_13x4
catalogue,MAIN:0x03792A,pokedex,宝石大陆的谜之生物海底之王,"A mysterious Hoenn being, king of the seabed.",A mysterious Hoenn Pokémon rules the seabed.,corrected,pokedex_prose,Turns the source title into a complete natural Pokédex sentence.,46,pokedex_13x4
catalogue,MAIN:0x03795F,pokedex,宝石大陆的谜之生物天空之王,"A mysterious Hoenn being, king of the sky.",A mysterious Hoenn Pokémon rules the sky.,corrected,pokedex_prose,Turns the source title into a complete natural Pokédex sentence.,43,pokedex_13x4
catalogue,MAIN:0x037994,dialogue,"小茂:怎么回事?真的结束了吗?尽了全力却还是输了!好不容易爬到这个地步...为什么我会输...我的培育方法不可能出错的...没办法,你是宠物联盟的新冠军...我真不太想承认","GARY: Over? I gave my all, but lost! My training can't be wrong... Fine. You're League Champion. I hate to admit it.",GARY: What? Is it really over? I gave it everything and still lost! I worked so hard to get here... Why did I lose? I couldn't have raised my Pokémon wrong... Fine. You're the new Pokémon League Champion. I hate to admit it.,corrected,natural_english,Restores every source beat in natural official-scene English.,237,dialogue_19_19
catalogue,MAIN:0x037A51,dialogue,武藏:对!!他就在彩虹市的南晶科技开发部!!名字叫卡美优!,JESSIE: Yes! He's at Nanjing Tech's development office in Celadon City! His name is Kameiyu!,JESSIE: Yes! He's at Nanjing Tech's development office in Celadon City! His name is Kameiyu!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",103,dialogue_19_19
catalogue,MAIN:0x037AB1,dialogue,喵喵:喵...就是这样,MEOWTH: Meow... That's right.,MEOWTH: Meow... That's right.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",32,dialogue_19_19
catalogue,MAIN:0x037ADC,dialogue,"卡美优:小智,我知道你一定会来的!这一战应该没有任何遗憾吧!!来吧,准备好了吗?","KAMEIYU: Ash, knew you'd come! No regrets. Ready?","KAMEIYU: Ash, I knew you'd come! Let's battle with no regrets. Ready?",corrected,natural_english,Restores the missing subject and natural invitation in the creator-cameo battle.,75,dialogue_19_19
catalogue,MAIN:0x037BEF,dialogue,"洞里太黑了,能掌握一些闪光的法术就好了!",Pitch-dark. Wish I knew Flash!,It's pitch-dark. I wish I knew Flash!,corrected,natural_english,Restores both omitted subjects.,37,dialogue_19_19
catalogue,MAIN:0x03804B,dialogue,精灵取出精灵存放,"Withdraw Pokémon
Deposit Pokémon","Withdraw Pokémon
Deposit Pokémon",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",34,dialogue_19_19
catalogue,MAIN:0x03805C,dialogue,南晶公司版权所有,COPYRIGHT NANJING TECH,COPYRIGHT NANJING TECH,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",23,dialogue_19_19
catalogue,MAIN:0x03806F,dialogue,精灵系统启动...,Pokémon System on...,Pokémon System online...,corrected,natural_english,Uses a natural computer status label.,28,dialogue_19_19
catalogue,MAIN:0x038080,dialogue,精灵系统关闭...!,Pokémon System off...!,Pokémon System offline...,corrected,natural_english,Uses a natural status label and removes contradictory punctuation.,29,dialogue_19_19
catalogue,MAIN:0x038092,dialogue,"喔...小智在那有个圆圆的球吧,那里有宠物精灵是要给你的!拿去吧!","OAK: That ball holds your Pokémon, Ash. Go ahead, it's yours!","OAK: That ball holds your Pokémon, Ash. Go ahead, it's yours!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",63,dialogue_19_19
catalogue,MAIN:0x0380A6,dialogue,要多和怪兽亲近.,OAK: Befriend Pokémon.,OAK: Befriend Pokémon.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",27,dialogue_19_19
catalogue,MAIN:0x0380C5,dialogue,欢迎!买东西吗?,Hi there! May I help you?,Hi there! May I help you?,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",28,dialogue_19_19
catalogue,MAIN:0x0380DD,dialogue,不打不相识!,Battle made us friends!,Battle made us friends!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",27,dialogue_19_19
catalogue,MAIN:0x0380EE,dialogue,"马其斯:我输了,那么这个橙色徽章拿去吧,还有这个是我的心意!",SURGE: I lost! Thunder Badge and a gift!,SURGE: I lost! Take the Thunder Badge and this gift!,corrected,natural_english,Restores the verbs and official Badge name in the reward sentence.,52,dialogue_19_19
catalogue,MAIN:0x0380FD,dialogue,谢谢惠顾,Thanks!,Thanks!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",7,dialogue_19_19
catalogue,MAIN:0x038108,dialogue,欢迎光临!,Welcome!,Welcome!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,dialogue_19_19
catalogue,MAIN:0x038122,dialogue,得到杰尼龟,Got Squirtle!,Got Squirtle!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,dialogue_19_19
catalogue,MAIN:0x038130,dialogue,恢复    放弃,HEAL    LEAVE,HEAL    LEAVE,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",10,dialogue_19_19
catalogue,MAIN:0x038149,dialogue,"对不起,因为机能所限这里暂时不能够对战...","Sorry, system can't battle here yet...","Sorry, battles aren't available here yet...",corrected,natural_english,Replaces the unidiomatic phrase 'system can't battle'.,49,dialogue_19_19
catalogue,MAIN:0x038173,dialogue,交换机器也坏了...下次再来看看吧,Trade machine broke too. Try later.,The trade machine is broken too. Try again later.,corrected,natural_english,Restores the missing article and auxiliary verb.,50,dialogue_19_19
catalogue,MAIN:0x038194,dialogue,买      不买,BUY    CANCEL,BUY    CANCEL,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",10,dialogue_19_19
catalogue,MAIN:0x0381A5,dialogue,钱不够!,Not enough money!,Not enough money!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",17,dialogue_19_19
catalogue,MAIN:0x0381AF,dialogue,是      否,YES    NO,YES    NO,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",6,dialogue_19_19
catalogue,MAIN:0x0381C1,dialogue,空手道  跆拳道,KARATE    TAEKWONDO,KARATE    TAEKWONDO,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",16,dialogue_19_19
catalogue,MAIN:0x0381D2,dialogue,小智使用了居合斩,ASH used CUT!,ASH used CUT!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,dialogue_19_19
catalogue,MAIN:0x0381E0,dialogue,小智使用了飞天术,ASH used FLY!,ASH used FLY!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,dialogue_19_19
catalogue,MAIN:0x0381F6,dialogue,小智使用了冲浪术,ASH used SURF!,ASH used SURF!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,dialogue_19_19
catalogue,MAIN:0x038208,dialogue,小智使用了怪力术,ASH used STRENGTH!,ASH used STRENGTH!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",18,dialogue_19_19
catalogue,MAIN:0x03821A,dialogue,这块石头好像能被推动,This boulder may move.,This boulder may move.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",24,dialogue_19_19
catalogue,MAIN:0x038230,dialogue,这棵树苗好像能被斩断,This tree seems cuttable!,This tree can be cut down!,corrected,natural_english,Uses the official Gen I field-action wording instead of 'cuttable'.,28,dialogue_19_19
